invoice_id|invoice_no|customer_id|issue_date|due_date|status|total_amount
386|INV-2025-00386|34|2025-04-07|2025-05-22|Paid|17326.07
387|INV-2025-00387|51|2025-08-23|2025-10-07|Overdue|2091.12
388|INV-2026-00388|37|2026-09-05|2026-10-05|Paid|10740.90
389|INV-2025-00389|9|2025-07-13|2025-08-12|Paid|4947.69
390|INV-2025-00390|61|2025-08-14|2025-09-13|Paid|23865.16
391|INV-2025-00391|54|2025-10-05|2026-01-03|Paid|5954.70
392|INV-2026-00392|26|2026-05-08|2026-06-22|Overdue|17613.59
393|INV-2026-00393|25|2026-03-27|2026-05-11|Overdue|4822.34
394|INV-2025-00394|62|2025-03-21|2025-06-19|Paid|3831.34
395|INV-2025-00395|17|2025-11-28|2025-12-28|Paid|18346.26
396|INV-2025-00396|52|2025-10-03|2025-10-17|Paid|22706.42
397|INV-2026-00397|20|2026-01-09|2026-02-08|Overdue|24347.33
398|INV-2026-00398|74|2026-09-14|2026-12-13|Paid|11229.23
399|INV-2025-00399|49|2025-05-18|2025-07-02|Paid|2834.39
400|INV-2026-00400|60|2026-01-28|2026-04-28|Paid|15540.43
401|INV-2025-00401|53|2025-11-14|2026-02-12|Paid|8819.60
402|INV-2026-00402|36|2026-06-28|2026-07-12|Paid|10284.13
403|INV-2026-00403|43|2026-07-22|2026-09-20|Overdue|6118.40
404|INV-2026-00404|49|2026-03-27|2026-05-11|Paid|16812.07
405|INV-2026-00405|18|2026-03-14|2026-05-13|Paid|3741.78
406|INV-2026-00406|47|2026-02-14|2026-04-15|Paid|6470.51
407|INV-2026-00407|28|2026-09-20|2026-11-19|Paid|10731.37
408|INV-2026-00408|71|2026-07-31|2026-09-29|Overdue|2891.54
409|INV-2025-00409|53|2025-11-17|2026-02-15|Paid|813.20
410|INV-2025-00410|9|2025-07-11|2025-08-10|Paid|2619.67
411|INV-2025-00411|57|2025-04-04|2025-05-19|Overdue|42419.85
412|INV-2025-00412|25|2025-09-27|2025-11-11|Paid|26458.61
413|INV-2025-00413|32|2025-12-25|2026-01-08|Paid|9609.40
414|INV-2025-00414|75|2025-06-19|2025-07-03|Paid|6292.84
415|INV-2026-00415|66|2026-09-25|2026-10-25|Paid|19288.49
416|INV-2025-00416|16|2025-10-16|2025-11-15|Paid|9471.79
417|INV-2026-00417|9|2026-06-22|2026-07-22|Paid|22008.48
418|INV-2025-00418|76|2025-04-13|2025-05-28|Paid|8409.38
419|INV-2026-00419|71|2026-03-28|2026-05-27|Overdue|5581.45
420|INV-2026-00420|8|2026-01-02|2026-02-01|Paid|27434.44
421|INV-2025-00421|45|2025-11-01|2026-01-30|Overdue|25400.57
422|INV-2026-00422|32|2026-07-06|2026-07-20|Paid|7457.55
423|INV-2026-00423|24|2026-08-28|2026-11-26|Open|7315.77
424|INV-2026-00424|11|2026-09-23|2026-10-23|Open|39601.65
425|INV-2025-00425|13|2025-08-02|2025-09-01|Paid|5419.88
426|INV-2026-00426|66|2026-02-21|2026-03-23|Paid|50745.65
427|INV-2025-00427|7|2025-12-19|2026-02-02|Overdue|2302.57
428|INV-2025-00428|60|2025-02-14|2025-05-15|Paid|2826.51
429|INV-2026-00429|45|2026-07-27|2026-10-25|Open|3233.52
430|INV-2026-00430|32|2026-01-03|2026-01-17|Paid|30507.65
431|INV-2026-00431|5|2026-07-17|2026-07-31|Overdue|335.80
432|INV-2025-00432|69|2025-09-21|2025-10-05|Overdue|4932.38
433|INV-2025-00433|20|2025-06-30|2025-07-30|Overdue|1752.94
434|INV-2025-00434|6|2025-07-12|2025-10-10|Overdue|939.88
435|INV-2025-00435|58|2025-04-25|2025-05-25|Paid|10742.04
436|INV-2026-00436|26|2026-02-12|2026-03-29|Overdue|5105.04
437|INV-2025-00437|68|2025-03-13|2025-05-12|Paid|21637.73
438|INV-2025-00438|56|2025-09-02|2025-10-17|Paid|12450.53
439|INV-2026-00439|23|2026-09-20|2026-10-20|Paid|9970.62
440|INV-2025-00440|55|2025-09-04|2025-10-19|Paid|5906.89
441|INV-2025-00441|33|2025-12-02|2026-01-31|Paid|2473.63
442|INV-2026-00442|40|2026-08-19|2026-10-03|Paid|1247.77
443|INV-2025-00443|28|2025-07-11|2025-09-09|Paid|6904.60
444|INV-2025-00444|30|2025-07-12|2025-09-10|Overdue|2084.58
445|INV-2025-00445|30|2025-07-25|2025-09-23|Paid|3807.50
446|INV-2026-00446|44|2026-05-07|2026-06-06|Paid|6421.65
447|INV-2026-00447|40|2026-02-26|2026-04-12|Paid|13493.54
448|INV-2026-00448|51|2026-01-20|2026-03-06|Overdue|3196.91
449|INV-2026-00449|18|2026-01-27|2026-03-28|Overdue|6676.64
450|INV-2025-00450|69|2025-04-27|2025-05-11|Overdue|4855.39
451|INV-2025-00451|13|2025-04-25|2025-05-25|Paid|6310.45
452|INV-2025-00452|22|2025-06-05|2025-07-20|Overdue|17789.11
453|INV-2025-00453|79|2025-10-03|2025-12-02|Overdue|1384.18
454|INV-2026-00454|25|2026-05-30|2026-07-14|Overdue|1327.16
455|INV-2025-00455|60|2025-06-23|2025-09-21|Paid|1356.27
456|INV-2026-00456|31|2026-03-18|2026-04-17|Paid|14602.46
457|INV-2025-00457|59|2025-03-20|2025-04-03|Paid|10406.29
458|INV-2025-00458|75|2025-08-01|2025-08-15|Paid|3889.03
459|INV-2025-00459|62|2025-10-08|2026-01-06|Paid|5624.15
460|INV-2026-00460|12|2026-08-08|2026-09-07|Overdue|23289.51
461|INV-2025-00461|70|2025-10-29|2025-11-12|Paid|13138.63
462|INV-2026-00462|27|2026-01-08|2026-02-22|Paid|6133.43
463|INV-2026-00463|23|2026-08-20|2026-09-19|Paid|2117.16
464|INV-2026-00464|49|2026-02-21|2026-04-07|Paid|3183.79
465|INV-2025-00465|30|2025-12-06|2026-02-04|Overdue|413.90
466|INV-2026-00466|38|2026-04-09|2026-05-09|Paid|8353.04
467|INV-2025-00467|32|2025-06-29|2025-07-13|Paid|28654.07
468|INV-2025-00468|55|2025-04-16|2025-05-31|Overdue|8520.32
469|INV-2026-00469|33|2026-03-03|2026-05-02|Paid|5235.01
470|INV-2026-00470|45|2026-09-09|2026-12-08|Paid|33653.45
471|INV-2025-00471|47|2025-07-24|2025-09-22|Paid|3781.55
472|INV-2026-00472|50|2026-04-28|2026-06-12|Paid|9280.23
473|INV-2026-00473|40|2026-07-24|2026-09-07|Overdue|4661.93
474|INV-2025-00474|65|2025-06-05|2025-08-04|Paid|1603.28
475|INV-2026-00475|62|2026-07-02|2026-09-30|Paid|4763.45
476|INV-2025-00476|21|2025-01-06|2025-03-07|Paid|3058.72
477|INV-2025-00477|70|2025-06-07|2025-06-21|Paid|10120.17
478|INV-2025-00478|24|2025-12-05|2026-03-05|Overdue|2384.71
479|INV-2025-00479|4|2025-04-23|2025-06-07|Paid|23554.34
480|INV-2026-00480|53|2026-01-28|2026-04-28|Paid|1844.60
481|INV-2026-00481|35|2026-01-20|2026-03-06|Paid|1553.46
482|INV-2025-00482|19|2025-09-04|2025-10-04|Paid|5631.86
483|INV-2025-00483|68|2025-04-22|2025-06-21|Paid|11321.79
484|INV-2025-00484|73|2025-12-28|2026-01-27|Overdue|20354.34
485|INV-2026-00485|18|2026-07-01|2026-08-30|Overdue|7696.00
486|INV-2026-00486|41|2026-05-04|2026-06-18|Paid|3753.86
487|INV-2026-00487|65|2026-08-09|2026-10-08|Paid|3483.57
488|INV-2026-00488|13|2026-04-02|2026-05-02|Paid|18702.15
489|INV-2026-00489|48|2026-03-27|2026-04-26|Paid|819.58
490|INV-2026-00490|51|2026-02-02|2026-03-19|Paid|1196.79
491|INV-2026-00491|44|2026-05-12|2026-06-11|Paid|2001.84
492|INV-2026-00492|44|2026-08-14|2026-09-13|Paid|6071.56
493|INV-2026-00493|37|2026-06-28|2026-07-28|Paid|1352.43
494|INV-2026-00494|15|2026-03-15|2026-04-14|Paid|10073.57
495|INV-2025-00495|13|2025-03-06|2025-04-05|Paid|6419.49
496|INV-2025-00496|15|2025-07-10|2025-08-09|Paid|2516.86
497|INV-2025-00497|7|2025-12-25|2026-02-08|Paid|5521.26
498|INV-2026-00498|32|2026-08-01|2026-08-15|Paid|31363.46
499|INV-2026-00499|67|2026-02-17|2026-04-18|Overdue|6043.11
500|INV-2025-00500|70|2025-09-13|2025-09-27|Paid|11330.37
501|INV-2025-00501|7|2025-12-18|2026-02-01|Overdue|41148.85
502|INV-2025-00502|40|2025-03-31|2025-05-15|Overdue|13025.79
503|INV-2025-00503|36|2025-02-18|2025-03-04|Paid|812.59
504|INV-2025-00504|33|2025-07-03|2025-09-01|Paid|5315.29
505|INV-2025-00505|65|2025-09-12|2025-11-11|Paid|2572.18
506|INV-2025-00506|79|2025-08-19|2025-10-18|Paid|15270.30
507|INV-2025-00507|31|2025-01-14|2025-02-13|Paid|6216.36
508|INV-2025-00508|53|2025-11-05|2026-02-03|Paid|18705.25
509|INV-2025-00509|72|2025-06-04|2025-07-04|Paid|29693.77
510|INV-2026-00510|5|2026-05-06|2026-05-20|Overdue|12668.92
511|INV-2025-00511|77|2025-10-08|2025-12-07|Paid|24014.52
512|INV-2026-00512|2|2026-06-17|2026-08-16|Paid|5658.50
513|INV-2026-00513|67|2026-02-08|2026-04-09|Paid|13756.98
514|INV-2026-00514|51|2026-04-09|2026-05-24|Overdue|13072.65
515|INV-2025-00515|62|2025-04-20|2025-07-19|Overdue|5209.37
516|INV-2025-00516|26|2025-02-01|2025-03-18|Paid|6976.40
517|INV-2026-00517|45|2026-06-26|2026-09-24|Overdue|17107.09
518|INV-2026-00518|38|2026-05-11|2026-06-10|Paid|8583.96
519|INV-2026-00519|73|2026-01-30|2026-03-01|Overdue|11587.45
520|INV-2025-00520|47|2025-05-06|2025-07-05|Paid|11256.30
521|INV-2025-00521|35|2025-10-05|2025-11-19|Paid|3512.10
522|INV-2025-00522|68|2025-09-23|2025-11-22|Paid|649.62
523|INV-2025-00523|53|2025-12-04|2026-03-04|Paid|5804.17
524|INV-2026-00524|58|2026-03-25|2026-04-24|Paid|5953.16
525|INV-2026-00525|47|2026-01-15|2026-03-16|Paid|1822.82
526|INV-2025-00526|11|2025-06-29|2025-07-29|Paid|19440.28
527|INV-2026-00527|17|2026-09-05|2026-10-05|Paid|3189.98
528|INV-2026-00528|14|2026-07-26|2026-09-24|Paid|37639.21
529|INV-2025-00529|7|2025-06-05|2025-07-20|Paid|15900.18
530|INV-2026-00530|54|2026-06-26|2026-09-24|Paid|6970.20
531|INV-2025-00531|20|2025-02-12|2025-03-14|Overdue|1466.64
532|INV-2026-00532|3|2026-05-06|2026-06-05|Paid|2250.83
533|INV-2026-00533|21|2026-01-27|2026-03-28|Paid|5578.48
534|INV-2026-00534|11|2026-01-18|2026-02-17|Paid|7099.39
535|INV-2025-00535|24|2025-09-24|2025-12-23|Paid|5443.84
536|INV-2025-00536|60|2025-06-15|2025-09-13|Paid|10329.33
537|INV-2025-00537|32|2025-09-22|2025-10-06|Paid|4552.98
538|INV-2026-00538|50|2026-04-22|2026-06-06|Paid|4416.71
539|INV-2025-00539|61|2025-10-26|2025-11-25|Paid|1687.65
540|INV-2025-00540|43|2025-07-18|2025-09-16|Paid|18800.17
541|INV-2025-00541|39|2025-07-16|2025-08-30|Overdue|7153.97
542|INV-2026-00542|41|2026-08-26|2026-10-10|Paid|17346.86
543|INV-2025-00543|32|2025-12-08|2025-12-22|Paid|17965.39
544|INV-2026-00544|66|2026-08-03|2026-09-02|Paid|29535.82
545|INV-2025-00545|28|2025-10-13|2025-12-12|Paid|9197.60
546|INV-2025-00546|23|2025-05-26|2025-06-25|Paid|2259.90
547|INV-2026-00547|73|2026-07-05|2026-08-04|Paid|11786.10
548|INV-2025-00548|15|2025-06-26|2025-07-26|Paid|3057.36
549|INV-2026-00549|49|2026-06-28|2026-08-12|Paid|706.32
550|INV-2025-00550|78|2025-10-18|2025-12-02|Paid|5097.61
551|INV-2025-00551|35|2025-09-29|2025-11-13|Paid|3858.40
552|INV-2025-00552|43|2025-05-20|2025-07-19|Paid|7297.16
553|INV-2025-00553|22|2025-11-21|2026-01-05|Overdue|14795.30
554|INV-2025-00554|51|2025-02-23|2025-04-09|Paid|13222.85
555|INV-2025-00555|56|2025-08-07|2025-09-21|Paid|3634.76
556|INV-2026-00556|48|2026-07-12|2026-08-11|Paid|13063.66
557|INV-2025-00557|35|2025-01-29|2025-03-15|Paid|1023.12
558|INV-2025-00558|24|2025-01-25|2025-04-25|Paid|4713.62
559|INV-2025-00559|38|2025-09-28|2025-10-28|Paid|34129.43
560|INV-2026-00560|78|2026-04-10|2026-05-25|Paid|862.64
561|INV-2025-00561|3|2025-10-20|2025-11-19|Paid|19554.29
562|INV-2026-00562|18|2026-09-01|2026-10-31|Open|7497.03
563|INV-2025-00563|4|2025-08-18|2025-10-02|Paid|11714.43
564|INV-2026-00564|53|2026-02-04|2026-05-05|Paid|15384.05
565|INV-2025-00565|67|2025-10-30|2025-12-29|Overdue|29211.10
566|INV-2025-00566|57|2025-06-25|2025-08-09|Overdue|11697.19
567|INV-2025-00567|12|2025-09-29|2025-10-29|Paid|14532.60
568|INV-2026-00568|3|2026-05-17|2026-06-16|Paid|1846.04
569|INV-2026-00569|3|2026-05-06|2026-06-05|Paid|1519.00
570|INV-2026-00570|20|2026-03-20|2026-04-19|Overdue|4275.81
571|INV-2025-00571|69|2025-12-22|2026-01-05|Overdue|10296.63
572|INV-2026-00572|63|2026-05-12|2026-06-26|Paid|7793.37
573|INV-2026-00573|27|2026-03-22|2026-05-06|Paid|18084.93
574|INV-2026-00574|75|2026-08-08|2026-08-22|Paid|3080.75
575|INV-2026-00575|64|2026-06-11|2026-07-11|Paid|3702.42
576|INV-2025-00576|45|2025-07-13|2025-10-11|Paid|2764.72
577|INV-2026-00577|16|2026-08-09|2026-09-08|Paid|4346.90
578|INV-2025-00578|16|2025-12-20|2026-01-19|Paid|30117.50
579|INV-2026-00579|12|2026-09-15|2026-10-15|Open|3630.84
580|INV-2026-00580|70|2026-05-14|2026-05-28|Paid|14864.48
581|INV-2026-00581|19|2026-09-03|2026-10-03|Open|3307.83
582|INV-2026-00582|52|2026-07-26|2026-08-09|Paid|548.81
583|INV-2026-00583|69|2026-06-10|2026-06-24|Paid|17014.10
584|INV-2025-00584|80|2025-07-19|2025-08-18|Paid|14921.60
585|INV-2026-00585|37|2026-06-10|2026-07-10|Paid|12032.10
586|INV-2025-00586|52|2025-03-04|2025-03-18|Paid|4614.53
587|INV-2026-00587|26|2026-04-10|2026-05-25|Paid|2179.35
588|INV-2025-00588|17|2025-04-16|2025-05-16|Paid|1088.41
589|INV-2026-00589|77|2026-02-08|2026-04-09|Paid|16398.53
590|INV-2026-00590|71|2026-05-29|2026-07-28|Overdue|2696.86
591|INV-2025-00591|75|2025-12-08|2025-12-22|Paid|19457.88
592|INV-2026-00592|63|2026-02-28|2026-04-14|Paid|29402.32
593|INV-2026-00593|52|2026-01-20|2026-02-03|Paid|604.45
594|INV-2025-00594|30|2025-12-20|2026-02-18|Overdue|39367.65
595|INV-2026-00595|54|2026-06-14|2026-09-12|Paid|44882.11
596|INV-2025-00596|52|2025-10-06|2025-10-20|Paid|2300.57
597|INV-2025-00597|52|2025-12-18|2026-01-01|Paid|10668.60
598|INV-2025-00598|61|2025-11-12|2025-12-12|Paid|10056.52
599|INV-2025-00599|20|2025-06-16|2025-07-16|Overdue|26461.70
600|INV-2025-00600|78|2025-06-18|2025-08-02|Paid|13786.15
601|INV-2026-00601|47|2026-08-17|2026-10-16|Paid|16957.92
602|INV-2025-00602|75|2025-06-04|2025-06-18|Paid|13397.90
603|INV-2026-00603|10|2026-08-23|2026-10-22|Paid|20031.96
604|INV-2026-00604|21|2026-08-04|2026-10-03|Paid|4141.38
605|INV-2025-00605|72|2025-03-12|2025-04-11|Overdue|1596.53
606|INV-2026-00606|44|2026-05-07|2026-06-06|Paid|8417.58
607|INV-2025-00607|14|2025-07-07|2025-09-05|Overdue|1322.13
608|INV-2026-00608|30|2026-06-06|2026-08-05|Overdue|6853.82
609|INV-2026-00609|52|2026-04-18|2026-05-02|Paid|9355.97
610|INV-2026-00610|24|2026-03-19|2026-06-17|Paid|4411.45
611|INV-2026-00611|17|2026-02-09|2026-03-11|Paid|18530.38
612|INV-2025-00612|78|2025-11-11|2025-12-26|Paid|5399.20
613|INV-2025-00613|67|2025-10-25|2025-12-24|Paid|14701.12
614|INV-2026-00614|51|2026-05-04|2026-06-18|Overdue|9393.96
615|INV-2026-00615|35|2026-02-01|2026-03-18|Paid|5895.50
616|INV-2025-00616|49|2025-10-05|2025-11-19|Paid|1769.22
617|INV-2026-00617|10|2026-04-11|2026-06-10|Paid|10127.03
618|INV-2026-00618|32|2026-07-03|2026-07-17|Paid|19968.12
619|INV-2025-00619|42|2025-06-24|2025-08-23|Overdue|9685.01
620|INV-2026-00620|20|2026-09-29|2026-10-29|Open|3445.45
621|INV-2026-00621|80|2026-07-03|2026-08-02|Paid|8159.86
622|INV-2025-00622|18|2025-12-04|2026-02-02|Overdue|3601.38
623|INV-2025-00623|5|2025-02-14|2025-02-28|Paid|3226.81
624|INV-2026-00624|62|2026-03-04|2026-06-02|Overdue|4620.36
625|INV-2026-00625|31|2026-05-12|2026-06-11|Paid|19775.81
626|INV-2025-00626|39|2025-12-15|2026-01-29|Overdue|21832.71
627|INV-2025-00627|37|2025-05-24|2025-06-23|Paid|13470.07
628|INV-2026-00628|3|2026-03-29|2026-04-28|Paid|2824.89
629|INV-2025-00629|14|2025-06-17|2025-08-16|Overdue|13203.05
630|INV-2026-00630|24|2026-05-03|2026-08-01|Overdue|10184.64
631|INV-2025-00631|24|2025-10-29|2026-01-27|Paid|15022.37
632|INV-2026-00632|22|2026-01-15|2026-03-01|Paid|4333.52
633|INV-2026-00633|2|2026-03-18|2026-05-17|Paid|10268.80
634|INV-2025-00634|48|2025-09-18|2025-10-18|Paid|1017.11
635|INV-2025-00635|79|2025-10-12|2025-12-11|Overdue|15692.37
636|INV-2025-00636|66|2025-11-17|2025-12-17|Paid|1344.68
637|INV-2025-00637|61|2025-08-20|2025-09-19|Paid|6089.39
638|INV-2025-00638|37|2025-01-26|2025-02-25|Paid|9763.79
639|INV-2026-00639|67|2026-02-18|2026-04-19|Overdue|17484.47
640|INV-2026-00640|76|2026-07-15|2026-08-29|Paid|6133.32
641|INV-2025-00641|15|2025-06-18|2025-07-18|Paid|4421.00
642|INV-2026-00642|42|2026-07-25|2026-09-23|Overdue|10495.56
643|INV-2025-00643|50|2025-05-23|2025-07-07|Paid|3149.16
644|INV-2025-00644|35|2025-04-20|2025-06-04|Paid|25806.35
645|INV-2026-00645|59|2026-05-14|2026-05-28|Paid|10513.85
646|INV-2025-00646|63|2025-12-23|2026-02-06|Paid|32630.56
647|INV-2025-00647|2|2025-08-12|2025-10-11|Paid|3995.96
648|INV-2026-00648|36|2026-01-01|2026-01-15|Paid|1854.70
649|INV-2026-00649|16|2026-05-07|2026-06-06|Paid|11069.93
650|INV-2026-00650|20|2026-03-24|2026-04-23|Overdue|13569.60
651|INV-2025-00651|15|2025-05-18|2025-06-17|Paid|14973.52
652|INV-2025-00652|54|2025-03-27|2025-06-25|Paid|10604.99
653|INV-2025-00653|51|2025-04-11|2025-05-26|Paid|2232.39
654|INV-2025-00654|77|2025-07-31|2025-09-29|Paid|13630.72
655|INV-2026-00655|46|2026-08-20|2026-10-04|Paid|27819.60
656|INV-2025-00656|13|2025-04-23|2025-05-23|Paid|845.06
657|INV-2026-00657|60|2026-02-23|2026-05-24|Paid|10186.88
658|INV-2025-00658|17|2025-12-20|2026-01-19|Paid|24553.58
659|INV-2025-00659|17|2025-11-23|2025-12-23|Paid|9785.93
660|INV-2026-00660|76|2026-07-02|2026-08-16|Overdue|12656.10
661|INV-2026-00661|38|2026-07-11|2026-08-10|Paid|15477.14
662|INV-2026-00662|49|2026-07-05|2026-08-19|Paid|3146.24
663|INV-2026-00663|41|2026-07-15|2026-08-29|Paid|6422.03
664|INV-2025-00664|16|2025-04-16|2025-05-16|Paid|2535.90
665|INV-2025-00665|62|2025-12-02|2026-03-02|Paid|21851.83
666|INV-2025-00666|66|2025-04-05|2025-05-05|Paid|5228.03
667|INV-2025-00667|79|2025-04-06|2025-06-05|Paid|8531.34
668|INV-2025-00668|62|2025-03-19|2025-06-17|Overdue|5606.90
669|INV-2026-00669|6|2026-04-05|2026-07-04|Overdue|8938.42
670|INV-2026-00670|71|2026-08-20|2026-10-19|Open|4177.68
671|INV-2026-00671|60|2026-05-22|2026-08-20|Paid|6503.97
672|INV-2025-00672|17|2025-08-13|2025-09-12|Paid|14187.28
673|INV-2025-00673|6|2025-02-08|2025-05-09|Overdue|1267.46
674|INV-2025-00674|52|2025-05-20|2025-06-03|Paid|788.45
675|INV-2025-00675|13|2025-09-23|2025-10-23|Paid|16876.46
676|INV-2026-00676|32|2026-06-21|2026-07-05|Paid|2305.05
677|INV-2026-00677|11|2026-01-13|2026-02-12|Paid|18411.82
678|INV-2025-00678|67|2025-11-02|2026-01-01|Overdue|5508.36
679|INV-2025-00679|22|2025-04-19|2025-06-03|Paid|19557.21
680|INV-2026-00680|70|2026-02-16|2026-03-02|Paid|5222.97
681|INV-2026-00681|9|2026-07-27|2026-08-26|Paid|2376.75
682|INV-2025-00682|65|2025-02-04|2025-04-05|Paid|17348.22
683|INV-2025-00683|43|2025-03-18|2025-05-17|Paid|15243.83
684|INV-2025-00684|58|2025-10-03|2025-11-02|Paid|2629.02
685|INV-2025-00685|40|2025-05-29|2025-07-13|Paid|341.80
686|INV-2026-00686|54|2026-06-02|2026-08-31|Paid|9860.91
687|INV-2025-00687|69|2025-02-06|2025-02-20|Overdue|16498.21
688|INV-2026-00688|39|2026-07-27|2026-09-10|Overdue|13843.61
689|INV-2025-00689|34|2025-08-23|2025-10-07|Paid|37188.06
690|INV-2026-00690|72|2026-08-22|2026-09-21|Overdue|7707.87
691|INV-2025-00691|27|2025-08-04|2025-09-18|Paid|898.37
692|INV-2026-00692|77|2026-07-22|2026-09-20|Paid|9068.91
693|INV-2025-00693|62|2025-12-14|2026-03-14|Overdue|15797.45
694|INV-2026-00694|61|2026-07-31|2026-08-30|Paid|6133.85
695|INV-2025-00695|47|2025-11-28|2026-01-27|Paid|9268.33
696|INV-2025-00696|53|2025-02-20|2025-05-21|Paid|2894.74
697|INV-2026-00697|4|2026-05-21|2026-07-05|Paid|14061.45
698|INV-2025-00698|78|2025-03-03|2025-04-17|Paid|2394.86
699|INV-2026-00699|15|2026-08-27|2026-09-26|Paid|13615.45
700|INV-2026-00700|64|2026-01-14|2026-02-13|Paid|4385.40
701|INV-2025-00701|19|2025-03-02|2025-04-01|Overdue|5516.58
702|INV-2025-00702|15|2025-02-22|2025-03-24|Paid|41540.70
703|INV-2026-00703|33|2026-05-07|2026-07-06|Paid|1955.36
704|INV-2026-00704|3|2026-07-01|2026-07-31|Paid|11437.45
705|INV-2026-00705|16|2026-01-06|2026-02-05|Paid|16257.72
706|INV-2025-00706|31|2025-03-31|2025-04-30|Paid|2908.14
707|INV-2026-00707|67|2026-01-16|2026-03-17|Paid|1211.69
708|INV-2025-00708|46|2025-10-22|2025-12-06|Paid|11741.28
709|INV-2025-00709|51|2025-04-16|2025-05-31|Paid|2231.24
710|INV-2025-00710|16|2025-03-29|2025-04-28|Paid|17308.88
711|INV-2026-00711|1|2026-08-13|2026-10-12|Paid|1390.20
712|INV-2026-00712|73|2026-02-09|2026-03-11|Overdue|10603.93
713|INV-2026-00713|74|2026-07-27|2026-10-25|Paid|6559.22
714|INV-2026-00714|1|2026-05-11|2026-07-10|Paid|7886.19
715|INV-2025-00715|11|2025-10-12|2025-11-11|Paid|9377.95
716|INV-2025-00716|14|2025-08-22|2025-10-21|Paid|12235.41
717|INV-2025-00717|77|2025-08-13|2025-10-12|Paid|5656.19
718|INV-2025-00718|20|2025-07-23|2025-08-22|Paid|8322.90
719|INV-2026-00719|9|2026-03-06|2026-04-05|Paid|13848.22
720|INV-2026-00720|78|2026-02-21|2026-04-07|Paid|22528.55
721|INV-2026-00721|27|2026-01-05|2026-02-19|Paid|1796.45
722|INV-2026-00722|34|2026-07-23|2026-09-06|Paid|1081.35
723|INV-2025-00723|73|2025-02-27|2025-03-29|Overdue|5118.92
724|INV-2026-00724|6|2026-03-27|2026-06-25|Paid|1813.56
725|INV-2026-00725|70|2026-05-07|2026-05-21|Paid|2455.92
726|INV-2025-00726|23|2025-11-24|2025-12-24|Paid|6239.76
727|INV-2025-00727|31|2025-07-05|2025-08-04|Paid|32673.04
728|INV-2026-00728|9|2026-07-20|2026-08-19|Paid|16999.54
729|INV-2025-00729|67|2025-11-05|2026-01-04|Overdue|3327.64
730|INV-2025-00730|34|2025-10-26|2025-12-10|Paid|2864.61
731|INV-2026-00731|47|2026-09-21|2026-11-20|Paid|20598.40
732|INV-2025-00732|59|2025-01-09|2025-01-23|Paid|9376.16
733|INV-2025-00733|32|2025-03-02|2025-03-16|Paid|2741.10
734|INV-2025-00734|13|2025-12-13|2026-01-12|Paid|16619.99
735|INV-2025-00735|80|2025-08-14|2025-09-13|Paid|1839.97
736|INV-2025-00736|43|2025-01-26|2025-03-27|Paid|39384.48
737|INV-2026-00737|14|2026-02-07|2026-04-08|Paid|1370.44
738|INV-2025-00738|43|2025-08-17|2025-10-16|Overdue|2985.55
739|INV-2026-00739|42|2026-09-13|2026-11-12|Open|9758.33
740|INV-2026-00740|79|2026-03-30|2026-05-29|Overdue|13213.49
741|INV-2025-00741|73|2025-09-05|2025-10-05|Overdue|8300.11
742|INV-2025-00742|18|2025-01-03|2025-03-04|Paid|2259.35
743|INV-2025-00743|5|2025-10-25|2025-11-08|Paid|16491.47
744|INV-2026-00744|51|2026-02-01|2026-03-18|Paid|15199.25
745|INV-2025-00745|3|2025-11-15|2025-12-15|Paid|3844.40
746|INV-2025-00746|61|2025-06-17|2025-07-17|Paid|2711.91
747|INV-2026-00747|38|2026-04-15|2026-05-15|Paid|8524.39
748|INV-2025-00748|46|2025-11-14|2025-12-29|Paid|5315.67
749|INV-2025-00749|7|2025-11-10|2025-12-25|Paid|3323.70
750|INV-2026-00750|44|2026-08-05|2026-09-04|Paid|4228.25
751|INV-2026-00751|46|2026-06-10|2026-07-25|Paid|3848.62
752|INV-2026-00752|78|2026-05-30|2026-07-14|Paid|6314.31
753|INV-2025-00753|20|2025-09-24|2025-10-24|Paid|28557.86
754|INV-2026-00754|46|2026-06-25|2026-08-09|Paid|3388.80
755|INV-2025-00755|33|2025-04-20|2025-06-19|Paid|22278.06
756|INV-2026-00756|61|2026-03-23|2026-04-22|Paid|1910.79
757|INV-2026-00757|66|2026-02-26|2026-03-28|Paid|13389.15
758|INV-2026-00758|66|2026-09-18|2026-10-18|Paid|7158.78
759|INV-2026-00759|64|2026-06-16|2026-07-16|Paid|35924.37
760|INV-2026-00760|36|2026-06-11|2026-06-25|Paid|11085.14
761|INV-2025-00761|65|2025-08-06|2025-10-05|Paid|7522.83
762|INV-2025-00762|59|2025-03-21|2025-04-04|Paid|1221.92
763|INV-2026-00763|5|2026-05-03|2026-05-17|Paid|16202.30
764|INV-2025-00764|39|2025-08-31|2025-10-15|Overdue|22364.10
765|INV-2025-00765|20|2025-07-31|2025-08-30|Paid|2018.24
766|INV-2026-00766|63|2026-02-12|2026-03-29|Paid|472.74
767|INV-2025-00767|30|2025-09-25|2025-11-24|Overdue|4316.09
768|INV-2026-00768|23|2026-05-19|2026-06-18|Paid|909.26
769|INV-2026-00769|68|2026-07-23|2026-09-21|Paid|10893.19
770|INV-2026-00770|73|2026-02-20|2026-03-22|Overdue|7248.90
771|INV-2026-00771|76|2026-06-10|2026-07-25|Overdue|7367.04
