order_id|customer_id|order_date|status|channel|shipping_fee
574|227|2026-05-03|Delivered|Web|4.99
575|366|2026-08-01|Cancelled|Web|0.00
576|78|2025-09-17|Delivered|Web|4.99
577|66|2025-12-04|Cancelled|Web|4.99
578|67|2026-03-09|Delivered|Web|6.99
579|319|2026-09-02|Delivered|Web|9.99
580|257|2026-08-07|Delivered|Mobile App|6.99
581|291|2025-11-12|Delivered|Web|9.99
582||2026-06-12|Cancelled|Web|6.99
583|47|2025-01-29|Delivered|Phone|2.99
584||2026-04-19|Delivered|Mobile App|2.99
585|110|2026-05-10|Delivered|Marketplace|2.99
586|370|2025-11-30|Delivered|Phone|0.00
587|300|2026-06-12|Delivered|Mobile App|9.99
588|253|2026-01-14|Delivered|Mobile App|4.99
589|198|2025-10-14|Delivered|Web|4.99
590||2026-01-06|Delivered|Web|6.99
591|387|2025-06-18|Delivered|Web|6.99
592|117|2026-02-18|Returned|Web|6.99
593|47|2026-03-26|Delivered|Marketplace|14.99
594|180|2025-10-13|Delivered|Mobile App|2.99
595|110|2026-01-02|Delivered|Mobile App|4.99
596|306|2025-04-29|Returned|Web|6.99
597|70|2025-11-08|Shipped|Marketplace|9.99
598|347|2026-07-07|Delivered|Phone|6.99
599|277|2026-07-10|Delivered|Web|2.99
600|192|2026-08-20|Delivered|Web|4.99
601||2026-03-31|Shipped|Mobile App|0.00
602|194|2026-03-22|Shipped|Phone|2.99
603|309|2026-03-10|Cancelled|Mobile App|4.99
604|126|2025-05-30|Delivered|Web|0.00
605|337|2026-03-26|Returned|Mobile App|2.99
606|374|2026-06-24|Delivered|Mobile App|4.99
607|309|2025-11-01|Delivered|Web|9.99
608||2026-05-25|Delivered|Web|9.99
609|279|2026-05-09|Delivered|Marketplace|6.99
610|264|2025-03-05|Cancelled|Marketplace|0.00
611|290|2026-05-06|Delivered|Mobile App|6.99
612|171|2025-09-25|Shipped|Web|2.99
613|179|2025-07-02|Delivered|Phone|14.99
614|264|2026-01-11|Delivered|Web|0.00
615|198|2026-09-19|Delivered|Web|6.99
616|189|2026-02-25|Delivered|Mobile App|2.99
617|254|2026-04-18|Returned|Web|0.00
618|352|2025-03-17|Delivered|Web|0.00
619|57|2025-09-14|Delivered|Web|14.99
620|377|2026-03-25|Delivered|Marketplace|0.00
621|110|2025-03-16|Shipped|Mobile App|6.99
622|233|2025-06-28|Delivered|Web|9.99
623|196|2025-05-04|Delivered|Web|4.99
624|160|2026-08-29|Returned|Web|2.99
625|253|2026-01-05|Delivered|Mobile App|9.99
626|110|2026-07-20|Cancelled|Web|6.99
627|47|2026-08-06|Delivered|Mobile App|0.00
628|345|2026-05-17|Delivered|Phone|0.00
629|257|2025-11-23|Delivered|Web|2.99
630|215|2025-04-15|Delivered|Web|2.99
631|263|2025-09-25|Delivered|Mobile App|6.99
632|299|2026-02-22|Delivered|Web|2.99
633|338|2025-06-18|Returned|Web|0.00
634|196|2025-10-05|Delivered|Web|6.99
635|105|2026-04-10|Delivered|Mobile App|9.99
636|147|2025-09-30|Delivered|Marketplace|2.99
637|117|2025-03-14|Delivered|Marketplace|2.99
638|262|2026-05-20|Delivered|Mobile App|0.00
639||2026-08-27|Delivered|Mobile App|2.99
640|171|2025-10-31|Delivered|Marketplace|4.99
641|110|2025-09-27|Delivered|Web|6.99
642|254|2025-02-05|Delivered|Mobile App|4.99
643|203|2025-03-04|Delivered|Mobile App|6.99
644||2025-11-19|Delivered|Web|4.99
645|387|2025-05-26|Cancelled|Web|6.99
646|110|2025-07-13|Delivered|Marketplace|6.99
647|324|2025-04-05|Cancelled|Web|6.99
648|145|2025-11-30|Delivered|Marketplace|6.99
649|24|2025-06-15|Delivered|Web|0.00
650|241|2026-05-03|Delivered|Phone|2.99
651|55|2026-04-24|Delivered|Web|2.99
652|373|2025-05-26|Delivered|Web|14.99
653|387|2025-09-21|Delivered|Web|0.00
654||2026-03-31|Delivered|Marketplace|2.99
655|29|2025-09-18|Cancelled|Phone|0.00
656||2025-10-05|Delivered|Web|2.99
657|17|2025-05-28|Delivered|Phone|4.99
658|400|2025-11-09|Shipped|Mobile App|9.99
659|110|2025-05-18|Delivered|Mobile App|0.00
660|197|2026-08-16|Returned|Mobile App|4.99
661|328|2026-09-29|Shipped|Phone|6.99
662||2026-01-26|Delivered|Marketplace|6.99
663|179|2025-10-20|Cancelled|Mobile App|0.00
664|347|2025-12-10|Delivered|Web|4.99
665|396|2025-08-09|Delivered|Web|2.99
666|93|2025-10-03|Delivered|Mobile App|0.00
667|66|2025-07-12|Delivered|Mobile App|9.99
668|335|2025-02-18|Returned|Web|0.00
669|223|2025-09-13|Delivered|Web|14.99
670||2025-02-05|Delivered|Mobile App|2.99
671|17|2026-04-29|Delivered|Mobile App|6.99
672|322|2026-06-27|Delivered|Phone|2.99
673|193|2025-03-12|Delivered|Web|9.99
674|103|2026-06-08|Cancelled|Marketplace|2.99
675|317|2026-08-29|Shipped|Marketplace|2.99
676|387|2025-02-09|Delivered|Web|0.00
677|268|2025-12-30|Delivered|Web|9.99
678|117|2026-07-04|Shipped|Marketplace|6.99
679|63|2026-08-22|Shipped|Mobile App|4.99
680|9|2025-02-01|Delivered|Web|4.99
681|233|2025-06-21|Delivered|Mobile App|6.99
682|2|2025-02-08|Delivered|Mobile App|4.99
683|219|2026-08-29|Delivered|Web|6.99
684|10|2026-07-06|Delivered|Web|2.99
685|67|2026-04-11|Delivered|Mobile App|0.00
686|98|2025-12-29|Delivered|Web|2.99
687|219|2026-04-29|Shipped|Web|14.99
688|277|2026-06-30|Delivered|Mobile App|0.00
689|338|2026-02-02|Shipped|Phone|4.99
690|265|2026-02-24|Cancelled|Web|0.00
691|369|2025-05-10|Cancelled|Mobile App|2.99
692|180|2026-08-18|Delivered|Marketplace|9.99
693|110|2025-03-01|Delivered|Mobile App|2.99
694|308|2025-04-05|Delivered|Mobile App|0.00
695|257|2026-05-10|Delivered|Marketplace|9.99
696|154|2025-01-09|Returned|Web|4.99
697|26|2026-02-06|Cancelled|Marketplace|9.99
698|110|2025-11-02|Delivered|Web|6.99
699|110|2025-12-14|Delivered|Mobile App|6.99
700|110|2026-04-04|Returned|Marketplace|6.99
701|103|2025-03-13|Delivered|Web|4.99
702|294|2026-03-02|Delivered|Marketplace|0.00
703|387|2026-01-10|Delivered|Web|6.99
704|387|2025-12-19|Returned|Mobile App|0.00
705|143|2026-09-04|Delivered|Web|2.99
706|393|2025-07-08|Delivered|Mobile App|4.99
707|309|2025-11-08|Cancelled|Mobile App|2.99
708|193|2025-09-11|Delivered|Mobile App|14.99
709|387|2025-02-10|Delivered|Web|9.99
710|147|2025-03-31|Cancelled|Mobile App|0.00
711|309|2026-08-19|Delivered|Marketplace|2.99
712|387|2026-07-22|Cancelled|Web|4.99
713|268|2025-03-08|Delivered|Web|14.99
714|87|2026-03-17|Delivered|Marketplace|6.99
715||2025-05-31|Returned|Marketplace|0.00
716|117|2026-07-01|Shipped|Web|0.00
717|327|2026-06-26|Delivered|Web|2.99
718|62|2026-09-25|Processing|Web|2.99
719||2026-01-23|Delivered|Web|2.99
720|86|2026-03-07|Delivered|Web|0.00
721|189|2026-09-14|Cancelled|Web|9.99
722|321|2025-10-09|Delivered|Web|2.99
723|81|2025-07-10|Delivered|Marketplace|0.00
724|379|2026-05-21|Delivered|Phone|0.00
725|247|2026-07-08|Cancelled|Mobile App|0.00
726|88|2025-12-28|Delivered|Phone|6.99
727|309|2026-02-14|Delivered|Web|4.99
728|115|2025-08-23|Delivered|Web|6.99
729|315|2025-06-06|Delivered|Web|2.99
730|110|2025-03-18|Delivered|Web|2.99
731|352|2025-02-27|Delivered|Phone|14.99
732|351|2026-09-06|Returned|Web|9.99
733|309|2026-06-28|Delivered|Marketplace|2.99
734|339|2025-05-28|Delivered|Web|4.99
735|59|2026-08-03|Delivered|Web|6.99
736|171|2026-03-19|Delivered|Marketplace|0.00
737|387|2025-06-04|Delivered|Web|4.99
738|298|2026-09-21|Delivered|Web|6.99
739|216|2025-03-21|Delivered|Mobile App|9.99
740|117|2026-04-20|Delivered|Mobile App|2.99
741|398|2025-07-02|Delivered|Web|6.99
742||2025-06-07|Cancelled|Phone|2.99
743|340|2025-10-15|Shipped|Web|4.99
744|288|2025-09-15|Delivered|Web|0.00
745|34|2026-03-14|Delivered|Web|2.99
746|393|2025-06-28|Delivered|Web|0.00
747|372|2026-07-26|Cancelled|Mobile App|0.00
748||2026-07-24|Delivered|Marketplace|14.99
749|357|2026-07-28|Cancelled|Web|0.00
750||2026-05-04|Returned|Web|6.99
751|88|2026-07-17|Delivered|Web|6.99
752|204|2025-07-09|Shipped|Mobile App|4.99
753|110|2026-09-06|Delivered|Web|2.99
754|145|2026-05-07|Delivered|Web|4.99
755||2026-05-21|Delivered|Web|4.99
756|2|2025-09-26|Delivered|Phone|4.99
757|83|2025-07-12|Delivered|Web|14.99
758|15|2026-07-12|Delivered|Mobile App|0.00
759|123|2026-07-27|Cancelled|Phone|2.99
760|294|2025-10-11|Delivered|Web|4.99
761|223|2025-07-13|Delivered|Web|14.99
762|103|2025-11-29|Shipped|Mobile App|0.00
763|248|2025-09-16|Cancelled|Web|4.99
764|310|2026-06-11|Delivered|Marketplace|2.99
765|25|2025-06-20|Cancelled|Web|6.99
766|117|2025-10-03|Delivered|Web|4.99
767|248|2025-08-31|Delivered|Web|2.99
768|62|2026-05-09|Delivered|Web|6.99
769|14|2026-03-23|Delivered|Web|2.99
770||2026-04-02|Delivered|Web|9.99
771||2025-07-16|Delivered|Mobile App|6.99
772|67|2025-11-02|Delivered|Mobile App|2.99
773|105|2025-02-23|Delivered|Mobile App|4.99
774|192|2026-04-27|Delivered|Mobile App|4.99
775|309|2025-08-22|Delivered|Web|6.99
776|110|2025-10-27|Delivered|Web|6.99
777|311|2026-06-06|Delivered|Web|0.00
778|309|2025-02-12|Delivered|Phone|9.99
779|264|2025-03-15|Delivered|Mobile App|0.00
780|79|2025-01-24|Returned|Mobile App|6.99
781|339|2026-01-13|Delivered|Web|9.99
782|394|2025-12-25|Delivered|Mobile App|6.99
783|110|2026-08-10|Delivered|Web|2.99
784|64|2025-08-01|Cancelled|Web|4.99
785|264|2025-05-11|Delivered|Marketplace|6.99
786|288|2026-07-10|Delivered|Marketplace|4.99
787|299|2025-08-05|Delivered|Mobile App|2.99
788|182|2025-10-08|Delivered|Web|2.99
789|156|2026-07-29|Delivered|Web|6.99
790|132|2025-05-16|Delivered|Mobile App|4.99
791|322|2025-06-16|Delivered|Marketplace|0.00
792||2025-12-24|Cancelled|Web|6.99
793|105|2025-10-11|Delivered|Web|2.99
794|117|2025-03-26|Delivered|Web|6.99
795|206|2025-05-27|Delivered|Web|0.00
796|344|2025-12-07|Delivered|Phone|6.99
797|390|2025-10-22|Shipped|Marketplace|0.00
798||2025-01-27|Delivered|Mobile App|14.99
799|347|2025-09-11|Delivered|Web|2.99
800|123|2026-01-15|Delivered|Web|2.99
801|281|2025-12-13|Delivered|Mobile App|6.99
802|264|2025-12-17|Delivered|Web|0.00
803|264|2025-03-30|Cancelled|Web|2.99
804|147|2026-02-19|Shipped|Marketplace|2.99
805|163|2026-04-01|Delivered|Web|14.99
806|254|2026-07-02|Delivered|Marketplace|4.99
807|215|2026-05-18|Delivered|Web|2.99
808|337|2025-03-16|Delivered|Web|6.99
809|366|2026-05-26|Returned|Mobile App|2.99
810|76|2025-09-28|Shipped|Mobile App|6.99
811|145|2025-08-02|Delivered|Mobile App|0.00
812|356|2025-12-17|Delivered|Web|0.00
813||2026-08-30|Returned|Web|2.99
814|117|2025-09-30|Cancelled|Marketplace|6.99
815|88|2026-09-04|Delivered|Marketplace|2.99
816|288|2026-05-28|Shipped|Web|6.99
817|319|2025-09-08|Delivered|Web|0.00
818|223|2026-06-20|Delivered|Web|6.99
819|47|2026-02-22|Delivered|Web|4.99
820|46|2025-05-15|Delivered|Mobile App|4.99
821|264|2025-12-11|Delivered|Mobile App|4.99
822|154|2025-07-30|Delivered|Web|14.99
823|341|2026-05-18|Delivered|Mobile App|2.99
824|286|2026-09-09|Shipped|Marketplace|6.99
825|159|2026-01-01|Delivered|Web|9.99
826|63|2025-03-17|Cancelled|Web|14.99
827|395|2025-05-18|Delivered|Marketplace|4.99
828|110|2025-05-12|Delivered|Web|4.99
829|189|2025-03-08|Delivered|Web|0.00
830|250|2026-08-16|Delivered|Web|4.99
831|383|2026-02-16|Delivered|Web|2.99
832|349|2026-01-11|Delivered|Mobile App|2.99
833|165|2026-04-30|Returned|Web|6.99
834|122|2026-07-01|Delivered|Web|0.00
835|347|2025-02-12|Shipped|Web|4.99
836|229|2025-10-04|Delivered|Web|4.99
837|47|2025-07-27|Delivered|Web|0.00
838|277|2025-04-11|Delivered|Mobile App|4.99
839|270|2025-01-11|Delivered|Web|4.99
840|317|2026-03-03|Delivered|Mobile App|4.99
841|149|2025-02-17|Delivered|Phone|0.00
842|376|2026-02-19|Delivered|Mobile App|4.99
843|389|2026-07-13|Delivered|Phone|14.99
844|253|2025-12-29|Delivered|Mobile App|4.99
845|91|2025-09-15|Cancelled|Web|0.00
846|103|2025-11-05|Delivered|Web|6.99
847|32|2025-11-07|Delivered|Mobile App|6.99
848|86|2026-02-08|Delivered|Marketplace|0.00
849|14|2025-12-31|Shipped|Mobile App|4.99
850|110|2025-11-07|Delivered|Web|6.99
851|110|2025-07-19|Delivered|Web|6.99
852|250|2025-07-09|Delivered|Web|6.99
853|78|2026-07-20|Delivered|Web|0.00
854||2025-11-30|Delivered|Web|4.99
855|131|2025-01-19|Delivered|Marketplace|6.99
856|110|2026-08-30|Returned|Web|6.99
857|199|2026-08-24|Delivered|Web|4.99
858|8|2025-12-20|Returned|Mobile App|6.99
859|20|2026-04-17|Delivered|Web|6.99
860|263|2025-08-25|Returned|Web|0.00
861|42|2026-09-16|Shipped|Mobile App|0.00
862|175|2026-03-21|Shipped|Mobile App|9.99
863|264|2025-11-02|Delivered|Web|2.99
864|358|2026-06-10|Cancelled|Web|4.99
865|354|2026-09-09|Cancelled|Web|2.99
866|316|2026-06-05|Cancelled|Marketplace|2.99
867|110|2026-09-14|Shipped|Web|4.99
868|9|2025-12-30|Cancelled|Mobile App|2.99
869|264|2026-06-30|Delivered|Phone|2.99
870|6|2025-03-14|Delivered|Mobile App|6.99
871||2026-03-09|Cancelled|Mobile App|2.99
872|87|2025-12-01|Delivered|Mobile App|4.99
873|110|2026-06-06|Delivered|Marketplace|9.99
874|134|2025-03-12|Returned|Mobile App|9.99
875|213|2025-03-25|Delivered|Phone|2.99
876|270|2026-04-07|Returned|Web|4.99
877|355|2026-07-15|Shipped|Mobile App|0.00
878||2026-05-16|Delivered|Marketplace|2.99
879||2026-07-30|Delivered|Mobile App|4.99
880|67|2025-11-04|Delivered|Mobile App|14.99
881|264|2025-11-06|Delivered|Web|14.99
882|309|2025-10-26|Delivered|Marketplace|6.99
883|293|2025-07-31|Delivered|Web|6.99
884|119|2025-01-25|Delivered|Web|9.99
885|309|2026-05-03|Cancelled|Web|4.99
886|105|2026-07-14|Delivered|Web|0.00
887|57|2026-07-04|Delivered|Mobile App|2.99
888|212|2025-05-14|Delivered|Web|4.99
889|88|2025-07-02|Delivered|Mobile App|4.99
890|131|2025-01-27|Cancelled|Web|0.00
891|159|2026-06-08|Delivered|Marketplace|4.99
892|110|2026-01-10|Delivered|Web|4.99
893|387|2026-05-20|Delivered|Web|9.99
894|105|2025-08-28|Shipped|Web|6.99
895|295|2026-01-16|Delivered|Web|2.99
896|130|2026-01-05|Delivered|Web|2.99
897|167|2026-01-22|Delivered|Web|0.00
898|294|2025-09-19|Delivered|Marketplace|6.99
899||2025-12-11|Delivered|Mobile App|14.99
900|125|2026-07-07|Delivered|Mobile App|0.00
901|41|2026-09-17|Shipped|Marketplace|4.99
902|330|2026-08-01|Cancelled|Mobile App|6.99
903|240|2026-09-12|Delivered|Marketplace|6.99
904|340|2026-05-21|Delivered|Web|6.99
905|171|2025-06-05|Delivered|Web|9.99
906|125|2025-12-21|Delivered|Web|2.99
907||2026-09-29|Processing|Mobile App|14.99
908|223|2026-01-01|Delivered|Mobile App|4.99
909|13|2025-11-19|Returned|Web|14.99
910||2026-01-03|Delivered|Web|9.99
911|225|2026-05-06|Returned|Web|0.00
912|393|2025-11-14|Returned|Marketplace|4.99
913|381|2025-07-09|Delivered|Web|4.99
914|41|2026-03-14|Delivered|Web|0.00
915|168|2026-08-30|Delivered|Phone|9.99
916|394|2025-12-16|Delivered|Web|2.99
917||2025-03-10|Delivered|Mobile App|0.00
918|110|2026-05-19|Delivered|Web|0.00
919|165|2025-05-16|Delivered|Mobile App|0.00
920|214|2025-12-14|Delivered|Web|14.99
921|91|2025-01-31|Delivered|Web|6.99
922||2025-01-06|Returned|Mobile App|2.99
923|121|2025-04-27|Cancelled|Web|2.99
924|79|2025-02-12|Cancelled|Mobile App|4.99
925|111|2025-05-05|Delivered|Mobile App|0.00
926|159|2026-03-09|Returned|Web|4.99
927|335|2026-06-08|Delivered|Web|2.99
928||2025-11-08|Delivered|Mobile App|14.99
929|93|2026-09-09|Delivered|Web|9.99
930|192|2025-04-08|Delivered|Web|14.99
931|317|2026-02-12|Shipped|Web|6.99
932|110|2026-05-28|Cancelled|Web|2.99
933|181|2025-03-23|Delivered|Web|6.99
934|10|2026-05-03|Delivered|Web|6.99
935|241|2026-05-13|Delivered|Phone|0.00
936|152|2026-05-25|Returned|Web|2.99
937|374|2026-08-16|Cancelled|Web|0.00
938|356|2026-09-08|Delivered|Marketplace|2.99
939|349|2025-03-13|Cancelled|Web|2.99
940|95|2026-05-30|Delivered|Marketplace|4.99
941|319|2026-03-15|Shipped|Marketplace|6.99
942|246|2026-07-28|Shipped|Phone|2.99
943|179|2026-07-10|Delivered|Web|2.99
944|95|2026-07-05|Shipped|Web|2.99
945|12|2025-08-23|Delivered|Web|2.99
946|110|2025-06-21|Delivered|Mobile App|0.00
947|110|2026-08-08|Cancelled|Web|4.99
948|370|2025-05-25|Delivered|Marketplace|9.99
949|154|2026-01-08|Delivered|Web|2.99
950|110|2026-03-15|Delivered|Marketplace|0.00
951|309|2025-03-16|Delivered|Marketplace|14.99
952|159|2025-04-21|Cancelled|Mobile App|2.99
953|352|2026-07-01|Delivered|Web|6.99
954||2026-02-28|Delivered|Mobile App|2.99
955|220|2025-05-20|Delivered|Web|9.99
956|67|2025-06-26|Delivered|Web|2.99
957|280|2026-01-20|Delivered|Web|6.99
958|280|2026-03-17|Delivered|Marketplace|4.99
959|47|2026-04-02|Delivered|Web|2.99
960|378|2026-02-11|Delivered|Web|9.99
961|309|2025-12-02|Cancelled|Web|6.99
962|110|2026-03-17|Delivered|Web|9.99
963||2025-02-16|Delivered|Mobile App|2.99
964|223|2026-07-25|Delivered|Mobile App|9.99
965|213|2025-09-11|Delivered|Web|4.99
966|194|2025-09-19|Cancelled|Web|4.99
967|31|2025-11-03|Delivered|Web|6.99
968|64|2025-07-31|Delivered|Web|9.99
969|229|2025-03-12|Delivered|Web|9.99
970|215|2025-11-30|Delivered|Web|4.99
971|171|2025-05-23|Delivered|Web|0.00
972|309|2026-09-15|Delivered|Marketplace|0.00
973|335|2025-04-28|Returned|Phone|2.99
974|110|2026-04-27|Delivered|Web|9.99
975|266|2025-11-26|Delivered|Mobile App|0.00
976|128|2025-12-02|Delivered|Web|2.99
977|97|2025-11-17|Delivered|Web|4.99
978|171|2026-07-06|Delivered|Phone|0.00
979|209|2025-07-23|Returned|Phone|0.00
980|82|2025-05-02|Delivered|Mobile App|14.99
981|233|2026-08-19|Cancelled|Mobile App|4.99
982|327|2025-06-15|Delivered|Web|6.99
983|366|2026-06-25|Delivered|Web|4.99
984|159|2026-07-21|Shipped|Web|6.99
985|137|2025-08-04|Shipped|Marketplace|2.99
986|145|2026-05-11|Delivered|Web|0.00
987|217|2026-08-01|Delivered|Mobile App|4.99
988|215|2025-10-24|Cancelled|Mobile App|4.99
989|321|2025-06-15|Delivered|Mobile App|2.99
990|134|2026-09-06|Delivered|Mobile App|0.00
991|110|2026-09-11|Delivered|Web|9.99
992|65|2026-09-25|Shipped|Web|6.99
993|223|2026-09-14|Processing|Marketplace|4.99
994|347|2026-06-28|Delivered|Web|0.00
995|167|2025-08-11|Shipped|Mobile App|4.99
996|309|2026-07-31|Delivered|Web|0.00
997|340|2025-03-11|Delivered|Marketplace|9.99
998||2026-01-01|Shipped|Mobile App|6.99
999|15|2026-09-04|Returned|Marketplace|2.99
1000|32|2025-07-21|Delivered|Marketplace|4.99
1001|44|2025-04-17|Delivered|Web|4.99
1002|309|2025-09-06|Returned|Mobile App|4.99
1003|233|2026-08-24|Delivered|Web|4.99
1004|290|2025-07-04|Returned|Web|6.99
1005|362|2025-03-19|Cancelled|Web|6.99
1006|117|2025-10-28|Shipped|Mobile App|4.99
1007|354|2026-04-22|Delivered|Web|2.99
1008|110|2026-06-12|Delivered|Mobile App|4.99
1009|110|2025-05-14|Returned|Mobile App|4.99
1010|339|2026-09-23|Cancelled|Mobile App|2.99
1011|215|2025-12-11|Delivered|Marketplace|0.00
1012|79|2025-12-05|Delivered|Mobile App|4.99
1013|298|2026-06-16|Cancelled|Mobile App|4.99
1014|290|2026-09-17|Processing|Phone|4.99
1015|212|2026-07-22|Delivered|Mobile App|6.99
1016|171|2026-01-12|Delivered|Web|4.99
1017|321|2025-11-17|Returned|Marketplace|6.99
1018|110|2026-08-06|Delivered|Marketplace|2.99
1019||2025-10-09|Returned|Mobile App|0.00
1020||2026-05-04|Cancelled|Mobile App|6.99
1021||2025-07-11|Delivered|Phone|0.00
1022|110|2025-07-29|Cancelled|Web|9.99
1023|320|2025-05-22|Delivered|Web|2.99
1024|95|2026-09-16|Delivered|Mobile App|0.00
1025|29|2025-05-03|Returned|Web|9.99
1026|309|2025-12-14|Delivered|Mobile App|0.00
1027|329|2026-01-13|Cancelled|Web|2.99
1028|294|2025-02-24|Delivered|Mobile App|6.99
1029|171|2026-06-27|Delivered|Marketplace|0.00
1030|95|2025-02-26|Delivered|Marketplace|2.99
1031|140|2026-08-28|Cancelled|Web|9.99
1032|83|2026-05-25|Shipped|Mobile App|0.00
1033|354|2026-07-07|Returned|Web|2.99
1034|48|2026-03-31|Delivered|Web|2.99
1035|12|2026-06-07|Cancelled|Web|9.99
1036|254|2026-06-12|Delivered|Mobile App|0.00
1037|343|2025-12-31|Returned|Marketplace|4.99
1038|342|2026-03-16|Returned|Phone|2.99
1039|254|2025-04-26|Cancelled|Phone|6.99
1040|159|2025-10-15|Delivered|Mobile App|4.99
1041|91|2026-07-30|Delivered|Web|0.00
1042|117|2025-04-29|Delivered|Web|2.99
1043|67|2025-10-08|Cancelled|Web|2.99
1044|114|2026-05-28|Delivered|Web|2.99
1045||2025-12-08|Delivered|Web|6.99
1046|125|2025-08-16|Delivered|Web|2.99
1047|156|2025-10-21|Delivered|Mobile App|0.00
1048|110|2026-06-04|Delivered|Marketplace|2.99
1049|293|2026-08-08|Delivered|Web|4.99
1050|123|2026-06-19|Delivered|Web|14.99
1051|362|2026-03-10|Delivered|Web|6.99
1052|117|2026-08-10|Delivered|Web|2.99
1053|309|2026-06-20|Delivered|Web|0.00
1054|168|2026-08-13|Delivered|Marketplace|6.99
1055|362|2025-02-02|Cancelled|Web|6.99
1056|355|2025-07-29|Delivered|Web|6.99
1057|302|2026-01-15|Returned|Mobile App|4.99
1058||2026-05-14|Cancelled|Web|2.99
1059|80|2025-03-08|Delivered|Mobile App|0.00
1060|110|2026-05-11|Delivered|Web|9.99
1061|110|2025-06-30|Delivered|Web|2.99
1062|171|2025-08-13|Cancelled|Phone|2.99
1063|46|2025-04-25|Delivered|Web|0.00
1064|166|2026-09-23|Shipped|Mobile App|0.00
1065|40|2025-06-06|Delivered|Marketplace|4.99
1066|96|2026-03-13|Delivered|Marketplace|4.99
1067|215|2025-08-30|Delivered|Marketplace|4.99
1068|137|2025-04-23|Delivered|Marketplace|2.99
1069|240|2025-12-20|Delivered|Mobile App|2.99
1070|266|2025-10-20|Cancelled|Phone|0.00
1071|122|2026-09-22|Delivered|Mobile App|9.99
1072|126|2026-01-27|Delivered|Marketplace|4.99
1073|47|2026-07-30|Delivered|Web|4.99
1074|107|2025-07-23|Delivered|Marketplace|0.00
1075|289|2026-04-01|Returned|Mobile App|4.99
1076|398|2026-01-16|Delivered|Web|4.99
1077|76|2026-03-29|Delivered|Mobile App|0.00
1078|171|2026-04-18|Cancelled|Web|0.00
1079|110|2025-06-09|Delivered|Mobile App|4.99
1080|96|2025-08-30|Delivered|Web|4.99
1081|347|2025-08-03|Delivered|Web|4.99
1082|257|2026-07-20|Delivered|Mobile App|4.99
1083|366|2025-12-21|Cancelled|Web|6.99
1084|87|2025-11-03|Delivered|Web|6.99
1085|288|2025-12-29|Cancelled|Web|6.99
1086|241|2026-04-07|Delivered|Mobile App|9.99
1087|137|2025-04-08|Delivered|Mobile App|4.99
1088|263|2026-03-18|Delivered|Web|9.99
1089|251|2026-04-01|Delivered|Web|2.99
1090||2025-06-03|Shipped|Web|0.00
1091|34|2025-09-07|Cancelled|Web|0.00
1092|290|2026-07-18|Delivered|Mobile App|9.99
1093||2026-05-19|Shipped|Mobile App|9.99
1094|25|2025-03-15|Shipped|Mobile App|2.99
1095|326|2025-07-06|Delivered|Marketplace|2.99
1096|285|2025-07-24|Delivered|Marketplace|4.99
1097|277|2026-03-22|Delivered|Marketplace|2.99
1098|110|2026-05-05|Shipped|Marketplace|2.99
1099||2026-02-18|Shipped|Mobile App|4.99
1100|230|2025-05-07|Delivered|Web|0.00
1101|20|2026-01-13|Delivered|Web|2.99
1102|159|2025-11-29|Shipped|Marketplace|6.99
1103|136|2026-08-14|Delivered|Web|4.99
1104|81|2025-04-25|Delivered|Mobile App|6.99
1105|87|2025-11-29|Delivered|Phone|4.99
1106|22|2025-04-19|Delivered|Marketplace|9.99
1107|175|2026-08-17|Returned|Mobile App|9.99
1108|67|2025-08-05|Delivered|Mobile App|9.99
1109|6|2026-05-22|Delivered|Web|2.99
1110|88|2026-07-17|Returned|Marketplace|2.99
1111|110|2026-01-06|Delivered|Mobile App|6.99
1112|366|2025-07-11|Returned|Web|14.99
1113|314|2026-05-13|Delivered|Mobile App|6.99
1114|63|2026-02-12|Delivered|Marketplace|4.99
1115|379|2026-03-20|Delivered|Mobile App|4.99
1116|250|2025-04-19|Delivered|Web|4.99
1117|194|2025-02-16|Returned|Web|4.99
1118|110|2025-11-09|Delivered|Web|0.00
1119|63|2026-09-19|Cancelled|Web|6.99
1120|257|2025-08-07|Cancelled|Marketplace|2.99
1121|254|2026-06-01|Delivered|Web|4.99
1122|56|2025-05-10|Delivered|Mobile App|4.99
1123|388|2026-06-24|Delivered|Mobile App|2.99
1124|232|2025-03-25|Returned|Web|6.99
1125|235|2025-08-02|Delivered|Web|4.99
1126|171|2026-06-11|Delivered|Mobile App|2.99
1127|110|2026-06-30|Delivered|Web|4.99
1128|1|2025-07-24|Delivered|Web|0.00
1129|397|2026-05-19|Delivered|Web|6.99
1130|246|2025-09-18|Delivered|Web|2.99
1131|158|2026-03-27|Delivered|Marketplace|2.99
1132|49|2025-04-11|Delivered|Marketplace|4.99
1133|375|2025-05-05|Delivered|Mobile App|6.99
1134|161|2026-03-05|Delivered|Mobile App|9.99
1135|271|2025-05-21|Delivered|Marketplace|9.99
1136|194|2026-05-12|Delivered|Web|9.99
1137|120|2026-06-22|Delivered|Mobile App|6.99
1138|110|2026-08-26|Delivered|Mobile App|2.99
1139|267|2026-09-06|Cancelled|Web|2.99
1140|260|2025-09-28|Delivered|Mobile App|0.00
1141|222|2026-05-25|Cancelled|Mobile App|0.00
1142|286|2025-08-23|Delivered|Mobile App|6.99
1143|215|2025-02-07|Delivered|Phone|0.00
