payment_id|invoice_id|paid_date|method|amount
587|338|2025-10-09|Direct Debit|1728.46
588|1125|2025-10-09|Direct Debit|10733.60
589|232|2025-10-11|Direct Debit|3329.90
590|1349|2025-10-11|Bank Transfer|2327.14
591|1510|2025-10-11|Bank Transfer|4574.43
592|1666|2025-10-11|Bank Transfer|8761.90
593|62|2025-10-12|Direct Debit|2504.10
594|1366|2025-10-13|Direct Debit|4822.46
595|1520|2025-10-13|Bank Transfer|1909.02
596|716|2025-10-14|Bank Transfer|12235.41
597|1067|2025-10-14|Bank Transfer|4288.90
598|1385|2025-10-14|Bank Transfer|5932.81
599|1297|2025-10-15|Credit Card|11827.25
600|1298|2025-10-15|Direct Debit|7521.45
601|1043|2025-10-16|Credit Card|16279.19
602|521|2025-10-17|Bank Transfer|3512.10
603|829|2025-10-17|Bank Transfer|669.25
604|563|2025-10-18|Bank Transfer|11714.43
605|1254|2025-10-18|Bank Transfer|6869.00
606|1748|2025-10-18|Direct Debit|4771.50
607|148|2025-10-19|Direct Debit|9725.09
608|1408|2025-10-20|Bank Transfer|6693.77
609|1379|2025-10-22|Bank Transfer|5942.49
610|30|2025-10-23|Bank Transfer|4459.74
611|331|2025-10-23|Bank Transfer|3933.89
612|871|2025-10-23|Credit Card|11275.13
613|202|2025-10-24|Direct Debit|5871.02
614|596|2025-10-24|Direct Debit|2300.57
615|1206|2025-10-24|Direct Debit|1083.13
616|1778|2025-10-24|Direct Debit|11713.13
617|1957|2025-10-24|Bank Transfer|7733.10
618|975|2025-10-25|Bank Transfer|1032.55
619|1269|2025-10-25|Credit Card|3087.07
620|1459|2025-10-25|Bank Transfer|2643.51
621|1634|2025-10-25|Bank Transfer|12419.81
622|1286|2025-10-26|Direct Debit|18847.78
623|1362|2025-10-26|Credit Card|13823.87
624|440|2025-10-27|Direct Debit|5906.89
625|1847|2025-10-27|Bank Transfer|8360.10
626|1731|2025-10-28|Direct Debit|3596.89
627|715|2025-10-29|Direct Debit|9377.95
628|46|2025-10-30|Bank Transfer|16377.24
629|371|2025-10-30|Credit Card|13868.58
630|761|2025-10-30|Direct Debit|7522.83
631|805|2025-10-30|Direct Debit|4692.01
632|906|2025-10-30|Direct Debit|13302.03
633|868|2025-10-31|Bank Transfer|20502.70
634|1092|2025-10-31|Bank Transfer|18119.49
635|1262|2025-10-31|Bank Transfer|5017.31
636|1326|2025-10-31|Credit Card|11108.25
637|1463|2025-10-31|Direct Debit|6478.95
638|1902|2025-10-31|Direct Debit|6268.41
639|616|2025-11-01|Credit Card|1769.22
640|1152|2025-11-01|Bank Transfer|6560.63
641|1708|2025-11-02|Bank Transfer|8151.86
642|684|2025-11-03|Bank Transfer|2629.02
643|799|2025-11-03|Direct Debit|21255.25
644|1261|2025-11-03|Bank Transfer|10589.16
645|1602|2025-11-03|Bank Transfer|4592.01
646|1661|2025-11-03|Direct Debit|1325.93
647|1733|2025-11-03|Bank Transfer|2485.99
648|879|2025-11-04|Direct Debit|3701.68
649|1482|2025-11-04|Direct Debit|4125.20
650|1881|2025-11-04|Bank Transfer|3377.88
651|1914|2025-11-04|Bank Transfer|4338.15
652|743|2025-11-05|Bank Transfer|16491.47
653|1201|2025-11-05|Bank Transfer|1155.98
654|1666|2025-11-05|Bank Transfer|13142.86
655|811|2025-11-06|Credit Card|3048.86
656|1054|2025-11-06|Bank Transfer|14613.48
657|1173|2025-11-06|Bank Transfer|10641.96
658|1388|2025-11-06|Bank Transfer|15952.11
659|1099|2025-11-07|Bank Transfer|5626.30
660|1381|2025-11-07|Credit Card|13068.04
661|1939|2025-11-07|Check|8464.71
662|1632|2025-11-08|Credit Card|9350.65
663|1921|2025-11-08|Credit Card|11410.91
664|396|2025-11-09|Direct Debit|22706.42
665|416|2025-11-09|Bank Transfer|9471.79
666|985|2025-11-09|Check|42285.54
667|1080|2025-11-09|Bank Transfer|10517.00
668|1883|2025-11-09|Bank Transfer|5406.86
669|559|2025-11-10|Bank Transfer|34129.43
670|218|2025-11-11|Direct Debit|8012.04
671|364|2025-11-11|Bank Transfer|5439.34
672|1392|2025-11-11|Bank Transfer|11636.51
673|85|2025-11-12|Bank Transfer|3642.60
674|753|2025-11-12|Direct Debit|28557.86
675|171|2025-11-13|Bank Transfer|5200.47
676|201|2025-11-13|Bank Transfer|15143.57
677|511|2025-11-13|Bank Transfer|24014.52
678|1812|2025-11-13|Bank Transfer|17356.05
679|910|2025-11-14|Credit Card|6833.45
680|1259|2025-11-14|Bank Transfer|15999.68
681|1858|2025-11-14|Credit Card|2667.28
682|323|2025-11-15|Bank Transfer|5540.11
683|829|2025-11-15|Credit Card|1561.59
684|942|2025-11-15|Direct Debit|33171.43
685|1590|2025-11-15|Credit Card|6103.35
686|1750|2025-11-15|Check|10035.88
687|805|2025-11-16|Direct Debit|7038.01
688|127|2025-11-17|Bank Transfer|2115.61
689|1323|2025-11-17|Direct Debit|7232.50
690|1477|2025-11-17|Direct Debit|1983.36
691|1079|2025-11-18|Bank Transfer|12385.88
692|1703|2025-11-18|Direct Debit|10663.22
693|1360|2025-11-19|Direct Debit|3737.11
694|1489|2025-11-20|Credit Card|16070.05
695|318|2025-11-21|Check|15352.98
696|1357|2025-11-21|Bank Transfer|5941.92
697|1820|2025-11-21|Direct Debit|7270.12
698|730|2025-11-22|Direct Debit|2864.61
699|1431|2025-11-22|Credit Card|16371.52
700|1573|2025-11-22|Bank Transfer|4947.36
701|1845|2025-11-22|Bank Transfer|9103.53
702|1896|2025-11-22|Bank Transfer|32434.13
703|823|2025-11-23|Direct Debit|13256.92
704|1698|2025-11-23|Bank Transfer|30544.72
705|561|2025-11-24|Credit Card|19554.29
706|1089|2025-11-24|Direct Debit|6404.32
707|1383|2025-11-24|Bank Transfer|8313.15
708|293|2025-11-25|Bank Transfer|14869.87
709|1037|2025-11-26|Bank Transfer|29239.92
710|1512|2025-11-26|Bank Transfer|6314.01
711|612|2025-11-27|Direct Debit|5399.20
712|726|2025-11-27|Direct Debit|6239.76
713|1782|2025-11-28|Bank Transfer|3187.95
714|1977|2025-11-28|Bank Transfer|9774.23
715|461|2025-11-29|Bank Transfer|13138.63
716|745|2025-11-29|Direct Debit|3844.40
717|1019|2025-11-29|Check|2764.34
718|1035|2025-11-29|Direct Debit|12368.00
719|1825|2025-11-30|Bank Transfer|954.73
720|1117|2025-12-02|Direct Debit|3131.90
721|1378|2025-12-02|Check|21473.92
722|551|2025-12-03|Bank Transfer|3858.40
723|665|2025-12-03|Direct Debit|21851.83
724|748|2025-12-03|Direct Debit|5315.67
725|995|2025-12-03|Bank Transfer|9350.27
726|890|2025-12-04|Direct Debit|5634.20
727|991|2025-12-04|Credit Card|12781.70
728|1006|2025-12-04|Bank Transfer|8846.57
729|1007|2025-12-04|Credit Card|7600.94
730|1978|2025-12-04|Bank Transfer|33079.39
731|283|2025-12-05|Bank Transfer|16988.24
732|326|2025-12-05|Direct Debit|20132.04
733|218|2025-12-06|Bank Transfer|8012.04
734|793|2025-12-06|Bank Transfer|10968.85
735|1139|2025-12-07|Bank Transfer|5660.72
736|1439|2025-12-07|Bank Transfer|18367.47
737|1491|2025-12-07|Bank Transfer|4602.00
738|1745|2025-12-07|Credit Card|2363.80
739|233|2025-12-08|Bank Transfer|6220.00
740|412|2025-12-08|Direct Debit|26458.61
741|1093|2025-12-08|Credit Card|26233.78
742|1583|2025-12-08|Bank Transfer|8412.25
743|342|2025-12-09|Direct Debit|1450.22
744|1576|2025-12-09|Bank Transfer|1973.36
745|856|2025-12-10|Bank Transfer|4599.34
746|1444|2025-12-10|Check|10380.10
747|1620|2025-12-10|Bank Transfer|37855.32
748|190|2025-12-11|Bank Transfer|28459.29
749|1161|2025-12-11|Direct Debit|2495.82
750|1897|2025-12-11|Bank Transfer|2446.70
751|550|2025-12-13|Credit Card|5097.61
752|1262|2025-12-13|Bank Transfer|7525.96
753|834|2025-12-14|Check|14901.27
754|1994|2025-12-14|Bank Transfer|7373.36
755|57|2025-12-15|Direct Debit|2779.86
756|83|2025-12-15|Bank Transfer|20744.72
757|303|2025-12-15|Bank Transfer|1971.68
758|395|2025-12-15|Credit Card|18346.26
759|543|2025-12-15|Bank Transfer|17965.39
760|1599|2025-12-15|Bank Transfer|21776.44
761|1774|2025-12-15|Direct Debit|8400.53
762|64|2025-12-16|Credit Card|285.05
763|159|2025-12-16|Bank Transfer|8811.92
764|508|2025-12-16|Credit Card|18705.25
765|1699|2025-12-16|Direct Debit|30042.62
766|539|2025-12-17|Bank Transfer|1687.65
767|1661|2025-12-17|Bank Transfer|1325.93
768|1881|2025-12-17|Bank Transfer|3377.87
769|370|2025-12-18|Bank Transfer|4582.78
770|535|2025-12-18|Direct Debit|5443.84
771|545|2025-12-18|Direct Debit|9197.60
772|923|2025-12-18|Direct Debit|1038.22
773|1085|2025-12-18|Bank Transfer|25726.30
774|598|2025-12-19|Bank Transfer|10056.52
775|1933|2025-12-19|Bank Transfer|22407.61
776|636|2025-12-20|Bank Transfer|672.34
777|1738|2025-12-20|Direct Debit|1842.70
778|1816|2025-12-20|Bank Transfer|8215.95
779|1301|2025-12-21|Credit Card|2025.65
780|1787|2025-12-21|Bank Transfer|491.52
781|749|2025-12-22|Bank Transfer|3323.70
782|84|2025-12-23|Bank Transfer|28427.56
783|195|2025-12-23|Bank Transfer|2732.52
784|1478|2025-12-23|Direct Debit|6213.65
785|1573|2025-12-23|Credit Card|3298.24
786|1191|2025-12-24|Direct Debit|15214.90
787|591|2025-12-25|Bank Transfer|19457.88
788|1705|2025-12-25|Bank Transfer|2126.95
789|350|2025-12-27|Bank Transfer|4230.35
790|382|2025-12-27|Direct Debit|4865.25
791|734|2025-12-27|Bank Transfer|16619.99
792|1220|2025-12-27|Bank Transfer|2419.88
793|61|2025-12-28|Bank Transfer|4434.74
794|497|2025-12-28|Bank Transfer|5521.26
795|18|2025-12-29|Bank Transfer|23740.54
796|21|2025-12-29|Bank Transfer|1819.18
797|695|2025-12-29|Direct Debit|9268.33
798|987|2025-12-29|Direct Debit|337.74
799|284|2025-12-30|Direct Debit|3831.82
800|1420|2025-12-30|Bank Transfer|1979.70
801|1576|2025-12-30|Direct Debit|1315.57
802|1630|2025-12-30|Direct Debit|2999.31
803|1016|2025-12-31|Bank Transfer|9288.24
804|1586|2025-12-31|Direct Debit|10848.81
805|1117|2026-01-01|Bank Transfer|2087.94
806|1374|2026-01-01|Direct Debit|17038.43
807|391|2026-01-02|Credit Card|5954.70
808|1476|2026-01-02|Credit Card|5153.16
809|185|2026-01-03|Bank Transfer|2332.21
810|1363|2026-01-03|Bank Transfer|23148.80
811|659|2026-01-04|Bank Transfer|9785.93
812|1248|2026-01-04|Bank Transfer|311.11
813|646|2026-01-05|Bank Transfer|32630.56
814|804|2026-01-05|Bank Transfer|27566.86
815|1177|2026-01-05|Check|18414.67
816|1845|2026-01-05|Credit Card|21241.56
817|430|2026-01-06|Bank Transfer|30507.65
818|708|2026-01-06|Bank Transfer|11741.28
819|1032|2026-01-07|Credit Card|7335.90
820|1153|2026-01-07|Bank Transfer|14185.10
821|1347|2026-01-07|Bank Transfer|17608.06
822|922|2026-01-09|Bank Transfer|8781.81
823|1673|2026-01-09|Credit Card|6677.73
824|1779|2026-01-09|Bank Transfer|22994.20
825|1984|2026-01-09|Bank Transfer|16027.19
826|14|2026-01-10|Bank Transfer|11019.42
827|176|2026-01-11|Direct Debit|10684.89
828|354|2026-01-11|Direct Debit|8458.52
829|111|2026-01-13|Credit Card|6101.93
830|363|2026-01-13|Bank Transfer|21562.88
831|246|2026-01-14|Bank Transfer|16121.05
832|631|2026-01-14|Check|15022.37
833|648|2026-01-14|Direct Debit|1854.70
834|957|2026-01-14|Bank Transfer|5627.14
835|1923|2026-01-14|Direct Debit|20463.34
836|1969|2026-01-14|Bank Transfer|14550.60
837|1499|2026-01-15|Direct Debit|2005.02
838|1668|2026-01-15|Direct Debit|14745.09
839|420|2026-01-16|Direct Debit|27434.44
840|597|2026-01-16|Bank Transfer|10668.60
841|1142|2026-01-16|Bank Transfer|8910.80
842|1384|2026-01-16|Bank Transfer|7286.11
843|1721|2026-01-16|Bank Transfer|3324.35
844|1863|2026-01-16|Credit Card|8995.52
845|29|2026-01-18|Bank Transfer|5080.53
846|72|2026-01-18|Bank Transfer|13198.74
847|1787|2026-01-18|Direct Debit|1146.88
848|1871|2026-01-18|Check|10363.36
849|677|2026-01-19|Bank Transfer|18411.82
850|837|2026-01-19|Bank Transfer|21471.97
851|858|2026-01-19|Bank Transfer|26677.03
852|959|2026-01-19|Bank Transfer|11389.92
853|1040|2026-01-19|Bank Transfer|12106.40
854|700|2026-01-20|Bank Transfer|4385.40
855|1192|2026-01-20|Direct Debit|3615.64
856|613|2026-01-21|Bank Transfer|14701.12
857|1160|2026-01-21|Bank Transfer|34027.20
858|1423|2026-01-21|Credit Card|4304.13
859|1354|2026-01-22|Credit Card|29998.12
860|1422|2026-01-22|Check|25987.81
861|1838|2026-01-22|Direct Debit|12564.03
862|76|2026-01-23|Bank Transfer|1976.08
863|222|2026-01-23|Bank Transfer|3783.60
864|636|2026-01-23|Bank Transfer|672.34
865|705|2026-01-23|Direct Debit|16257.72
866|911|2026-01-23|Credit Card|933.98
867|1474|2026-01-23|Check|28108.60
868|1846|2026-01-23|Direct Debit|47869.32
869|22|2026-01-24|Check|3771.55
870|301|2026-01-24|Bank Transfer|13921.26
871|375|2026-01-24|Bank Transfer|2063.00
872|838|2026-01-24|Bank Transfer|4655.80
873|1236|2026-01-24|Direct Debit|4929.40
874|1638|2026-01-24|Bank Transfer|24681.44
875|1804|2026-01-24|Bank Transfer|19852.09
876|413|2026-01-25|Direct Debit|9609.40
877|983|2026-01-25|Direct Debit|2965.09
878|1058|2026-01-25|Bank Transfer|2497.70
879|1370|2026-01-25|Credit Card|7280.78
880|1386|2026-01-25|Direct Debit|14984.84
881|1688|2026-01-25|Bank Transfer|8016.16
882|1419|2026-01-26|Direct Debit|2339.30
883|1844|2026-01-26|Bank Transfer|15065.85
884|1979|2026-01-26|Credit Card|13806.49
885|459|2026-01-27|Bank Transfer|5624.15
886|927|2026-01-28|Bank Transfer|498.26
887|1136|2026-01-28|Direct Debit|7071.13
888|234|2026-01-29|Direct Debit|4019.13
889|1707|2026-01-29|Bank Transfer|5693.12
890|1769|2026-01-29|Check|1389.96
891|401|2026-01-30|Bank Transfer|8819.60
892|955|2026-01-30|Check|32397.62
893|1394|2026-01-30|Direct Debit|360.60
894|1691|2026-01-30|Direct Debit|41057.14
895|157|2026-01-31|Bank Transfer|8671.95
896|250|2026-02-01|Direct Debit|2126.24
897|441|2026-02-01|Bank Transfer|2473.63
898|1475|2026-02-01|Bank Transfer|3727.13
899|88|2026-02-02|Bank Transfer|2334.23
900|632|2026-02-02|Bank Transfer|4333.52
901|820|2026-02-02|Bank Transfer|1248.46
902|1148|2026-02-02|Direct Debit|3335.30
903|1275|2026-02-02|Direct Debit|27449.24
904|36|2026-02-03|Bank Transfer|29068.00
905|91|2026-02-03|Bank Transfer|7044.90
906|297|2026-02-03|Bank Transfer|13765.56
907|207|2026-02-04|Direct Debit|4487.46
908|925|2026-02-04|Bank Transfer|19918.03
909|86|2026-02-05|Direct Debit|2326.42
910|817|2026-02-05|Bank Transfer|5503.24
911|191|2026-02-06|Direct Debit|3659.56
912|255|2026-02-06|Direct Debit|864.60
913|938|2026-02-06|Direct Debit|8695.12
914|136|2026-02-07|Bank Transfer|21707.03
915|247|2026-02-07|Bank Transfer|5650.31
916|65|2026-02-08|Direct Debit|328.72
917|223|2026-02-08|Bank Transfer|14562.46
918|1507|2026-02-08|Credit Card|4801.98
919|578|2026-02-09|Bank Transfer|30117.50
920|802|2026-02-09|Direct Debit|7975.13
921|863|2026-02-09|Bank Transfer|15385.00
922|1222|2026-02-09|Credit Card|3232.82
923|1509|2026-02-09|Bank Transfer|189.99
924|462|2026-02-10|Credit Card|6133.43
925|707|2026-02-10|Bank Transfer|484.68
926|1057|2026-02-10|Bank Transfer|12165.08
927|298|2026-02-12|Credit Card|26019.10
928|145|2026-02-13|Bank Transfer|5875.67
929|513|2026-02-13|Bank Transfer|13756.98
930|1280|2026-02-13|Bank Transfer|2053.48
931|1435|2026-02-13|Direct Debit|32408.39
932|987|2026-02-14|Credit Card|788.06
933|1171|2026-02-14|Direct Debit|16171.03
934|1428|2026-02-14|Check|25192.59
935|1450|2026-02-14|Bank Transfer|3570.01
936|1579|2026-02-14|Direct Debit|40365.54
937|1615|2026-02-14|Bank Transfer|22845.01
938|1870|2026-02-14|Direct Debit|7139.26
939|409|2026-02-15|Bank Transfer|813.20
940|1100|2026-02-15|Bank Transfer|17088.13
941|1564|2026-02-15|Bank Transfer|3422.08
942|1830|2026-02-15|Credit Card|16255.82
943|329|2026-02-16|Bank Transfer|760.64
944|400|2026-02-16|Bank Transfer|15540.43
945|593|2026-02-16|Bank Transfer|604.45
946|1593|2026-02-16|Bank Transfer|26255.01
947|122|2026-02-17|Bank Transfer|1931.27
948|1329|2026-02-17|Bank Transfer|3803.26
949|1601|2026-02-17|Direct Debit|23312.66
950|812|2026-02-18|Bank Transfer|1446.63
951|882|2026-02-18|Bank Transfer|3641.79
952|1285|2026-02-18|Direct Debit|15584.72
953|1687|2026-02-18|Credit Card|2305.91
954|1760|2026-02-18|Credit Card|13454.25
955|203|2026-02-19|Bank Transfer|17761.82
956|1031|2026-02-19|Bank Transfer|48076.92
957|1505|2026-02-19|Direct Debit|458.20
958|1769|2026-02-19|Bank Transfer|3243.25
959|905|2026-02-20|Bank Transfer|10400.32
960|1268|2026-02-20|Bank Transfer|6461.74
961|1287|2026-02-20|Bank Transfer|13268.35
962|564|2026-02-21|Direct Debit|15384.05
963|1501|2026-02-21|Bank Transfer|1911.24
964|1515|2026-02-22|Bank Transfer|18273.81
965|1717|2026-02-22|Bank Transfer|5692.68
966|104|2026-02-23|Direct Debit|11234.62
967|928|2026-02-23|Bank Transfer|1990.98
968|35|2026-02-24|Credit Card|2383.82
969|464|2026-02-26|Direct Debit|3183.79
970|481|2026-02-26|Bank Transfer|1553.46
971|658|2026-02-26|Bank Transfer|24553.58
972|919|2026-02-26|Bank Transfer|11568.28
973|368|2026-02-27|Bank Transfer|8889.44
974|433|2026-02-27|Bank Transfer|467.35
975|1304|2026-02-27|Bank Transfer|8526.54
976|270|2026-02-28|Credit Card|3313.48
977|406|2026-02-28|Bank Transfer|6470.51
978|525|2026-02-28|Bank Transfer|1093.69
979|680|2026-02-28|Bank Transfer|5222.97
980|1485|2026-02-28|Credit Card|993.81
981|145|2026-03-01|Direct Debit|13709.89
982|737|2026-03-01|Bank Transfer|1370.44
983|533|2026-03-02|Credit Card|5578.48
984|980|2026-03-02|Direct Debit|10200.41
985|867|2026-03-03|Direct Debit|4418.90
986|1853|2026-03-03|Bank Transfer|7467.39
987|288|2026-03-04|Direct Debit|17137.80
988|1197|2026-03-04|Check|828.20
989|1271|2026-03-04|Bank Transfer|4482.76
990|1622|2026-03-04|Bank Transfer|26646.14
991|315|2026-03-05|Bank Transfer|18090.02
992|1063|2026-03-05|Direct Debit|3554.31
993|1039|2026-03-06|Direct Debit|2684.63
994|1203|2026-03-06|Credit Card|26503.32
995|1874|2026-03-06|Credit Card|2018.62
996|490|2026-03-07|Bank Transfer|1196.79
997|1303|2026-03-07|Bank Transfer|12155.36
998|1398|2026-03-07|Direct Debit|9239.63
999|707|2026-03-08|Bank Transfer|727.01
1000|814|2026-03-08|Bank Transfer|5678.61
1001|1070|2026-03-08|Bank Transfer|11999.11
1002|1266|2026-03-09|Bank Transfer|4642.32
1003|1454|2026-03-09|Direct Debit|15778.33
1004|1500|2026-03-09|Bank Transfer|17498.10
1005|55|2026-03-10|Bank Transfer|8957.90
1006|103|2026-03-10|Direct Debit|1395.10
1007|589|2026-03-10|Bank Transfer|16398.53
1008|719|2026-03-10|Bank Transfer|13848.22
1009|1377|2026-03-10|Bank Transfer|7495.66
1010|1760|2026-03-10|Credit Card|8969.50
1011|275|2026-03-11|Direct Debit|11135.52
1012|426|2026-03-11|Bank Transfer|50745.65
1013|1805|2026-03-11|Direct Debit|5325.79
1014|766|2026-03-12|Direct Debit|283.64
1015|1056|2026-03-12|Direct Debit|1907.07
1016|1684|2026-03-12|Check|16785.15
1017|1029|2026-03-13|Credit Card|18859.08
1018|1552|2026-03-14|Bank Transfer|2092.14
1019|1598|2026-03-14|Bank Transfer|1623.24
1020|1607|2026-03-14|Direct Debit|14097.32
1021|1700|2026-03-14|Bank Transfer|28285.35
1022|89|2026-03-15|Direct Debit|7621.24
1023|276|2026-03-15|Bank Transfer|18104.33
1024|1180|2026-03-15|Direct Debit|2106.40
1025|494|2026-03-16|Direct Debit|10073.57
1026|721|2026-03-16|Check|1796.45
1027|1123|2026-03-16|Direct Debit|2612.56
1028|1312|2026-03-16|Bank Transfer|2787.72
1029|1495|2026-03-16|Check|12762.78
1030|1742|2026-03-16|Bank Transfer|7654.09
1031|534|2026-03-17|Direct Debit|7099.39
1032|1351|2026-03-17|Bank Transfer|11639.90
1033|1715|2026-03-17|Bank Transfer|4344.02
1034|1156|2026-03-19|Direct Debit|1818.64
1035|456|2026-03-20|Bank Transfer|14602.46
1036|1776|2026-03-20|Bank Transfer|22066.15
1037|1844|2026-03-20|Bank Transfer|10043.90
1038|1894|2026-03-20|Bank Transfer|2280.24
1039|119|2026-03-21|Credit Card|15674.77
1040|93|2026-03-22|Bank Transfer|4934.30
1041|862|2026-03-22|Check|4977.07
1042|872|2026-03-22|Direct Debit|34761.78
1043|939|2026-03-22|Bank Transfer|12592.21
1044|165|2026-03-23|Bank Transfer|8698.37
1045|971|2026-03-24|Direct Debit|11518.65
1046|1048|2026-03-24|Bank Transfer|1573.43
1047|1928|2026-03-24|Bank Transfer|21376.03
1048|1993|2026-03-24|Bank Transfer|7810.70
1049|427|2026-03-25|Bank Transfer|1556.05
1050|744|2026-03-25|Bank Transfer|15199.25
1051|778|2026-03-25|Bank Transfer|44.74
1052|1424|2026-03-25|Bank Transfer|2365.02
1053|950|2026-03-26|Bank Transfer|2014.10
1054|1656|2026-03-26|Direct Debit|4954.01
1055|1718|2026-03-26|Bank Transfer|32999.33
1056|1773|2026-03-26|Direct Debit|940.80
1057|720|2026-03-27|Bank Transfer|13517.13
1058|1059|2026-03-27|Bank Transfer|1341.27
1059|1633|2026-03-27|Credit Card|18183.32
1060|1639|2026-03-27|Bank Transfer|26061.92
1061|132|2026-03-28|Bank Transfer|18213.54
1062|615|2026-03-28|Credit Card|5895.50
1063|106|2026-03-29|Bank Transfer|2219.48
1064|895|2026-03-29|Direct Debit|6405.25
1065|198|2026-03-30|Bank Transfer|2225.88
1066|1942|2026-03-30|Bank Transfer|6933.37
1067|833|2026-03-31|Bank Transfer|4733.08
1068|1157|2026-03-31|Bank Transfer|1833.25
1069|1690|2026-03-31|Credit Card|16498.65
1070|1003|2026-04-01|Bank Transfer|4172.26
1071|1885|2026-04-01|Credit Card|1547.56
1072|339|2026-04-02|Direct Debit|10575.32
1073|71|2026-04-03|Direct Debit|2145.73
1074|783|2026-04-03|Credit Card|2614.26
1075|861|2026-04-03|Credit Card|10401.08
1076|1292|2026-04-03|Bank Transfer|30059.26
1077|1919|2026-04-03|Check|7485.03
1078|128|2026-04-04|Credit Card|4123.94
1079|374|2026-04-04|Bank Transfer|23121.07
1080|489|2026-04-04|Bank Transfer|819.58
1081|757|2026-04-04|Bank Transfer|13389.15
1082|1038|2026-04-04|Bank Transfer|1864.21
1083|101|2026-04-05|Bank Transfer|7508.78
1084|104|2026-04-05|Bank Transfer|7489.75
1085|523|2026-04-05|Direct Debit|5804.17
1086|1004|2026-04-06|Bank Transfer|20699.74
1087|1574|2026-04-06|Check|1629.39
1088|9|2026-04-07|Direct Debit|6061.57
1089|70|2026-04-07|Credit Card|15825.03
1090|657|2026-04-07|Bank Transfer|10186.88
1091|1055|2026-04-07|Check|3450.18
1092|1642|2026-04-07|Credit Card|3356.54
1093|628|2026-04-08|Credit Card|847.47
1094|1162|2026-04-09|Direct Debit|10899.02
1095|1777|2026-04-09|Direct Debit|869.44
1096|524|2026-04-10|Bank Transfer|5953.16
1097|766|2026-04-10|Bank Transfer|189.10
1098|1155|2026-04-10|Bank Transfer|1057.91
1099|1441|2026-04-10|Bank Transfer|14376.73
1100|1555|2026-04-10|Bank Transfer|11243.45
1101|169|2026-04-11|Direct Debit|4156.40
1102|319|2026-04-11|Bank Transfer|3275.59
1103|1072|2026-04-12|Bank Transfer|6055.12
1104|1212|2026-04-12|Bank Transfer|1596.67
1105|1312|2026-04-12|Bank Transfer|6504.67
1106|984|2026-04-13|Bank Transfer|7262.96
1107|1246|2026-04-13|Bank Transfer|4247.04
1108|1318|2026-04-13|Bank Transfer|4377.54
1109|1506|2026-04-13|Bank Transfer|28173.16
1110|525|2026-04-14|Credit Card|729.13
1111|1852|2026-04-14|Bank Transfer|12604.29
1112|1174|2026-04-15|Bank Transfer|14554.24
1113|139|2026-04-16|Check|1065.92
1114|212|2026-04-16|Direct Debit|12513.36
1115|405|2026-04-16|Bank Transfer|3741.78
1116|1438|2026-04-16|Check|7553.86
1117|1983|2026-04-16|Bank Transfer|15171.84
1118|152|2026-04-17|Check|18472.16
1119|573|2026-04-17|Bank Transfer|18084.93
1120|880|2026-04-17|Credit Card|2391.03
1121|1485|2026-04-17|Direct Debit|2318.88
1122|924|2026-04-18|Check|779.44
1123|1458|2026-04-18|Check|3583.34
1124|1942|2026-04-18|Bank Transfer|10400.05
1125|4|2026-04-19|Direct Debit|19409.40
1126|628|2026-04-19|Bank Transfer|1977.42
1127|1481|2026-04-19|Bank Transfer|12654.25
1128|850|2026-04-20|Bank Transfer|3983.93
1129|1548|2026-04-20|Bank Transfer|2091.13
1130|962|2026-04-21|Direct Debit|3423.99
1131|1934|2026-04-21|Bank Transfer|9113.38
1132|31|2026-04-22|Direct Debit|2010.41
1133|560|2026-04-22|Bank Transfer|862.64
1134|447|2026-04-23|Bank Transfer|13493.54
1135|611|2026-04-24|Direct Debit|18530.38
1136|747|2026-04-24|Direct Debit|8524.39
1137|845|2026-04-24|Bank Transfer|11610.75
1138|480|2026-04-25|Bank Transfer|1844.60
1139|538|2026-04-25|Bank Transfer|4416.71
1140|978|2026-04-25|Bank Transfer|14938.72
1141|1106|2026-04-25|Credit Card|14103.72
1142|1228|2026-04-26|Bank Transfer|5215.56
1143|1266|2026-04-26|Direct Debit|4642.33
1144|404|2026-04-27|Direct Debit|5043.62
1145|1234|2026-04-27|Bank Transfer|3424.37
1146|1792|2026-04-27|Direct Debit|8719.84
1147|96|2026-04-28|Credit Card|8965.87
1148|262|2026-04-28|Credit Card|31687.06
1149|592|2026-04-28|Bank Transfer|29402.32
1150|469|2026-04-29|Bank Transfer|5235.01
1151|1003|2026-04-29|Direct Debit|2781.50
1152|1109|2026-04-29|Bank Transfer|30096.41
1153|720|2026-04-30|Credit Card|9011.42
1154|108|2026-05-01|Bank Transfer|1556.36
1155|267|2026-05-01|Credit Card|9928.93
1156|1869|2026-05-01|Bank Transfer|2635.12
1157|954|2026-05-02|Bank Transfer|12637.40
1158|993|2026-05-02|Bank Transfer|7059.74
1159|1211|2026-05-02|Credit Card|3720.54
1160|1426|2026-05-02|Bank Transfer|4392.71
1161|1998|2026-05-02|Bank Transfer|2016.84
1162|369|2026-05-03|Bank Transfer|20600.44
1163|609|2026-05-03|Bank Transfer|9355.97
1164|937|2026-05-03|Bank Transfer|2435.12
1165|1005|2026-05-03|Bank Transfer|1053.21
1166|376|2026-05-04|Bank Transfer|4965.53
1167|756|2026-05-04|Credit Card|1910.79
1168|1456|2026-05-04|Direct Debit|11889.40
1169|1857|2026-05-04|Direct Debit|12193.81
