enrollment_id|student_id|course_id|term|score|attendance_pct
665|8|16|2025 Summer|54.69|83.26
666|121|16|2025 Summer|45.43|86.26
667|24|24|2025 Summer|83.48|93.64
668|287|23|2025 Summer|73.98|64.59
669|21|11|2025 Summer|87.39|88.00
670|276|10|2025 Summer|82.28|96.04
671|80|1|2025 Summer|92.72|73.47
672|165|3|2025 Summer|70.37|80.66
673|152|12|2025 Summer|69.32|100.00
674|139|1|2025 Summer|53.06|84.36
675|244|8|2025 Summer|86.40|77.10
676|20|17|2025 Summer|85.61|72.68
677|278|21|2025 Summer|75.54|96.96
678|86|19|2025 Summer|85.15|85.75
679|234|19|2025 Summer|82.99|100.00
680|59|8|2025 Summer|77.89|73.80
681|265|19|2025 Summer|60.98|100.00
682|68|10|2025 Summer|81.14|65.70
683|179|24|2025 Summer|78.72|80.69
684|95|23|2025 Summer|70.00|100.00
685|27|15|2025 Summer|75.16|95.50
686|25|13|2025 Summer|53.79|89.94
687|113|19|2025 Summer|64.72|68.41
688|78|10|2025 Summer|67.55|93.11
689|31|23|2025 Summer|68.62|96.91
690|292|19|2025 Summer|87.57|92.78
691|91|5|2025 Summer|83.14|100.00
692|243|7|2025 Summer|61.90|77.30
693|165|16|2025 Summer|90.55|92.49
694|105|17|2025 Summer|92.10|82.62
695|274|24|2025 Summer|93.32|89.49
696|170|12|2025 Summer|64.95|97.05
697|264|12|2025 Summer|76.19|66.86
698|89|1|2025 Summer|35.00|81.85
699|242|6|2025 Summer|75.00|70.22
700|164|22|2025 Summer|53.41|70.98
701|280|12|2025 Summer|88.08|100.00
702|63|3|2025 Summer|76.05|61.18
703|127|21|2025 Summer|84.15|77.11
704|150|24|2025 Summer|63.68|84.93
705|75|23|2025 Summer|64.77|100.00
706|106|21|2025 Summer|57.13|74.91
707|196|20|2025 Summer|66.91|85.66
708|91|3|2025 Summer|76.72|82.42
709|179|19|2025 Summer|88.27|84.68
710|104|8|2025 Summer|67.25|72.49
711|231|24|2025 Summer|84.41|88.71
712|256|14|2025 Summer|84.04|65.46
713|133|20|2025 Summer|74.59|77.38
714|68|20|2025 Summer|70.02|94.07
715|274|13|2025 Summer|70.04|96.89
716|39|15|2025 Summer|100.00|67.09
717|261|3|2025 Summer|95.47|88.00
718|233|16|2025 Summer|67.07|70.68
719|283|5|2025 Summer|57.19|93.40
720|90|7|2025 Summer|82.77|100.00
721|124|14|2025 Autumn|64.21|71.67
722|152|21|2025 Autumn|67.96|85.27
723|251|2|2025 Autumn|65.46|75.43
724|95|18|2025 Autumn|87.61|91.53
725|150|23|2025 Autumn|85.14|82.26
726|221|6|2025 Autumn|73.32|67.98
727|40|14|2025 Autumn|63.04|83.38
728|300|6|2025 Autumn|100.00|80.59
729|166|17|2025 Autumn|57.06|93.11
730|38|8|2025 Autumn|88.78|88.38
731|111|16|2025 Autumn|84.87|92.43
732|286|6|2025 Autumn|81.46|97.62
733|241|20|2025 Autumn|66.88|99.92
734|63|2|2025 Autumn|80.73|86.33
735|231|18|2025 Autumn|82.34|88.88
736|156|14|2025 Autumn|51.37|100.00
737|201|2|2025 Autumn|76.07|76.58
738|255|3|2025 Autumn|67.61|100.00
739|185|20|2025 Autumn|91.23|98.62
740|153|18|2025 Autumn|100.00|88.19
741|11|10|2025 Autumn|79.38|82.95
742|174|1|2025 Autumn|84.67|82.80
743|198|5|2025 Autumn|84.73|81.42
744|246|22|2025 Autumn|62.01|90.49
745|217|24|2025 Autumn|86.62|59.72
746|114|23|2025 Autumn|88.91|79.22
747|297|23|2025 Autumn|97.55|81.58
748|255|12|2025 Autumn|100.00|87.90
749|164|6|2025 Autumn|75.17|82.86
750|61|19|2025 Autumn|100.00|91.98
751|211|18|2025 Autumn|71.05|67.00
752|162|19|2025 Autumn|67.45|94.91
753|251|9|2025 Autumn|68.89|88.50
754|177|4|2025 Autumn|69.26|71.01
755|277|21|2025 Autumn|87.60|100.00
756|133|3|2025 Autumn|80.12|77.92
757|169|2|2025 Autumn|87.50|100.00
758|199|16|2025 Autumn|64.65|83.73
759|16|22|2025 Autumn|79.34|88.76
760|133|15|2025 Autumn|75.35|91.11
761|91|21|2025 Autumn|69.15|98.28
762|273|17|2025 Autumn|74.06|89.03
763|140|19|2025 Autumn|72.01|89.37
764|291|15|2025 Autumn|78.84|68.78
765|96|14|2025 Autumn|64.23|80.48
766|202|13|2025 Autumn|77.87|50.12
767|45|14|2025 Autumn|64.92|100.00
768|207|22|2025 Autumn|58.58|92.19
769|259|19|2025 Autumn|82.99|84.75
770|158|3|2025 Autumn|77.60|90.31
771|143|22|2025 Autumn|100.00|100.00
772|133|5|2025 Autumn|85.67|96.72
773|276|5|2025 Autumn|88.85|73.77
774|38|21|2025 Autumn|66.20|84.43
775|188|3|2025 Autumn|68.98|100.00
776|21|1|2025 Autumn|60.40|73.98
777|163|23|2025 Autumn|79.88|100.00
778|234|21|2025 Autumn|75.83|100.00
779|75|12|2025 Autumn|59.81|93.48
780|247|14|2025 Autumn|71.45|100.00
781|196|6|2025 Autumn|80.16|85.14
782|194|23|2025 Autumn|73.24|84.18
783|46|23|2025 Autumn|84.03|89.23
784|18|10|2025 Autumn|84.89|80.56
785|62|12|2025 Autumn|73.96|75.61
786|277|12|2025 Autumn|74.02|56.55
787|44|20|2025 Autumn|58.43|81.77
788|190|4|2025 Autumn|56.97|97.54
789|196|11|2025 Autumn|92.71|72.14
790|24|18|2025 Autumn|85.11|87.99
791|99|17|2025 Autumn|66.07|93.08
792|226|6|2025 Autumn|76.18|100.00
793|145|5|2025 Autumn|71.09|68.01
794|138|1|2025 Autumn|69.10|100.00
795|111|16|2025 Autumn|77.03|93.28
796|205|14|2025 Autumn|70.46|90.00
797|266|8|2025 Autumn|74.94|72.56
798|167|1|2025 Autumn|75.48|85.62
799|107|18|2025 Autumn|100.00|65.37
800|39|23|2025 Autumn|83.13|69.46
801|167|4|2025 Autumn|55.66|83.45
802|43|2|2025 Autumn|67.63|97.03
803|265|3|2025 Autumn|88.67|84.49
804|252|9|2025 Autumn|92.69|73.17
805|202|14|2025 Autumn|71.90|100.00
806|189|7|2025 Autumn|63.17|76.23
807|5|4|2025 Autumn|60.54|70.66
808|159|6|2025 Autumn|83.67|77.75
809|70|18|2025 Autumn|83.79|85.37
810|249|5|2025 Autumn|54.40|81.50
811|244|12|2025 Autumn|59.35|52.99
812|254|16|2025 Autumn|88.79|92.39
813|37|21|2025 Autumn|68.32|86.82
814|177|2|2025 Autumn|80.49|81.13
815|296|24|2025 Autumn|95.66|94.53
816|2|13|2025 Autumn|82.99|46.52
817|224|19|2025 Autumn|61.52|78.89
818|38|4|2025 Autumn|82.47|78.18
819|51|11|2025 Autumn|84.60|83.29
820|258|15|2025 Autumn|53.66|75.48
821|171|18|2025 Autumn|85.40|88.02
822|93|21|2025 Autumn|63.62|72.04
823|154|4|2025 Autumn|62.14|84.36
824|290|9|2025 Autumn|95.59|66.17
825|224|23|2025 Autumn|62.65|94.02
826|40|15|2025 Autumn|83.98|77.21
827|9|2|2025 Autumn|100.00|72.36
828|80|22|2025 Autumn|87.44|100.00
829|161|2|2025 Autumn|48.29|87.81
830|150|13|2025 Autumn|55.36|88.58
831|77|19|2025 Autumn|68.16|80.94
832|37|16|2025 Autumn|78.62|89.82
833|166|15|2025 Autumn|76.41|83.95
834|64|21|2025 Autumn|47.38|99.86
835|183|16|2025 Autumn|83.95|92.59
836|223|15|2025 Autumn|35.00|92.77
837|79|20|2025 Autumn|62.24|92.46
838|201|21|2025 Autumn|62.81|99.47
839|91|11|2025 Autumn|86.48|75.74
840|115|2|2025 Autumn|79.52|82.63
841|62|20|2025 Autumn|55.58|90.07
842|176|2|2025 Autumn|66.92|77.28
843|193|6|2025 Autumn|83.68|95.66
844|26|2|2025 Autumn|100.00|84.31
845|221|10|2025 Autumn|75.56|95.96
846|89|3|2025 Autumn|72.70|69.03
847|236|14|2025 Autumn|90.29|95.31
848|123|15|2025 Autumn|61.75|81.02
849|55|6|2025 Autumn|77.77|100.00
850|128|1|2025 Autumn|62.60|75.91
851|114|16|2025 Autumn|66.36|75.14
852|222|18|2025 Autumn|84.35|86.85
853|20|1|2025 Autumn|69.84|100.00
854|199|2|2025 Autumn|58.27|84.30
855|215|7|2025 Autumn|58.55|97.77
856|26|24|2025 Autumn|69.08|98.18
857|32|3|2025 Autumn|51.50|77.92
858|293|8|2025 Autumn|78.80|90.28
859|220|14|2025 Autumn|82.05|86.60
860|264|20|2025 Autumn|82.58|86.33
861|102|11|2025 Autumn|98.73|75.39
862|193|5|2025 Autumn|94.12|85.64
863|19|2|2025 Autumn|84.56|94.75
864|32|8|2025 Autumn|42.86|100.00
865|40|7|2025 Autumn|67.39|96.87
866|285|13|2025 Autumn|93.31|69.70
867|87|19|2025 Autumn|69.58|99.44
868|50|16|2025 Autumn|55.77|92.75
869|207|8|2025 Autumn|83.57|76.95
870|204|14|2025 Autumn|85.08|99.98
871|172|12|2025 Autumn|100.00|60.78
872|266|13|2025 Autumn|84.58|54.59
873|134|12|2025 Autumn|73.85|100.00
874|82|6|2025 Autumn|76.22|91.72
875|236|21|2025 Autumn|83.12|81.62
876|287|2|2025 Autumn|47.34|80.13
877|14|7|2025 Autumn|52.87|100.00
878|48|16|2025 Autumn|47.51|90.55
879|222|18|2025 Autumn|100.00|74.77
880|65|9|2025 Autumn|67.18|91.04
881|10|8|2025 Autumn|72.52|94.12
882|6|10|2025 Autumn|63.38|89.58
883|87|18|2025 Autumn|74.47|63.05
884|157|6|2025 Autumn|42.00|79.64
885|296|20|2025 Autumn|74.91|70.54
886|105|14|2025 Autumn|63.75|80.35
887|68|5|2025 Autumn|70.97|80.94
888|218|16|2025 Autumn|80.12|84.57
889|271|7|2025 Autumn|76.87|70.94
890|267|10|2025 Autumn|86.31|98.17
891|225|10|2025 Autumn|83.46|95.29
892|218|8|2025 Autumn|66.01|69.98
893|298|1|2025 Autumn|61.31|76.61
894|31|14|2025 Autumn|53.43|84.55
895|167|14|2025 Autumn|89.69|100.00
896|51|10|2025 Autumn|77.75|92.80
897|99|5|2025 Autumn|79.17|90.20
898|120|6|2025 Autumn|80.39|95.20
899|109|18|2025 Autumn|84.23|90.54
900|167|5|2025 Autumn|86.50|86.21
901|245|23|2025 Autumn|76.72|80.60
902|256|5|2025 Autumn|75.14|52.25
903|166|3|2025 Autumn|62.15|75.15
904|32|20|2025 Autumn|84.26|94.52
905|136|17|2025 Autumn|100.00|86.58
906|184|21|2025 Autumn|67.39|58.22
907|225|6|2025 Autumn|60.85|92.31
908|12|17|2025 Autumn|80.10|95.21
909|116|20|2025 Autumn|77.39|82.91
910|231|13|2025 Autumn|87.67|69.66
911|2|21|2025 Autumn|100.00|89.81
912|296|15|2025 Autumn|100.00|81.09
913|32|12|2025 Autumn|56.06|100.00
914|252|12|2025 Autumn|76.41|83.90
915|223|5|2025 Autumn|65.61|81.40
916|77|11|2025 Autumn|57.86|98.10
917|276|3|2025 Autumn|74.49|84.50
918|283|6|2025 Autumn|77.20|66.70
919|206|3|2025 Autumn|38.38|81.55
920|289|19|2025 Autumn|100.00|92.99
921|23|12|2025 Autumn|66.15|66.34
922|76|22|2025 Autumn|65.13|81.33
923|202|10|2025 Autumn|80.09|53.54
924|180|8|2025 Autumn|95.81|94.71
925|34|5|2025 Autumn|88.94|100.00
926|260|14|2025 Autumn|65.47|86.57
927|183|7|2025 Autumn|45.37|75.60
928|65|24|2025 Autumn|73.73|81.96
929|153|13|2025 Autumn|66.06|72.83
930|9|18|2025 Autumn|73.06|96.80
931|157|16|2025 Autumn|53.19|93.51
932|87|4|2025 Autumn|96.77|100.00
933|133|4|2025 Autumn|94.84|69.85
934|227|18|2025 Autumn|49.20|66.33
935|101|8|2025 Autumn|66.66|82.90
936|248|23|2025 Autumn|73.98|95.77
937|89|19|2025 Autumn|77.78|100.00
938|67|9|2025 Autumn|65.23|96.60
939|108|20|2025 Autumn|57.09|70.48
940|75|15|2025 Autumn|76.63|53.18
941|6|11|2025 Autumn|87.08|85.04
942|254|17|2025 Autumn|74.66|55.91
943|220|14|2025 Autumn|73.76|87.50
944|73|23|2025 Autumn|93.11|100.00
945|116|12|2025 Autumn|64.76|65.89
946|113|18|2025 Autumn|67.15|100.00
947|261|9|2025 Autumn|65.11|98.23
948|141|4|2025 Autumn|76.41|48.75
949|243|17|2025 Autumn|68.04|89.98
950|218|1|2025 Autumn|72.42|97.45
951|45|23|2025 Autumn|60.65|74.92
952|39|22|2025 Autumn|93.53|73.40
953|242|2|2025 Autumn|85.17|78.41
954|153|22|2025 Autumn|85.82|85.90
955|266|2|2025 Autumn|62.43|91.95
956|65|15|2025 Autumn|56.80|64.90
957|88|19|2025 Autumn|65.47|64.96
958|298|17|2025 Autumn|64.40|87.37
959|246|19|2025 Autumn|52.19|97.71
960|254|8|2025 Autumn|42.41|64.18
961|278|14|2025 Autumn|87.96|87.03
962|165|16|2025 Autumn|86.43|83.74
963|167|13|2025 Autumn|100.00|77.38
964|41|21|2025 Autumn|100.00|84.10
965|53|7|2025 Autumn|89.79|80.65
966|72|3|2025 Autumn|69.34|97.48
967|126|6|2025 Autumn|91.12|78.14
968|70|4|2025 Autumn|75.14|100.00
969|55|19|2025 Autumn|65.90|87.32
970|260|6|2025 Autumn|53.82|100.00
971|194|1|2025 Autumn|57.30|93.81
972|25|16|2025 Autumn|75.61|100.00
973|120|13|2025 Autumn|90.23|59.63
974|273|3|2025 Autumn|73.86|80.93
975|262|6|2025 Autumn|63.40|93.32
976|44|21|2025 Autumn|66.78|90.85
977|131|8|2025 Autumn|73.96|80.54
978|173|10|2025 Autumn|72.85|68.12
979|89|11|2025 Autumn|45.06|100.00
980|298|6|2025 Autumn|81.86|91.06
981|274|13|2025 Autumn|68.69|69.12
982|132|12|2025 Autumn|65.16|99.92
983|179|19|2025 Autumn|87.11|85.49
984|244|17|2025 Autumn|71.46|74.52
985|188|11|2025 Autumn|94.59|100.00
986|111|4|2025 Autumn|64.52|93.65
987|100|17|2025 Autumn|79.69|91.03
988|53|16|2025 Autumn|80.24|95.66
989|125|6|2025 Autumn|67.15|87.01
990|34|1|2025 Autumn|71.27|85.37
991|79|23|2025 Autumn|61.34|95.88
992|83|12|2025 Autumn|67.91|86.15
993|204|15|2025 Autumn|67.54|76.09
994|160|11|2025 Autumn|75.55|99.24
995|203|1|2025 Autumn|73.61|76.15
996|296|13|2025 Autumn|64.32|100.00
997|14|18|2025 Autumn|86.17|86.68
998|223|19|2025 Autumn|76.92|96.14
999|299|20|2025 Autumn|63.82|80.74
1000|215|10|2025 Autumn|73.71|89.78
1001|84|2|2025 Autumn|63.47|83.93
1002|129|14|2025 Autumn|90.53|100.00
1003|200|18|2025 Autumn|71.83|71.45
1004|43|21|2025 Autumn|90.03|95.97
1005|36|19|2025 Autumn|50.79|99.85
1006|172|4|2025 Autumn|70.31|90.08
1007|132|15|2025 Autumn|74.22|100.00
1008|258|13|2025 Autumn|75.27|84.70
1009|18|15|2025 Autumn|100.00|64.30
1010|115|20|2025 Autumn|62.06|81.09
1011|177|18|2025 Autumn|70.01|95.03
1012|93|22|2025 Autumn|69.12|93.00
1013|84|12|2025 Autumn|56.02|79.15
1014|249|5|2025 Autumn|70.37|95.44
1015|67|13|2025 Autumn|61.50|97.48
1016|246|5|2025 Autumn|67.12|69.61
1017|7|24|2025 Autumn|79.74|80.25
1018|165|12|2025 Autumn|65.52|84.06
1019|162|15|2025 Autumn|67.54|96.60
1020|123|5|2025 Autumn|89.74|86.40
1021|220|20|2025 Autumn|63.78|72.23
1022|82|3|2025 Autumn|96.28|76.83
1023|269|17|2025 Autumn|78.54|69.18
1024|105|7|2025 Autumn|78.99|94.56
1025|67|4|2025 Autumn|44.21|66.36
1026|265|9|2025 Autumn|61.92|86.28
1027|52|10|2025 Autumn|76.44|95.74
1028|118|6|2025 Autumn|78.03|86.78
1029|38|10|2025 Autumn|78.64|92.51
1030|1|12|2025 Autumn|68.22|83.63
1031|73|1|2025 Autumn|61.61|94.53
1032|155|14|2025 Autumn|86.81|82.93
1033|37|24|2025 Autumn|54.80|70.05
1034|17|17|2025 Autumn|48.52|91.59
1035|260|6|2025 Autumn|59.75|65.31
1036|52|14|2025 Autumn|77.50|89.81
1037|138|13|2025 Autumn|76.64|69.77
1038|34|11|2025 Autumn|88.33|71.38
1039|258|10|2025 Autumn|60.48|81.20
1040|180|9|2025 Autumn|77.28|82.49
1041|282|8|2025 Autumn|68.74|84.57
1042|129|9|2025 Autumn|90.02|80.58
1043|83|17|2025 Autumn|71.08|82.93
1044|203|19|2025 Autumn|75.91|96.56
1045|258|7|2025 Autumn|84.06|79.65
1046|8|14|2025 Autumn|79.42|77.51
1047|23|2|2025 Autumn|74.87|97.27
1048|11|15|2025 Autumn|86.03|100.00
1049|217|19|2025 Autumn|96.52|55.94
1050|114|16|2025 Autumn|69.91|100.00
1051|186|21|2025 Autumn|91.73|79.36
1052|164|16|2025 Autumn|42.81|87.18
1053|115|3|2025 Autumn|81.68|77.02
1054|111|1|2025 Autumn|58.35|63.29
1055|67|10|2025 Autumn|43.35|70.71
1056|44|20|2025 Autumn|83.50|85.90
1057|32|15|2025 Autumn|93.74|78.79
1058|294|20|2025 Autumn|35.00|100.00
1059|235|23|2025 Autumn|70.28|85.39
1060|290|14|2025 Autumn|62.44|77.82
1061|16|2|2025 Autumn|68.36|98.52
1062|167|7|2025 Autumn|70.58|76.86
1063|132|9|2025 Autumn|86.39|91.04
1064|39|16|2025 Autumn|100.00|95.78
1065|29|7|2025 Autumn|67.10|87.09
1066|36|5|2025 Autumn|70.73|75.79
1067|271|18|2025 Autumn|87.34|85.90
1068|55|21|2025 Autumn|54.87|86.10
1069|137|1|2025 Autumn|70.82|96.95
1070|176|5|2025 Autumn|76.13|89.33
1071|257|16|2025 Autumn|57.83|56.55
1072|247|15|2025 Autumn|80.94|89.96
1073|104|11|2025 Autumn|75.70|70.92
1074|186|22|2025 Autumn|50.84|90.15
1075|283|4|2025 Autumn|68.92|75.40
1076|21|14|2025 Autumn|87.10|72.86
1077|88|2|2025 Autumn|63.99|87.60
1078|222|19|2025 Autumn|59.00|74.24
1079|156|17|2025 Autumn|80.09|88.56
1080|128|18|2025 Autumn|35.56|97.75
1081|85|22|2025 Autumn|70.65|71.91
1082|283|6|2025 Autumn|61.95|90.66
1083|48|5|2025 Autumn|80.44|84.11
1084|163|17|2025 Autumn|88.30|98.01
1085|69|15|2025 Autumn|66.54|88.34
1086|118|5|2025 Autumn|71.57|100.00
1087|167|11|2025 Autumn|73.52|100.00
1088|66|14|2025 Autumn|38.85|75.70
1089|296|18|2025 Autumn|63.66|82.94
1090|186|7|2025 Autumn|100.00|86.85
1091|39|12|2025 Autumn|72.64|83.72
1092|159|21|2025 Autumn|56.92|74.99
1093|149|17|2025 Autumn|65.87|97.93
1094|229|7|2025 Autumn|70.90|68.63
1095|91|17|2025 Autumn|86.04|73.71
1096|117|14|2025 Autumn|87.63|88.16
1097|256|12|2025 Autumn|69.33|93.54
1098|109|8|2025 Autumn|74.29|77.22
1099|29|14|2025 Autumn|83.96|100.00
1100|223|10|2025 Autumn|65.23|74.78
1101|10|22|2025 Autumn|84.51|84.47
1102|136|14|2025 Autumn|91.58|67.59
1103|212|20|2025 Autumn|97.91|76.44
1104|21|20|2025 Autumn|69.64|90.35
1105|8|23|2025 Autumn|84.95|73.89
1106|158|9|2025 Autumn|78.14|74.66
1107|232|11|2025 Autumn|65.06|65.41
1108|29|14|2025 Autumn|68.86|66.81
1109|152|11|2025 Autumn|65.35|77.41
1110|104|12|2025 Autumn|78.28|61.66
1111|152|2|2025 Autumn|74.47|83.92
1112|3|18|2025 Autumn|77.54|76.37
1113|122|4|2025 Autumn|59.50|76.76
1114|261|1|2025 Autumn|84.84|94.84
1115|100|7|2025 Autumn|69.98|91.62
1116|220|1|2025 Autumn|100.00|74.89
1117|193|11|2025 Autumn|86.51|71.70
1118|75|6|2025 Autumn|92.78|89.25
1119|297|8|2025 Autumn|72.03|95.43
1120|15|21|2025 Autumn|54.04|87.58
1121|121|9|2026 Spring|57.99|86.05
1122|46|17|2026 Spring|62.37|82.62
1123|70|19|2026 Spring|100.00|67.83
1124|149|8|2026 Spring|82.51|85.57
1125|261|22|2026 Spring|90.46|85.16
1126|77|15|2026 Spring|94.43|90.26
1127|116|14|2026 Spring|50.29|69.05
1128|52|11|2026 Spring|92.13|66.88
1129|141|10|2026 Spring|89.51|79.87
1130|269|15|2026 Spring|78.57|88.88
1131|161|3|2026 Spring|71.91|79.26
1132|120|16|2026 Spring|64.46|70.91
1133|60|12|2026 Spring|83.60|69.86
1134|202|6|2026 Spring|78.30|73.55
1135|265|24|2026 Spring|64.04|84.23
1136|231|1|2026 Spring|72.28|90.02
1137|43|1|2026 Spring|86.02|89.98
1138|235|11|2026 Spring|69.78|76.66
1139|221|7|2026 Spring|77.24|73.65
1140|70|9|2026 Spring|92.59|100.00
1141|1|20|2026 Spring|90.75|71.61
1142|222|8|2026 Spring|72.92|85.71
1143|79|8|2026 Spring|51.99|89.14
1144|289|1|2026 Spring|53.56|74.57
1145|293|10|2026 Spring|71.07|87.23
1146|44|11|2026 Spring|65.53|89.78
1147|277|23|2026 Spring|89.23|86.32
1148|299|17|2026 Spring|54.76|88.48
1149|176|13|2026 Spring|61.55|85.68
1150|91|24|2026 Spring|74.93|82.56
1151|173|21|2026 Spring|71.96|75.06
1152|157|15|2026 Spring|68.50|92.68
1153|29|24|2026 Spring|56.62|93.43
1154|237|19|2026 Spring|74.86|95.35
1155|183|9|2026 Spring|87.26|92.80
1156|146|15|2026 Spring|77.36|94.05
1157|150|7|2026 Spring|63.04|100.00
1158|245|8|2026 Spring|88.06|98.37
1159|39|22|2026 Spring|87.29|92.64
1160|134|24|2026 Spring|62.01|86.67
1161|94|14|2026 Spring|68.77|70.02
1162|78|5|2026 Spring|52.80|70.28
1163|135|14|2026 Spring|89.99|71.16
1164|235|21|2026 Spring|91.45|79.31
1165|172|9|2026 Spring|62.22|84.63
1166|4|21|2026 Spring|55.33|79.97
1167|265|12|2026 Spring|56.07|88.20
1168|57|7|2026 Spring|67.12|78.80
1169|60|17|2026 Spring|69.34|98.79
1170|238|15|2026 Spring|63.55|69.81
1171|17|17|2026 Spring|77.47|85.38
1172|148|23|2026 Spring|92.80|87.24
1173|25|6|2026 Spring|90.51|76.02
1174|25|19|2026 Spring|88.04|100.00
1175|181|1|2026 Spring|86.43|92.04
1176|14|16|2026 Spring|100.00|79.83
1177|195|2|2026 Spring|82.27|83.72
1178|211|7|2026 Spring|96.82|97.68
1179|197|10|2026 Spring|60.58|70.00
1180|67|9|2026 Spring|84.19|84.12
1181|113|1|2026 Spring|52.78|85.08
1182|109|21|2026 Spring|44.45|80.27
1183|274|4|2026 Spring|81.60|96.72
1184|180|13|2026 Spring|71.09|86.84
1185|75|13|2026 Spring|68.48|92.44
1186|25|23|2026 Spring|77.71|93.20
1187|201|22|2026 Spring|76.52|81.94
1188|109|5|2026 Spring|92.19|86.62
1189|50|4|2026 Spring|75.94|84.55
1190|97|4|2026 Spring|52.08|86.51
1191|121|11|2026 Spring|48.96|86.06
1192|287|1|2026 Spring|84.86|89.41
1193|169|5|2026 Spring|63.26|100.00
1194|9|1|2026 Spring|84.04|70.91
1195|155|15|2026 Spring|86.45|77.38
1196|241|2|2026 Spring|71.17|63.20
1197|135|6|2026 Spring|69.80|87.95
1198|90|19|2026 Spring|64.94|86.46
1199|201|14|2026 Spring|85.61|93.04
1200|160|4|2026 Spring|47.31|88.43
1201|235|23|2026 Spring|73.24|92.86
1202|284|13|2026 Spring|78.08|86.18
1203|56|13|2026 Spring|82.73|82.35
1204|191|15|2026 Spring|76.26|100.00
1205|193|18|2026 Spring|72.40|78.93
1206|212|18|2026 Spring|70.62|78.46
1207|277|4|2026 Spring|81.59|82.64
1208|231|15|2026 Spring|63.72|86.28
1209|135|16|2026 Spring|65.76|86.57
1210|299|21|2026 Spring|65.84|78.03
1211|206|10|2026 Spring|98.09|97.74
1212|153|20|2026 Spring|82.03|86.10
1213|280|7|2026 Spring|65.66|95.40
1214|298|7|2026 Spring|60.08|61.17
1215|170|10|2026 Spring|86.44|94.65
1216|178|6|2026 Spring|72.94|76.28
1217|79|15|2026 Spring|35.00|85.37
1218|100|17|2026 Spring|100.00|90.74
1219|105|9|2026 Spring|46.72|77.82
1220|100|10|2026 Spring|64.47|61.28
1221|171|14|2026 Spring|61.64|76.63
1222|217|4|2026 Spring|79.79|82.27
1223|300|22|2026 Spring|53.02|77.41
1224|277|13|2026 Spring|64.50|100.00
1225|94|3|2026 Spring|72.91|72.86
1226|229|17|2026 Spring|67.27|71.56
1227|37|4|2026 Spring|49.44|92.29
1228|77|7|2026 Spring|100.00|100.00
1229|237|9|2026 Spring|59.51|94.60
1230|69|5|2026 Spring|77.63|74.79
1231|151|24|2026 Spring|70.21|84.38
1232|103|8|2026 Spring|54.09|76.00
1233|236|21|2026 Spring|85.75|57.71
1234|58|23|2026 Spring|70.13|88.61
1235|231|16|2026 Spring|54.36|63.50
1236|123|21|2026 Spring|51.86|100.00
1237|125|11|2026 Spring|79.41|97.18
1238|229|14|2026 Spring|66.29|85.01
1239|114|19|2026 Spring|63.00|100.00
1240|2|22|2026 Spring|62.39|98.13
1241|270|24|2026 Spring|70.98|77.83
1242|283|4|2026 Spring|79.71|86.71
1243|41|4|2026 Spring|79.40|100.00
1244|239|17|2026 Spring|66.54|85.61
1245|93|13|2026 Spring|69.85|63.83
1246|143|7|2026 Spring|91.28|97.29
1247|152|13|2026 Spring|96.39|81.16
1248|39|17|2026 Spring|79.10|74.72
1249|50|22|2026 Spring|64.79|78.15
1250|152|3|2026 Spring|83.79|75.13
1251|232|6|2026 Spring|100.00|82.60
1252|67|16|2026 Spring|62.79|100.00
1253|88|4|2026 Spring|45.86|85.47
1254|40|22|2026 Spring|69.74|100.00
1255|62|19|2026 Spring|73.65|79.58
1256|129|15|2026 Spring|65.74|94.43
1257|283|23|2026 Spring|81.76|74.84
1258|241|15|2026 Spring|70.45|93.50
1259|234|17|2026 Spring|72.75|96.72
1260|90|7|2026 Spring|100.00|76.47
1261|227|1|2026 Spring|88.85|89.62
1262|180|21|2026 Spring|68.65|78.92
1263|128|7|2026 Spring|82.69|94.20
1264|18|19|2026 Spring|68.22|61.60
1265|245|14|2026 Spring|83.30|87.16
1266|11|2|2026 Spring|72.32|93.30
1267|114|8|2026 Spring|58.56|89.06
1268|223|2|2026 Spring|86.15|76.70
1269|299|14|2026 Spring|75.68|81.68
1270|96|8|2026 Spring|87.97|78.08
1271|29|2|2026 Spring|62.06|78.48
1272|8|19|2026 Spring|80.76|81.12
1273|269|11|2026 Spring|83.55|100.00
1274|180|17|2026 Spring|75.82|67.01
1275|20|19|2026 Spring|88.44|96.04
1276|92|6|2026 Spring|86.57|84.16
1277|155|21|2026 Spring|68.37|98.09
1278|127|23|2026 Spring|80.71|81.84
1279|150|20|2026 Spring|100.00|92.98
1280|217|3|2026 Spring|88.30|63.63
1281|268|16|2026 Spring|88.90|91.68
1282|52|5|2026 Spring|62.92|71.74
1283|40|2|2026 Spring|81.50|91.36
1284|2|4|2026 Spring|70.52|100.00
1285|200|6|2026 Spring|82.61|93.39
1286|241|2|2026 Spring|83.16|85.10
1287|46|11|2026 Spring|93.38|88.58
1288|222|8|2026 Spring|100.00|87.21
1289|4|1|2026 Spring|69.86|93.91
1290|299|22|2026 Spring|100.00|75.05
1291|34|11|2026 Spring|56.86|100.00
1292|226|13|2026 Spring|72.76|97.71
1293|86|24|2026 Spring|69.01|91.03
1294|39|10|2026 Spring|79.95|89.02
1295|62|8|2026 Spring|75.46|63.73
1296|232|11|2026 Spring|89.61|92.10
