shipment_id|tracking_no|carrier_id|origin_depot_id|booked_date|delivered_date|status|dest_country|dest_city|weight_kg|shipping_cost|service_level|pallets|transit_days
949|TRK-2025-000949|4|1|2025-07-02|2025-07-06|Delivered|Netherlands|Amsterdam|1101.84|64.28|Standard|4|4
950|TRK-2026-000950|9|20|2026-05-31|2026-06-07|Delivered|Czechia|Prague|703.78|33.37|Economy|2|7
951|TRK-2025-000951|8|20|2025-01-20|2025-01-28|Delivered|Italy|Milan|523.84|32.67|Standard|2|8
952|TRK-2026-000952|4|22|2026-02-13|2026-02-16|Delivered|Netherlands|Rotterdam|233.30|33.19|Express|1|3
953|TRK-2025-000953|2|12|2025-09-02|2025-09-07|Delivered|Poland|Warsaw|251.07|26.23|Economy|1|5
954|TRK-2025-000954|9|25|2025-07-05|2025-07-18|Delivered|Germany|Munich|2849.21|80.23|Economy|8|13
955|TRK-2025-000955|2|17|2025-12-03|2025-12-05|Delivered|Switzerland|Zurich|775.71|50.58|Standard|3|2
956|TRK-2025-000956|2|3|2025-02-27|2025-03-02|Delivered|Sweden|Malmo|187.03|25.86|Standard|1|3
957|TRK-2025-000957|1|22|2025-07-19|2025-07-26|Delivered|Switzerland|Basel|401.40|31.15|Economy|1|7
958|TRK-2026-000958|9|14|2026-07-27|2026-07-30|Delivered|Poland|Warsaw|2216.64|114.20|Express|8|3
959|TRK-2025-000959|3|5|2025-01-02|2025-01-04|Delivered|Italy|Turin|1010.65|83.79|Express|3|2
960|TRK-2025-000960|2|18|2025-09-01|2025-09-07|Delivered|Switzerland|Basel|181.10|23.93|Economy|1|6
961|TRK-2025-000961|2|20|2025-07-02|2025-07-08|Returned|Denmark|Copenhagen|2873.68|138.69|Standard|12|6
962|TRK-2025-000962|8|24|2025-10-09|2025-10-13|Delivered|Spain|Madrid|577.68|43.07|Express|3|4
963|TRK-2026-000963|10|14|2026-01-13|2026-01-16|Delivered|France|Toulouse|9583.91|286.35|Standard|26|3
964|TRK-2025-000964|3|16|2025-10-30|2025-11-06|Delivered|France|Toulouse|755.22|49.72|Standard|2|7
965|TRK-2026-000965|1|29|2026-01-06|2026-01-08|Delivered|Netherlands|Rotterdam|388.19|34.30|Standard|1|2
966|TRK-2026-000966|9|9|2026-02-20|2026-02-24|Delivered|Italy|Milan|566.16|42.57|Express|2|4
967|TRK-2025-000967|2|23|2025-05-29|2025-06-08|Delivered|Spain|Seville|188.33|24.17|Economy|1|10
968|TRK-2026-000968|3|23|2026-07-18|2026-07-20|Delivered|Italy|Turin|2897.95|139.71|Standard|8|2
969|TRK-2025-000969|2|8|2025-07-30|2025-08-05|Delivered|France|Lyon|253.31|28.64|Standard|1|6
970|TRK-2025-000970|5|14|2025-03-24|2025-04-05|Delivered|Poland|Gdansk|755.14|36.73|Express|3|12
971|TRK-2025-000971|5|18|2025-09-03|2025-09-17|Returned|Germany|Hamburg|612.36|33.19|Express|2|14
972|TRK-2026-000972|2|5|2026-07-05|2026-07-08|Delivered|Switzerland|Geneva|416.51|35.49|Standard|1|3
973|TRK-2025-000973|1|4|2025-12-31|2026-01-05|Delivered|Netherlands|Rotterdam|1040.51|61.70|Standard|4|5
974|TRK-2026-000974|3|15|2026-09-26||Awaiting Pickup|Czechia|Prague|4960.91|226.36|Standard|12|
975|TRK-2026-000975|10|23|2026-05-21|2026-05-29|Delivered|Denmark|Aarhus|658.79|36.45|Standard|2|8
976|TRK-2025-000976|9|11|2025-05-21|2025-05-25|Delivered|Germany|Cologne|838.99|54.41|Express|2|4
977|TRK-2025-000977|6|29|2025-12-23|2026-01-03|Delivered|Spain|Valencia|1857.94|47.73|Standard|6|11
978|TRK-2025-000978|9|13|2025-03-24|2025-03-28|Delivered|Spain|Barcelona|494.46|31.84|Standard|2|4
979|TRK-2025-000979|7|2|2025-03-13|2025-04-08|Delivered|France|Toulouse|1410.92|35.61|Economy|6|26
980|TRK-2025-000980|10|18|2025-10-23|2025-10-31|Delivered|France|Toulouse|316.40|26.86|Standard|1|8
981|TRK-2026-000981|1|17|2026-05-18|2026-05-21|Delivered|France|Toulouse|1571.76|84.01|Standard|4|3
982|TRK-2025-000982|3|19|2025-07-09|2025-07-12|Delivered|Spain|Seville|6314.60|429.08|Express|18|3
983|TRK-2025-000983|10|10|2025-08-29|2025-09-03|Delivered|Spain|Seville|687.60|37.25|Standard|3|5
984|TRK-2026-000984|2|11|2026-07-15|2026-07-20|Delivered|Netherlands|Eindhoven|6357.51|226.27|Economy|26|5
985|TRK-2025-000985|9|11|2025-01-08|2025-01-16|Delivered|Austria|Vienna|984.21|45.56|Standard|3|8
986|TRK-2026-000986|5|11|2026-06-04|2026-06-17|Delivered|Switzerland|Geneva|1070.73|44.55|Express|3|13
987|TRK-2025-000987|2|6|2025-10-31|2025-11-10|Delivered|Italy|Naples|814.30|44.68|Economy|2|10
988|TRK-2025-000988|2|18|2025-11-05|2025-11-09|Delivered|Czechia|Brno|280.40|29.78|Standard|1|4
989|TRK-2025-000989|9|20|2025-10-16|2025-10-20|Returned|Germany|Hamburg|3436.85|167.16|Express|12|4
990|TRK-2025-000990|1|20|2025-06-27|2025-07-04|Delivered|Denmark|Aarhus|1513.86|81.58|Standard|4|7
991|TRK-2025-000991|8|22|2025-04-18|2025-04-29|Delivered|Netherlands|Rotterdam|412.84|27.02|Economy|1|11
992|TRK-2026-000992|8|20|2026-06-04|2026-06-12|Delivered|Germany|Cologne|475.80|31.32|Standard|2|8
993|TRK-2025-000993|8|23|2025-04-03|2025-04-09|Returned|Czechia|Prague|473.62|31.26|Standard|2|6
994|TRK-2026-000994|4|21|2026-02-08|2026-02-11|Delivered|France|Paris|4336.21|200.12|Standard|12|3
995|TRK-2026-000995|1|13|2026-07-13|2026-07-24|Returned|Austria|Graz|1694.23|73.50|Economy|6|11
996|TRK-2025-000996|1|1|2025-02-11|2025-02-18|Delivered|Netherlands|Rotterdam|585.51|42.59|Standard|2|7
997|TRK-2025-000997|2|3|2025-06-11|2025-06-14|Delivered|Denmark|Aarhus|1296.05|102.37|Express|6|3
998|TRK-2025-000998|1|14|2025-05-11|2025-05-20|Delivered|United Kingdom|Manchester|444.64|32.57|Economy|2|9
999|TRK-2025-000999|1|23|2025-09-19|2025-09-23|Delivered|Poland|Gdansk|792.05|51.27|Standard|4|4
1000|TRK-2025-001000|9|19|2025-07-11|2025-07-15|Delivered|France|Toulouse|1004.43|46.12|Standard|3|4
1001|TRK-2026-001001|9|25|2026-05-27|2026-06-03|Delivered|Germany|Frankfurt|1127.11|49.56|Standard|3|7
1002|TRK-2025-001002|5|14|2025-09-11|2025-09-30|Delivered|Sweden|Gothenburg|4126.51|84.02|Standard|18|19
1003|TRK-2025-001003|9|21|2025-07-09|2025-07-18|Delivered|Spain|Seville|2056.23|62.91|Economy|8|9
1004|TRK-2025-001004|3|27|2025-05-15|2025-05-22|Delivered|Italy|Turin|6533.14|292.39|Standard|18|7
1005|TRK-2026-001005|6|12|2026-06-30|2026-07-14|Delivered|Switzerland|Geneva|1163.49|36.62|Standard|4|14
1006|TRK-2025-001006|7|9|2025-11-08|2025-11-27|Delivered|Netherlands|Eindhoven|1150.73|32.36|Economy|6|19
1007|TRK-2025-001007|10|22|2025-10-03|2025-10-07|Delivered|Belgium|Antwerp|5640.44|262.80|Express|18|4
1008|TRK-2025-001008|6|5|2025-11-04|2025-11-14|Delivered|Belgium|Antwerp|435.86|24.97|Standard|2|10
1009|TRK-2026-001009|1|12|2026-07-20|2026-07-24|Delivered|Sweden|Malmo|337.91|32.19|Standard|1|4
1010|TRK-2025-001010|7|8|2025-09-13|2025-10-13|Delivered|Germany|Frankfurt|1101.83|35.63|Standard|6|30
1011|TRK-2025-001011|9|14|2025-09-23|2025-09-28|Delivered|United Kingdom|Manchester|704.16|37.72|Standard|2|5
1012|TRK-2025-001012|10|16|2025-07-16|2025-07-23|Delivered|United Kingdom|Manchester|733.17|34.01|Economy|2|7
1013|TRK-2026-001013|3|14|2026-05-13|2026-05-17|Delivered|Spain|Seville|575.21|42.16|Standard|2|4
1014|TRK-2026-001014|8|10|2026-04-23|2026-04-29|Delivered|Sweden|Stockholm|822.10|41.02|Standard|2|6
1015|TRK-2025-001015|9|12|2025-06-07|2025-06-14|Delivered|Czechia|Prague|373.47|28.46|Standard|2|7
1016|TRK-2026-001016|9|24|2026-06-21|2026-06-26|Delivered|France|Lyon|320.19|26.97|Standard|1|5
1017|TRK-2026-001017|2|25|2026-03-05|2026-03-07|Delivered|Germany|Munich|260.65|28.95|Standard|1|2
1018|TRK-2025-001018|3|1|2025-10-07|2025-10-09|Delivered|Belgium|Antwerp|297.43|37.36|Express|1|2
1019|TRK-2026-001019|2|22|2026-05-19|2026-05-23|Delivered|Denmark|Aarhus|1192.75|68.10|Standard|3|4
1020|TRK-2026-001020|9|19|2026-08-17|2026-08-23|Delivered|Poland|Gdansk|591.53|34.56|Standard|2|6
1021|TRK-2025-001021|5|11|2025-04-28|2025-05-22|Delivered|Sweden|Stockholm|492.57|25.88|Standard|2|24
1022|TRK-2026-001022|9|6|2026-09-16|2026-09-20|Delivered|Germany|Hamburg|611.10|35.11|Standard|2|4
1023|TRK-2025-001023|9|20|2025-08-13|2025-08-16|Delivered|Portugal|Porto|1212.23|51.94|Standard|4|3
1024|TRK-2025-001024|10|29|2025-11-18|2025-11-29|Delivered|Spain|Barcelona|3571.95|96.01|Economy|12|11
1025|TRK-2025-001025|9|21|2025-03-03|2025-03-06|Delivered|Switzerland|Geneva|1535.85|84.66|Express|4|3
1026|TRK-2026-001026|3|24|2026-07-05|2026-07-11|Delivered|Germany|Berlin|557.71|41.42|Standard|2|6
1027|TRK-2025-001027|8|23|2025-10-04|2025-10-09|Delivered|Netherlands|Rotterdam|206.52|23.78|Standard|1|5
1028|TRK-2025-001028|1|28|2025-06-20|2025-06-23|Delivered|Denmark|Aarhus|2353.13|171.19|Express|6|3
1029|TRK-2025-001029|4|12|2025-08-11|2025-08-18|Delivered|Germany|Hamburg|1047.88|62.01|Standard|3|7
1030|TRK-2026-001030|1|28|2026-06-11|2026-06-14|Delivered|Portugal|Porto|302.79|30.72|Standard|1|3
1031|TRK-2025-001031|1|2|2025-11-15|2025-11-17|Returned|Sweden|Malmo|378.88|42.67|Express|2|2
1032|TRK-2026-001032|10|23|2026-08-05|2026-08-11|Delivered|Spain|Barcelona|646.18|36.09|Standard|2|6
1033|TRK-2025-001033|5|1|2025-02-06|2025-02-28|Delivered|Italy|Naples|269.21|22.31|Standard|1|22
1034|TRK-2026-001034|9|22|2026-08-19|2026-09-01|Delivered|France|Toulouse|780.87|35.05|Economy|4|13
1035|TRK-2025-001035|8|1|2025-12-18|2025-12-27|Delivered|Germany|Berlin|6603.63|202.90|Standard|18|9
1036|TRK-2025-001036|8|25|2025-08-18|2025-08-31|Delivered|Germany|Cologne|182.80|21.99|Economy|1|13
1037|TRK-2025-001037|2|27|2025-08-30|2025-09-02|Delivered|Italy|Rome|366.91|41.89|Express|1|3
1038|TRK-2025-001038|8|15|2025-05-21|2025-05-24|Delivered|Italy|Rome|1169.68|68.76|Express|6|3
1039|TRK-2026-001039|8|19|2026-05-21|2026-05-30|Delivered|France|Lyon|817.84|40.90|Standard|4|9
1040|TRK-2025-001040|5|6|2025-12-28|2026-01-11|Delivered|Switzerland|Zurich|4123.61|83.98|Standard|12|14
1041|TRK-2025-001041|4|10|2025-05-12|2025-05-15|Delivered|Germany|Cologne|1047.67|86.20|Express|3|3
1042|TRK-2026-001042|3|14|2026-04-20|2026-04-22|Delivered|Germany|Frankfurt|3058.19|217.09|Express|8|2
1043|TRK-2026-001043|10|12|2026-01-17|2026-01-20|Delivered|Germany|Frankfurt|1108.49|66.11|Express|6|3
1044|TRK-2026-001044|10|1|2026-08-23|2026-08-28|Delivered|Belgium|Brussels|1034.57|46.97|Standard|3|5
1045|TRK-2026-001045|3|10|2026-01-02|2026-01-08|Delivered|Poland|Warsaw|937.36|57.37|Standard|3|6
1046|TRK-2025-001046|3|23|2025-08-25|2025-09-01|Delivered|United Kingdom|London|181.51|25.62|Standard|1|7
1047|TRK-2025-001047|6|3|2025-08-23|2025-09-26|Delivered|Germany|Berlin|1246.38|33.55|Economy|4|34
1048|TRK-2025-001048|8|23|2025-11-24|2025-11-28|Delivered|Germany|Berlin|1147.73|67.81|Express|6|4
1049|TRK-2026-001049|3|3|2026-09-22|2026-09-26|Delivered|Spain|Seville|688.43|46.91|Standard|2|4
1050|TRK-2026-001050|7|13|2026-05-27|2026-06-12|Delivered|Germany|Cologne|385.04|22.81|Economy|2|16
1051|TRK-2025-001051|8|16|2025-02-09|2025-02-13|Delivered|Denmark|Aarhus|766.44|39.46|Standard|3|4
1052|TRK-2026-001052|9|11|2026-09-18||Delayed|Sweden|Malmo|210.93|23.91|Standard|1|
1053|TRK-2025-001053|5|1|2025-06-29|2025-07-20|Delivered|United Kingdom|Manchester|7351.74|109.75|Economy|26|21
1054|TRK-2025-001054|3|7|2025-09-20|2025-09-23|Delivered|Germany|Munich|479.59|49.22|Express|2|3
1055|TRK-2026-001055|3|27|2026-05-14|2026-05-17|Delivered|Germany|Berlin|1056.01|62.35|Standard|3|3
1056|TRK-2025-001056|5|27|2025-04-22|2025-05-03|Delivered|Spain|Madrid|896.92|32.35|Standard|3|11
1057|TRK-2025-001057|10|18|2025-03-10|2025-03-14|Delivered|Germany|Cologne|308.68|26.64|Standard|1|4
1058|TRK-2025-001058|7|3|2025-10-30|2025-11-11|Delivered|Austria|Vienna|3422.76|102.88|Express|18|12
1059|TRK-2025-001059|3|22|2025-06-16|2025-06-19|Delivered|Germany|Cologne|841.70|72.79|Express|3|3
1060|TRK-2026-001060|1|29|2026-06-04|2026-06-09|Delivered|Austria|Graz|681.69|46.63|Standard|2|5
1061|TRK-2025-001061|4|23|2025-11-30|2025-12-04|Delivered|Portugal|Porto|1465.34|79.54|Standard|6|4
1062|TRK-2026-001062|1|10|2026-09-10||Delayed|United Kingdom|Birmingham|483.74|38.32|Standard|2|
1063|TRK-2026-001063|3|14|2026-05-14|2026-05-21|Delivered|Poland|Krakow|744.99|49.29|Standard|3|7
1064|TRK-2026-001064|2|11|2026-03-04|2026-03-08|Delivered|France|Marseille|238.30|25.81|Economy|1|4
1065|TRK-2026-001065|10|10|2026-07-14|2026-07-17|Delivered|Denmark|Copenhagen|902.51|57.17|Express|3|3
1066|TRK-2026-001066|6|24|2026-05-19|2026-06-18|Delivered|Sweden|Stockholm|376.74|24.03|Standard|1|30
1067|TRK-2025-001067|4|10|2025-04-12|2025-04-15|Delivered|Germany|Berlin|1061.06|87.08|Express|3|3
1068|TRK-2026-001068|1|7|2026-03-12|2026-03-17|Delivered|Spain|Seville|307.15|28.06|Economy|1|5
1069|TRK-2025-001069|6|12|2025-03-02|2025-03-14|Delivered|Belgium|Brussels|1185.21|47.39|Express|3|12
1070|TRK-2025-001070|10|5|2025-04-30|2025-05-03|Delivered|France|Lyon|2041.04|75.15|Standard|6|3
1071|TRK-2026-001071|9|11|2026-01-28|2026-02-02|Delivered|Netherlands|Amsterdam|193.35|23.41|Standard|1|5
1072|TRK-2025-001072|10|16|2025-02-10|2025-02-24|Delivered|Germany|Hamburg|2581.62|74.38|Economy|12|14
1073|TRK-2025-001073|10|28|2025-05-07|2025-05-11|Delivered|Switzerland|Basel|1611.44|87.94|Express|4|4
1074|TRK-2025-001074|2|16|2025-01-27|2025-02-02|Delivered|United Kingdom|London|223.37|25.32|Economy|1|6
1075|TRK-2026-001075|1|5|2026-07-06|2026-07-11|Delivered|Germany|Berlin|5108.21|232.54|Standard|18|5
1076|TRK-2026-001076|10|27|2026-05-13|2026-05-16|Delivered|France|Lyon|4265.90|203.14|Express|12|3
1077|TRK-2026-001077|2|6|2026-05-10|2026-05-15|Delivered|Italy|Naples|386.98|34.25|Standard|1|5
1078|TRK-2025-001078|8|14|2025-01-25|2025-01-30|Delivered|Netherlands|Rotterdam|205.18|22.48|Economy|1|5
1079|TRK-2026-001079|3|1|2026-01-18|2026-01-23|Delivered|United Kingdom|Manchester|936.63|57.34|Standard|3|5
1080|TRK-2025-001080|1|19|2025-11-15|2025-11-17|Delivered|Netherlands|Eindhoven|717.10|64.68|Express|2|2
1081|TRK-2026-001081|5|24|2026-04-28|2026-05-08|Delivered|Germany|Hamburg|5466.14|153.56|Express|18|10
1082|TRK-2025-001082|6|16|2025-11-13|2025-12-16|Delivered|Denmark|Aarhus|462.63|23.77|Economy|2|33
1083|TRK-2026-001083|3|22|2026-05-03|2026-05-06|Delivered|Denmark|Aarhus|470.50|37.76|Standard|2|3
1084|TRK-2025-001084|9|28|2025-12-19|2025-12-29|Delivered|Czechia|Prague|752.22|34.43|Economy|2|10
1085|TRK-2026-001085|2|18|2026-01-18|2026-01-29|Delivered|Netherlands|Eindhoven|209.57|24.87|Economy|1|11
1086|TRK-2025-001086|6|15|2025-03-03|2025-04-07|Delivered|Germany|Berlin|1677.66|38.94|Economy|6|35
1087|TRK-2026-001087|4|17|2026-02-27|2026-03-04|Delivered|Denmark|Aarhus|833.19|52.99|Standard|4|5
1088|TRK-2025-001088|8|18|2025-11-30|2025-12-07|Delivered|Italy|Turin|395.74|29.08|Standard|2|7
1089|TRK-2025-001089|2|3|2025-05-16|2025-05-21|Delivered|Germany|Hamburg|1067.19|62.82|Standard|3|5
1090|TRK-2025-001090|3|8|2025-05-25|2025-05-27|Delivered|Spain|Barcelona|793.67|69.67|Express|2|2
1091|TRK-2025-001091|5|25|2025-07-12|2025-08-09|Delivered|Poland|Gdansk|767.22|30.28|Standard|3|28
1092|TRK-2026-001092|1|21|2026-01-01|2026-01-04|Returned|United Kingdom|Birmingham|931.52|78.64|Express|3|3
1093|TRK-2025-001093|9|27|2025-06-08|2025-06-11|Delivered|Netherlands|Amsterdam|5267.21|246.60|Express|26|3
1094|TRK-2025-001094|8|10|2025-09-01|2025-09-04|Delivered|Portugal|Lisbon|3332.78|162.64|Express|8|3
1095|TRK-2026-001095|7|20|2026-01-20|2026-02-04|Delivered|Poland|Warsaw|427.36|24.84|Standard|2|15
1096|TRK-2025-001096|9|18|2025-03-01|2025-03-10|Delivered|Italy|Turin|366.20|28.25|Standard|1|9
1097|TRK-2025-001097|2|27|2025-01-24|2025-01-26|Delivered|Germany|Berlin|405.12|44.37|Express|2|2
1098|TRK-2025-001098|1|6|2025-09-29|2025-10-01|Delivered|Switzerland|Zurich|5165.14|354.25|Express|18|2
1099|TRK-2026-001099|8|6|2026-08-11|2026-08-16|Delivered|Poland|Gdansk|2608.74|91.04|Standard|8|5
1100|TRK-2026-001100|6|29|2026-02-27|2026-03-11|Returned|Sweden|Malmo|3061.26|93.92|Express|12|12
1101|TRK-2025-001101|10|4|2025-05-21|2025-05-30|Delivered|Germany|Berlin|1883.96|59.15|Economy|6|9
1102|TRK-2026-001102|9|25|2026-03-27|2026-04-03|Delivered|Germany|Frankfurt|2182.33|79.11|Standard|6|7
1103|TRK-2025-001103|9|2|2025-03-09|2025-03-17|Delivered|Poland|Gdansk|980.73|45.46|Standard|3|8
1104|TRK-2025-001104|3|22|2025-01-30|2025-02-06|Delivered|Germany|Hamburg|7050.81|248.98|Economy|18|7
1105|TRK-2026-001105|9|4|2026-02-06|2026-02-12|Delivered|Germany|Cologne|895.46|43.07|Standard|3|6
1106|TRK-2026-001106|8|9|2026-02-28|2026-03-07|Delivered|France|Toulouse|365.98|28.25|Standard|1|7
1107|TRK-2026-001107|3|8|2026-01-22|2026-01-28|Delivered|Netherlands|Eindhoven|2826.80|136.73|Standard|12|6
1108|TRK-2025-001108|5|27|2025-06-08|2025-06-29|Delivered|Sweden|Stockholm|375.91|24.01|Standard|1|21
1109|TRK-2025-001109|10|11|2025-09-02|2025-09-07|Delivered|Germany|Frankfurt|1621.59|53.42|Economy|8|5
1110|TRK-2025-001110|6|14|2025-02-16|2025-03-02|Delivered|Netherlands|Amsterdam|201.97|23.01|Express|1|14
1111|TRK-2025-001111|4|16|2025-01-14|2025-01-17|Delivered|Germany|Hamburg|7058.03|477.48|Express|26|3
1112|TRK-2026-001112|6|24|2026-01-07|2026-02-05|Delivered|Belgium|Brussels|619.35|27.91|Standard|2|29
1113|TRK-2026-001113|1|27|2026-07-11|2026-07-15|Returned|France|Toulouse|555.38|41.33|Standard|3|4
1114|TRK-2025-001114|4|21|2025-12-31|2026-01-05|Delivered|Switzerland|Geneva|311.22|31.07|Standard|1|5
1115|TRK-2026-001115|1|23|2026-05-17|2026-05-20|Delivered|France|Toulouse|416.86|45.14|Express|2|3
1116|TRK-2026-001116|9|21|2026-05-31|2026-06-07|Returned|Germany|Frankfurt|2184.01|79.15|Standard|8|7
1117|TRK-2026-001117|3|5|2026-06-08|2026-06-12|Delivered|Italy|Milan|209.06|26.78|Standard|1|4
1118|TRK-2026-001118|2|11|2026-05-24|2026-05-27|Delivered|Germany|Cologne|1126.61|91.34|Express|6|3
1119|TRK-2026-001119|9|25|2026-06-25|2026-07-07|Delivered|Netherlands|Eindhoven|766.09|34.73|Economy|2|12
1120|TRK-2025-001120|3|15|2025-08-13|2025-08-17|Delivered|United Kingdom|Birmingham|743.64|49.23|Standard|2|4
1121|TRK-2025-001121|9|1|2025-09-13|2025-09-24|Delivered|Netherlands|Eindhoven|6631.61|162.83|Economy|26|11
1122|TRK-2025-001122|1|7|2025-10-30|2025-11-04|Returned|Germany|Munich|480.40|38.18|Standard|2|5
1123|TRK-2026-001123|4|21|2026-02-12|2026-02-16|Delivered|United Kingdom|Manchester|225.10|27.45|Standard|1|4
1124|TRK-2026-001124|1|9|2026-07-26|2026-07-29|Delivered|Denmark|Copenhagen|1361.26|106.62|Express|4|3
1125|TRK-2026-001125|10|14|2026-05-11|2026-05-17|Delivered|Italy|Turin|457.52|30.81|Standard|2|6
1126|TRK-2026-001126|8|8|2026-04-30|2026-05-08|Delivered|Germany|Cologne|283.49|25.94|Standard|1|8
1127|TRK-2026-001127|8|29|2026-08-27|2026-09-10|Delivered|France|Marseille|203.15|22.44|Economy|1|14
1128|TRK-2026-001128|1|19|2026-01-20|2026-01-23|Delivered|Spain|Barcelona|2532.86|124.38|Standard|8|3
1129|TRK-2025-001129|3|20|2025-07-14|2025-07-20|Delivered|Denmark|Aarhus|2241.29|112.13|Standard|6|6
1130|TRK-2026-001130|2|11|2026-06-26|2026-07-05|Delivered|Germany|Munich|6598.65|234.17|Economy|26|9
1131|TRK-2026-001131|4|12|2026-04-15|2026-04-18|Delivered|Spain|Seville|309.13|38.12|Express|1|3
1132|TRK-2025-001132|2|9|2025-02-21|2025-02-26|Delivered|Belgium|Antwerp|506.90|39.29|Standard|2|5
1133|TRK-2026-001133|7|6|2026-09-29||Awaiting Pickup|Portugal|Lisbon|600.80|32.90|Express|2|
1134|TRK-2026-001134|5|28|2026-07-17|2026-08-11|Delivered|Spain|Valencia|252.94|21.16|Economy|1|25
1135|TRK-2026-001135|2|19|2026-03-03|2026-03-06|Delivered|United Kingdom|Birmingham|202.12|26.49|Standard|1|3
1136|TRK-2026-001136|4|19|2026-02-04|2026-02-08|Delivered|Spain|Barcelona|2021.93|102.92|Standard|8|4
1137|TRK-2025-001137|2|18|2025-06-07|2025-06-12|Delivered|France|Marseille|354.45|32.89|Standard|1|5
1138|TRK-2025-001138|6|21|2025-02-26|2025-03-18|Delivered|Germany|Frankfurt|708.42|26.84|Economy|2|20
1139|TRK-2026-001139|3|9|2026-05-11|2026-05-18|Delivered|Portugal|Lisbon|452.57|32.83|Economy|2|7
1140|TRK-2026-001140|4|16|2026-08-01|2026-08-12|Returned|Netherlands|Amsterdam|343.51|29.25|Economy|1|11
1141|TRK-2026-001141|3|22|2026-06-09|2026-06-12|Delivered|Netherlands|Amsterdam|6138.48|275.82|Standard|18|3
1142|TRK-2026-001142|8|3|2026-02-02|2026-02-06|Delivered|Belgium|Brussels|261.57|29.35|Express|1|4
1143|TRK-2025-001143|2|8|2025-11-25|2025-11-30|Delivered|Germany|Frankfurt|770.09|50.34|Standard|2|5
1144|TRK-2026-001144|4|1|2026-08-01|2026-08-04|Returned|France|Marseille|2582.47|126.46|Standard|12|3
1145|TRK-2026-001145|8|18|2026-05-05|2026-05-08|Delivered|United Kingdom|London|964.87|59.88|Express|3|3
1146|TRK-2025-001146|1|17|2025-12-21|2025-12-26|Delivered|France|Paris|937.24|57.36|Standard|3|5
1147|TRK-2026-001147|2|21|2026-06-12|2026-06-19|Returned|France|Lyon|887.82|55.29|Standard|3|7
1148|TRK-2026-001148|10|10|2026-08-03|2026-08-12|Delivered|Belgium|Brussels|383.95|28.75|Standard|2|9
1149|TRK-2025-001149|1|11|2025-05-09|2025-05-14|Delivered|Netherlands|Eindhoven|1328.19|73.78|Standard|4|5
1150|TRK-2025-001150|2|10|2025-12-08|2025-12-15|Delivered|United Kingdom|Birmingham|238.65|28.02|Standard|1|7
1151|TRK-2025-001151|9|10|2025-03-18|2025-03-22|Delivered|Italy|Naples|1182.47|51.11|Standard|3|4
1152|TRK-2025-001152|7|10|2025-01-25|2025-02-05|Delivered|Switzerland|Basel|302.31|25.50|Express|1|11
1153|TRK-2026-001153|7|15|2026-02-02|2026-03-02|Delivered|Belgium|Ghent|3417.94|72.69|Standard|12|28
1154|TRK-2025-001154|3|18|2025-03-16|2025-03-18|Delivered|Germany|Hamburg|4306.11|298.33|Express|12|2
1155|TRK-2025-001155|10|24|2025-08-22|2025-08-29|Delivered|Germany|Munich|472.90|31.24|Standard|2|7
1156|TRK-2026-001156|1|12|2026-05-19|2026-05-27|Delivered|Netherlands|Eindhoven|1984.23|83.00|Economy|6|8
1157|TRK-2025-001157|1|16|2025-04-06|2025-04-10|Delivered|Germany|Munich|916.64|56.50|Standard|3|4
1158|TRK-2026-001158|1|28|2026-04-01|2026-04-05|Returned|Sweden|Stockholm|3318.82|126.72|Economy|8|4
1159|TRK-2025-001159|9|7|2025-02-03|2025-02-07|Delivered|Germany|Munich|371.25|34.11|Express|2|4
1160|TRK-2025-001160|9|29|2025-07-02|2025-07-10|Delivered|Czechia|Brno|2505.26|88.15|Standard|6|8
1161|TRK-2026-001161|10|24|2026-01-18|2026-01-22|Delivered|Italy|Turin|3281.49|160.42|Express|12|4
1162|TRK-2026-001162|4|22|2026-01-29|2026-02-08|Delivered|Switzerland|Basel|214.62|25.03|Economy|1|10
1163|TRK-2025-001163|2|27|2025-03-09|2025-03-17|Delivered|Switzerland|Geneva|1715.88|74.21|Economy|6|8
1164|TRK-2026-001164|3|12|2026-06-01|2026-06-08|Delivered|Germany|Berlin|243.34|28.22|Standard|1|7
1165|TRK-2025-001165|2|13|2025-10-21|2025-10-24|Delivered|Italy|Turin|1108.66|90.17|Express|3|3
1166|TRK-2025-001166|8|12|2025-02-09|2025-02-18|Delivered|Italy|Rome|1291.88|54.17|Standard|4|9
1167|TRK-2025-001167|1|3|2025-09-05|2025-09-08|Delivered|United Kingdom|London|4250.85|196.54|Standard|12|3
1168|TRK-2026-001168|5|18|2026-02-08|2026-03-15|Delivered|Switzerland|Geneva|548.02|24.84|Economy|2|35
1169|TRK-2025-001169|4|22|2025-06-17|2025-06-24|Delivered|Denmark|Aarhus|401.84|31.16|Economy|1|7
1170|TRK-2025-001170|9|2|2025-07-06|2025-07-09|Delivered|Denmark|Aarhus|3339.74|111.51|Standard|8|3
1171|TRK-2025-001171|1|10|2025-11-19|2025-11-22|Returned|Switzerland|Geneva|1560.73|119.60|Express|6|3
1172|TRK-2025-001172|1|16|2025-07-20|2025-07-24|Delivered|Netherlands|Amsterdam|217.55|27.14|Standard|1|4
1173|TRK-2025-001173|9|23|2025-06-12|2025-06-19|Delivered|Germany|Munich|6390.27|196.93|Standard|26|7
