ticket_id|subject|account_id|agent_id|channel|category|priority|status|opened_date|resolved_date|sla_breached|first_response_minutes|resolution_hours
739|Dark mode for the dashboards|40|6|Email|Feature Request|Normal|Waiting on Customer|2026-06-13||1|39|
740|How do I schedule a report?|18|12|Email|How-To|Low|Open|2025-04-14||1|10|
741|User accounts for the new team|55|15|Phone|Onboarding|Low|Closed|2025-10-02|2025-10-04|0|138|67.98
742|Please add a CSV export|5|8|Email|Feature Request|Normal|Closed|2026-05-18|2026-05-18|0|376|19.71
743|Dark mode for the dashboards|18|6|Phone|Feature Request|Low|Closed|2026-07-08|2026-07-10|0|79|51.79
744|Where do I set the currency?|26|2|Phone|How-To|High|Closed|2025-06-29|2025-06-29|0|137|1.86
745|Login loop after update|26|8|Phone|Bug|High|Closed|2025-07-11|2025-07-11|0|98|5.70
746|Where do I set the currency?|47|3|Phone|How-To|Normal|Resolved|2026-05-16|2026-05-16|0|175|12.73
747|Server unreachable this morning|29|7|Phone|Outage|Normal|Closed|2025-04-05|2025-04-06|0|82|33.30
748|Scheduled jobs are queued|36|7|Email|Outage|High|Resolved|2026-06-21|2026-06-21|0|87|3.59
749|Dark mode for the dashboards|55|7|Web Form|Feature Request|Low|Closed|2025-12-10|2025-12-11|0|169|28.72
750|Wrong VAT rate on the last bill|30|11|Email|Billing|High|Closed|2025-10-09|2025-10-09|0|36|7.20
751|Database connection refused|38|6|Email|Outage|Normal|Closed|2025-12-21|2025-12-22|0|82|39.46
752|Server unreachable this morning|38|6|Web Form|Outage|Low|Resolved|2026-05-07|2026-05-08|0|120|40.47
753|Filter by region|34|6|Email|Feature Request|Urgent|Closed|2025-05-22|2025-05-22|0|3|2.18
754|Login loop after update|48|7|Email|Bug|Low|Closed|2025-06-10|2025-06-11|0|167|26.76
755|Please add a CSV export|39|2|Email|Feature Request|Low|In Progress|2026-09-15||1|57|
756|How do I add a second connection?|10|9|Email|How-To|Normal|Closed|2026-08-06|2026-08-06|0|87|6.53
757|Credit note request|51|11|Phone|Billing|Low|Closed|2025-02-27|2025-03-03|1|107|99.24
758|Totals differ from the source|8|7|Phone|Bug|Urgent|Closed|2025-10-08|2025-10-08|0|18|2.63
759|More decimals in the pivot|45|7|Phone|Feature Request|High|Closed|2025-04-17|2025-04-17|0|112|8.21
760|Where do I set the currency?|22|15|Phone|How-To|High|Closed|2026-02-09|2026-02-10|1|239|29.65
761|Where do I set the currency?|42|2|Chat|How-To|Normal|Closed|2025-07-29|2025-07-29|0|369|6.90
762|Invoice does not match the order|20|12|Phone|Billing|Low|Waiting on Customer|2026-06-16||1|12|
763|Database connection refused|14|13|Web Form|Outage|Urgent|Closed|2025-01-13|2025-01-13|0|19|1.35
764|Login loop after update|28|7|Phone|Bug|Normal|Closed|2025-12-31|2025-12-31|0|138|17.09
765|How do I schedule a report?|26|5|Email|How-To|Normal|Resolved|2026-06-18|2026-06-18|0|70|14.26
766|Where do I set the currency?|10|3|Email|How-To|Low|Closed|2026-02-24|2026-02-24|0|276|21.38
767|Please split this invoice|28|12|Phone|Billing|Low|Closed|2026-05-15|2026-05-16|0|50|28.49
768|Where do I set the currency?|27|5|Email|How-To|High|Closed|2025-12-29|2025-12-29|0|33|8.69
769|Scheduler skipped a run|50|6|Web Form|Bug|Normal|Closed|2025-05-15|2025-05-15|0|56|9.09
770|More decimals in the pivot|1|9|Email|Feature Request|Low|Closed|2025-11-02|2025-11-03|0|26|44.28
771|Login loop after update|15|6|Phone|Bug|Normal|Resolved|2026-03-27|2026-03-28|0|314|44.43
772|Scheduler skipped a run|53|3|Email|Bug|Normal|Resolved|2026-02-16|2026-02-16|0|239|21.59
773|Scheduled jobs are queued|52|8|Phone|Outage|Normal|Closed|2025-07-25|2025-07-25|0|261|22.30
774|Database connection refused|38|8|Web Form|Outage|High|Closed|2025-11-21|2025-11-21|1|75|15.54
775|Filter by region|59|9|Chat|Feature Request|Low|Closed|2025-05-27|2025-05-28|0|84|31.46
776|Scheduled jobs are queued|35|8|Chat|Outage|High|Closed|2025-09-27|2025-09-27|0|73|11.13
777|Credit note request|38|11|Web Form|Billing|Normal|Closed|2025-12-08|2025-12-09|0|3|47.74
778|Help importing our first data set|30|13|Email|Onboarding|High|Resolved|2025-03-17|2025-03-17|0|28|4.93
779|Wrong VAT rate on the last bill|8|11|Email|Billing|Normal|Resolved|2025-01-20|2025-01-21|0|65|24.97
780|Totals differ from the source|7|11|Web Form|Bug|Low|Closed|2025-02-13|2025-02-14|0|15|40.89
781|Wrong VAT rate on the last bill|49|10|Email|Billing|Urgent|Closed|2025-01-16|2025-01-16|1|52|6.79
782|Wrong VAT rate on the last bill|52|10|Email|Billing|Normal|Closed|2026-05-06|2026-05-08|1|187|51.05
783|How do I add a second connection?|18|3|Email|How-To|Normal|Closed|2025-06-11|2025-06-11|0|87|12.57
784|Where do I set the currency?|9|5|Email|How-To|Low|Closed|2026-01-14|2026-01-19|1|92|126.68
785|Please add a CSV export|7|7|Chat|Feature Request|Normal|Closed|2025-12-01|2025-12-01|0|43|14.78
786|Kick-off call follow-up|55|13|Email|Onboarding|Normal|Closed|2025-04-04|2025-04-04|0|140|17.86
787|Kick-off call follow-up|17|14|Chat|Onboarding|Low|Closed|2025-01-01|2025-01-02|0|245|24.59
788|Report export is empty|53|9|Email|Bug|Normal|Closed|2026-06-08|2026-06-08|0|109|6.22
789|Report export is empty|32|9|Email|Bug|Urgent|Closed|2025-07-27|2025-07-27|0|32|0.67
790|Kick-off call follow-up|18|10|Web Form|Onboarding|Urgent|Closed|2026-05-24|2026-05-24|1|11|4.48
791|How do I schedule a report?|8|4|Email|How-To|Low|Resolved|2025-12-18|2025-12-20|0|8|71.65
792|Training session request|54|15|Email|Onboarding|Normal|Closed|2026-06-19|2026-06-20|0|9|31.45
793|Scheduler skipped a run|34|8|Email|Bug|Normal|Closed|2025-05-07|2025-05-09|1|133|59.64
794|Help importing our first data set|29|13|Email|Onboarding|High|Closed|2025-09-16|2025-09-16|0|97|3.25
795|Credit note request|46|12|Chat|Billing|High|Closed|2025-10-08|2025-10-08|0|49|6.90
796|Please add a CSV export|18|1|Chat|Feature Request|Low|Closed|2026-06-16|2026-06-20|1|523|113.91
797|Credit note request|55|11|Chat|Billing|Normal|Closed|2025-01-30|2025-01-31|0|162|39.60
798|Scheduler skipped a run|3|6|Email|Bug|Urgent|Closed|2026-01-07|2026-01-07|0|190|0.99
799|Help importing our first data set|2|14|Web Form|Onboarding|High|Closed|2026-03-12|2026-03-12|1|113|15.47
800|How do I share a dashboard?|38|4|Web Form|How-To|Normal|Resolved|2025-07-09|2025-07-11|1|80|63.53
801|More decimals in the pivot|40|9|Web Form|Feature Request|High|Waiting on Customer|2026-05-23||1|37|
802|Database connection refused|52|6|Email|Outage|High|Open|2026-07-03||1|99|
803|Login loop after update|36|9|Phone|Bug|Normal|Closed|2025-11-25|2025-11-25|0|102|9.66
804|More decimals in the pivot|38|7|Web Form|Feature Request|High|Resolved|2026-02-27|2026-02-27|0|21|4.79
805|Kick-off call follow-up|60|9|Phone|Onboarding|Normal|Closed|2025-02-21|2025-02-21|0|98|6.21
806|Training session request|29|14|Email|Onboarding|Normal|In Progress|2026-02-25||1|107|
807|Report export is empty|38|8|Email|Bug|Low|Closed|2025-03-26|2025-03-30|1|81|116.32
808|How do I schedule a report?|42|2|Web Form|How-To|Low|Closed|2025-01-08|2025-01-08|0|263|14.59
809|How do I add a second connection?|56|13|Web Form|How-To|Urgent|Closed|2026-04-19|2026-04-19|0|67|1.00
810|User accounts for the new team|43|13|Web Form|Onboarding|Low|Closed|2025-08-19|2025-08-21|0|211|50.28
811|Training session request|49|15|Phone|Onboarding|Normal|Closed|2025-06-07|2025-06-07|0|57|14.33
812|Totals differ from the source|12|8|Email|Bug|High|Closed|2025-07-30|2025-07-30|0|13|3.67
813|Training session request|11|13|Email|Onboarding|High|Closed|2025-12-11|2025-12-11|0|14|6.18
814|Login loop after update|2|6|Email|Bug|High|Closed|2025-05-29|2025-05-29|0|164|2.17
815|Please split this invoice|12|9|Chat|Billing|Low|Closed|2025-03-04|2025-03-04|0|7|22.69
816|How do I add a second connection?|9|4|Email|How-To|Normal|Resolved|2025-09-11|2025-09-11|0|95|21.80
817|Scheduler skipped a run|26|7|Chat|Bug|Normal|Closed|2026-08-06|2026-08-06|0|44|2.44
818|Scheduler skipped a run|20|9|Chat|Bug|Urgent|Closed|2026-02-25|2026-02-25|1|87|9.66
819|Login loop after update|19|6|Email|Bug|Low|Closed|2026-04-27|2026-04-28|0|132|43.24
820|How do I schedule a report?|23|10|Email|How-To|High|Open|2026-07-16||1|101|
821|Login loop after update|7|6|Web Form|Bug|High|Closed|2026-04-19|2026-04-19|0|28|3.23
822|How do I share a dashboard?|11|5|Phone|How-To|High|Closed|2026-09-12|2026-09-13|1|467|36.96
823|More decimals in the pivot|36|7|Email|Feature Request|Normal|Closed|2025-12-03|2025-12-06|1|256|81.06
824|Please split this invoice|46|10|Phone|Billing|Normal|Closed|2025-03-06|2025-03-06|0|88|19.99
825|Invoice does not match the order|27|12|Phone|Billing|Low|Closed|2025-02-26|2025-03-02|1|160|118.26
826|How do I schedule a report?|9|5|Web Form|How-To|Low|Resolved|2025-09-25|2025-09-29|1|156|103.37
827|Login loop after update|58|9|Phone|Bug|Urgent|Open|2026-07-12||1|158|
828|User accounts for the new team|30|14|Phone|Onboarding|High|Closed|2026-09-26|2026-09-26|0|42|5.27
829|Scheduler skipped a run|57|8|Email|Bug|Normal|Open|2025-12-20||1|30|
830|Training session request|18|14|Phone|Onboarding|Low|Closed|2025-11-06|2025-11-09|0|155|89.78
831|Please add a CSV export|39|8|Web Form|Feature Request|Low|Closed|2026-05-20|2026-05-20|0|7|8.21
832|Dark mode for the dashboards|18|6|Phone|Feature Request|Urgent|Closed|2025-07-27|2025-07-27|0|3|1.81
833|Please split this invoice|19|10|Phone|Billing|Low|Closed|2025-03-05|2025-03-11|1|17|155.37
834|Dashboards time out|19|8|Phone|Outage|Normal|Open|2026-09-16||1|147|
835|Invoice does not match the order|1|12|Email|Billing|Normal|Closed|2026-05-01|2026-05-02|0|10|34.26
836|Help importing our first data set|48|15|Email|Onboarding|Urgent|In Progress|2026-08-24||1|40|
837|Wrong VAT rate on the last bill|57|12|Phone|Billing|Normal|Closed|2026-04-11|2026-04-11|0|3|20.57
838|Please split this invoice|13|12|Web Form|Billing|Low|Waiting on Customer|2026-08-21||1|83|
839|How do I add a second connection?|55|2|Web Form|How-To|Low|Closed|2025-07-31|2025-08-01|0|32|31.77
840|How do I share a dashboard?|2|3|Web Form|How-To|High|Resolved|2026-08-31|2026-08-31|0|10|2.32
841|Credit note request|20|12|Email|Billing|High|Resolved|2025-04-19|2025-04-19|0|20|2.63
842|Scheduler skipped a run|10|7|Email|Bug|Normal|Closed|2026-01-23|2026-01-23|0|39|9.18
843|Please split this invoice|21|12|Phone|Billing|High|Closed|2026-08-23|2026-08-23|0|130|5.43
844|Totals differ from the source|39|6|Web Form|Bug|Low|Closed|2025-08-06|2025-08-07|0|73|27.08
845|How do I schedule a report?|22|1|Phone|How-To|Normal|In Progress|2026-06-11||1|61|
846|Training session request|15|14|Phone|Onboarding|High|Resolved|2025-04-26|2025-04-26|1|42|13.76
847|Kick-off call follow-up|36|15|Web Form|Onboarding|High|Closed|2025-12-29|2025-12-29|0|121|3.45
848|Please add a CSV export|29|9|Chat|Feature Request|Normal|Closed|2025-11-06|2025-11-08|1|3|56.31
849|Help importing our first data set|10|14|Web Form|Onboarding|Low|Closed|2025-05-24|2025-05-29|1|27|126.50
850|Wrong VAT rate on the last bill|9|10|Web Form|Billing|Normal|Resolved|2025-09-05|2025-09-07|1|307|53.84
851|Help importing our first data set|3|10|Phone|Onboarding|Low|Resolved|2025-02-18|2025-02-18|0|143|11.78
852|Where do I set the currency?|58|4|Email|How-To|Normal|Closed|2026-07-31|2026-07-31|0|143|14.59
853|Please split this invoice|21|10|Web Form|Billing|Normal|Resolved|2025-11-23|2025-11-23|0|49|16.07
854|Training session request|58|9|Web Form|Onboarding|Normal|Closed|2026-03-31|2026-04-01|0|189|46.25
855|How do I share a dashboard?|34|13|Email|How-To|Normal|Closed|2026-01-20|2026-01-20|0|65|21.66
856|Credit note request|47|10|Phone|Billing|Normal|Closed|2026-01-20|2026-01-21|0|36|28.90
857|Help importing our first data set|36|14|Phone|Onboarding|High|Closed|2026-01-26|2026-01-26|0|85|6.96
858|Scheduled jobs are queued|30|7|Chat|Outage|Normal|Closed|2026-08-16|2026-08-19|1|279|86.58
859|Totals differ from the source|55|9|Email|Bug|High|Closed|2025-12-29|2025-12-29|0|134|3.55
860|User accounts for the new team|1|15|Email|Onboarding|Low|Closed|2026-02-03|2026-02-04|0|174|32.84
861|Dark mode for the dashboards|29|6|Chat|Feature Request|Urgent|Closed|2026-06-10|2026-06-10|0|87|3.53
862|How do I add a second connection?|42|1|Chat|How-To|Normal|Closed|2026-05-25|2026-05-25|0|62|4.41
863|Invoice does not match the order|28|8|Web Form|Billing|High|Closed|2025-05-08|2025-05-08|0|14|1.40
864|How do I share a dashboard?|21|10|Phone|How-To|High|Closed|2025-07-27|2025-07-27|0|45|2.75
865|Credit note request|39|12|Chat|Billing|Normal|Resolved|2026-06-19|2026-06-21|1|20|55.50
866|Filter by region|15|9|Phone|Feature Request|High|Closed|2026-05-06|2026-05-06|0|29|1.69
867|Please split this invoice|30|12|Web Form|Billing|Urgent|Closed|2025-06-01|2025-06-01|0|90|0.84
868|Help importing our first data set|58|13|Email|Onboarding|High|Closed|2025-10-04|2025-10-04|0|20|10.03
869|Invoice does not match the order|11|10|Phone|Billing|Urgent|Closed|2025-07-15|2025-07-15|0|37|1.21
870|Report export is empty|35|6|Email|Bug|High|Closed|2025-12-29|2025-12-29|1|35|13.17
871|Please split this invoice|29|11|Email|Billing|High|Closed|2025-12-04|2025-12-04|0|137|1.67
872|Help importing our first data set|28|13|Email|Onboarding|Low|Closed|2025-03-16|2025-03-16|0|48|20.95
873|Where do I set the currency?|60|2|Email|How-To|Low|Closed|2026-04-05|2026-04-07|0|96|64.59
874|Please split this invoice|19|3|Email|Billing|Normal|Closed|2025-10-23|2025-10-24|0|8|25.06
875|Training session request|44|13|Email|Onboarding|Urgent|Closed|2025-08-20|2025-08-20|0|85|0.79
876|User accounts for the new team|19|9|Web Form|Onboarding|Normal|Resolved|2026-07-25|2026-07-25|0|80|9.99
877|Scheduler skipped a run|58|8|Chat|Bug|Normal|Closed|2025-12-17|2025-12-17|0|218|14.25
878|Dark mode for the dashboards|21|6|Phone|Feature Request|High|Closed|2025-05-28|2025-05-28|0|12|6.59
879|Invoice does not match the order|27|10|Email|Billing|Low|Resolved|2026-03-03|2026-03-04|0|261|36.28
880|Credit note request|60|10|Phone|Billing|High|Closed|2026-04-28|2026-04-28|0|93|8.72
881|How do I schedule a report?|55|2|Chat|How-To|Normal|Closed|2026-04-08|2026-04-08|0|42|4.64
882|Training session request|60|15|Phone|Onboarding|Normal|Closed|2025-02-22|2025-02-22|0|94|11.18
883|Kick-off call follow-up|3|14|Phone|Onboarding|Normal|Closed|2025-09-28|2025-09-29|0|108|24.29
884|Totals differ from the source|30|4|Email|Bug|Low|Closed|2026-06-23|2026-06-24|0|15|28.54
885|How do I share a dashboard?|53|3|Web Form|How-To|Low|Closed|2025-12-06|2025-12-06|0|170|18.28
886|Please split this invoice|37|12|Phone|Billing|High|Resolved|2025-03-19|2025-03-19|0|211|2.07
887|Scheduled jobs are queued|57|7|Chat|Outage|Low|Closed|2025-09-06|2025-09-08|0|15|51.28
888|Dark mode for the dashboards|18|13|Web Form|Feature Request|High|Closed|2025-03-23|2025-03-23|0|131|11.57
889|Totals differ from the source|38|7|Phone|Bug|High|Closed|2025-06-29|2025-06-29|0|3|5.84
890|Where do I set the currency?|26|9|Email|How-To|High|Closed|2026-01-19|2026-01-20|1|67|35.68
891|How do I share a dashboard?|58|1|Web Form|How-To|Urgent|In Progress|2026-09-22||1|165|
892|Report export is empty|51|8|Web Form|Bug|Low|Resolved|2026-05-12|2026-05-14|0|6|71.92
893|Help importing our first data set|36|2|Chat|Onboarding|Normal|Closed|2026-05-16|2026-05-16|0|115|16.37
894|Kick-off call follow-up|36|3|Web Form|Onboarding|High|Closed|2025-10-07|2025-10-07|0|122|4.10
895|How do I schedule a report?|27|4|Phone|How-To|Normal|Closed|2025-11-27|2025-11-27|0|3|11.17
896|More decimals in the pivot|41|7|Chat|Feature Request|Low|Waiting on Customer|2025-08-08||1|35|
897|Scheduler skipped a run|57|6|Email|Bug|High|Closed|2025-03-21|2025-03-22|1|20|38.56
898|Filter by region|2|6|Web Form|Feature Request|High|Closed|2026-03-29|2026-03-29|0|240|6.63
899|Totals differ from the source|8|7|Phone|Bug|Urgent|Closed|2026-04-06|2026-04-06|1|71|4.77
900|Please add a CSV export|9|6|Email|Feature Request|Normal|Closed|2025-07-27|2025-07-27|0|44|12.55
901|Filter by region|7|6|Phone|Feature Request|Low|In Progress|2026-09-02||1|127|
902|Dark mode for the dashboards|55|6|Phone|Feature Request|Low|Closed|2026-06-28|2026-06-30|0|37|53.62
903|Where do I set the currency?|14|4|Web Form|How-To|High|Closed|2025-08-03|2025-08-03|0|276|4.55
904|Totals differ from the source|26|8|Web Form|Bug|High|Closed|2026-01-22|2026-01-22|0|196|4.39
905|Where do I set the currency?|60|1|Email|How-To|Low|Waiting on Customer|2025-01-12||1|78|
906|How do I add a second connection?|9|1|Phone|How-To|Low|Closed|2026-07-01|2026-07-04|0|14|85.73
907|Invoice does not match the order|5|11|Phone|Billing|Low|Closed|2025-02-10|2025-02-10|0|37|12.85
908|Login loop after update|18|8|Email|Bug|High|Resolved|2026-09-11|2026-09-11|0|70|9.01
909|Dark mode for the dashboards|57|8|Web Form|Feature Request|Normal|Closed|2025-10-12|2025-10-12|0|72|9.55
910|Credit note request|19|10|Email|Billing|Low|Closed|2025-02-18|2025-02-19|0|216|42.60
911|Training session request|15|15|Email|Onboarding|Low|Closed|2026-03-06|2026-03-06|0|10|13.42
912|Report export is empty|46|6|Phone|Bug|High|Closed|2025-01-28|2025-01-28|0|31|3.87
913|User accounts for the new team|35|15|Chat|Onboarding|Urgent|Open|2026-09-20||1|8|
914|Scheduler skipped a run|23|7|Phone|Bug|Normal|Closed|2025-08-28|2025-08-30|1|48|62.75
915|Filter by region|30|7|Phone|Feature Request|Normal|Closed|2026-03-14|2026-03-14|0|51|16.45
916|Wrong VAT rate on the last bill|60|12|Email|Billing|Low|Closed|2026-06-08|2026-06-10|0|13|53.93
917|Invoice does not match the order|17|10|Email|Billing|Low|Closed|2026-08-17|2026-08-21|1|34|106.51
918|Scheduler skipped a run|35|1|Web Form|Bug|Normal|Closed|2025-09-08|2025-09-09|0|264|24.84
919|Please add a CSV export|30|9|Email|Feature Request|High|Closed|2025-04-22|2025-04-22|0|44|4.56
920|Where do I set the currency?|21|4|Web Form|How-To|Low|Closed|2025-05-30|2025-06-02|0|155|83.41
921|Scheduler skipped a run|52|7|Web Form|Bug|Urgent|Closed|2025-08-01|2025-08-01|0|82|1.84
922|Totals differ from the source|52|7|Phone|Bug|Normal|Closed|2026-01-14|2026-01-14|0|129|11.61
923|Filter by region|55|9|Chat|Feature Request|High|Closed|2025-03-18|2025-03-18|0|24|8.71
924|Help importing our first data set|31|15|Email|Onboarding|Normal|Closed|2025-03-24|2025-03-24|0|93|6.28
925|Where do I set the currency?|55|3|Phone|How-To|Urgent|Closed|2025-09-12|2025-09-12|0|46|0.50
926|More decimals in the pivot|53|6|Email|Feature Request|High|Closed|2025-03-04|2025-03-04|0|3|11.21
927|Kick-off call follow-up|49|15|Chat|Onboarding|Normal|Closed|2026-05-26|2026-05-26|0|126|10.99
928|Help importing our first data set|53|13|Email|Onboarding|Urgent|Resolved|2026-07-03|2026-07-03|0|153|0.46
929|How do I share a dashboard?|43|2|Chat|How-To|Normal|Closed|2026-08-21|2026-08-21|0|111|15.45
930|Wrong VAT rate on the last bill|27|11|Phone|Billing|High|Closed|2026-06-08|2026-06-08|0|38|2.60
931|Scheduler skipped a run|15|6|Web Form|Bug|Normal|Closed|2026-04-29|2026-04-29|0|141|16.10
932|Wrong VAT rate on the last bill|48|1|Phone|Billing|High|Waiting on Customer|2026-05-24||1|137|
933|Please add a CSV export|36|8|Chat|Feature Request|High|Resolved|2026-09-21|2026-09-21|0|134|3.92
934|Kick-off call follow-up|10|14|Email|Onboarding|Low|Resolved|2025-03-30|2025-03-30|0|33|23.92
935|Invoice does not match the order|49|10|Email|Billing|High|Closed|2026-06-28|2026-06-28|0|265|2.33
936|Totals differ from the source|1|11|Phone|Bug|Low|Closed|2026-03-28|2026-03-28|0|10|11.41
937|Totals differ from the source|26|8|Email|Bug|High|Waiting on Customer|2025-07-05||1|3|
938|Help importing our first data set|31|14|Email|Onboarding|Low|Closed|2025-08-01|2025-08-01|0|146|20.09
939|Help importing our first data set|35|15|Chat|Onboarding|Urgent|Closed|2026-01-16|2026-01-16|1|115|4.33
940|Dark mode for the dashboards|4|6|Email|Feature Request|Low|Closed|2026-03-29|2026-03-29|0|23|19.53
941|Login loop after update|10|7|Email|Bug|High|Resolved|2025-11-12|2025-11-12|0|24|5.27
942|Wrong VAT rate on the last bill|48|12|Web Form|Billing|Normal|Closed|2026-04-01|2026-04-01|0|11|10.47
943|Invoice does not match the order|8|10|Web Form|Billing|High|Closed|2025-11-30|2025-11-30|0|200|0.82
944|How do I schedule a report?|14|8|Web Form|How-To|Normal|Closed|2025-08-15|2025-08-16|0|29|28.92
945|Report export is empty|58|7|Web Form|Bug|Normal|Closed|2025-12-02|2025-12-04|1|3|56.92
946|Where do I set the currency?|37|3|Email|How-To|Low|Closed|2025-09-04|2025-09-04|0|411|12.80
947|Please split this invoice|10|10|Web Form|Billing|Urgent|Closed|2025-09-10|2025-09-10|0|69|2.23
948|Filter by region|58|9|Phone|Feature Request|High|Closed|2025-11-11|2025-11-11|1|121|16.40
949|Database connection refused|30|6|Email|Outage|Normal|Closed|2026-07-04|2026-07-04|0|32|20.96
950|Report export is empty|49|8|Email|Bug|Normal|Resolved|2026-02-07|2026-02-10|1|8|90.21
951|Totals differ from the source|7|8|Web Form|Bug|Urgent|Closed|2026-01-15|2026-01-15|0|49|2.56
952|Invoice does not match the order|28|10|Email|Billing|Normal|Closed|2026-04-02|2026-04-05|1|200|90.14
953|Wrong VAT rate on the last bill|58|12|Email|Billing|Normal|Waiting on Customer|2026-09-23||1|13|
954|Scheduled jobs are queued|2|7|Chat|Outage|Normal|Closed|2025-10-06|2025-10-06|0|199|4.50
955|Report export is empty|9|6|Email|Bug|Low|Closed|2025-07-19|2025-07-20|0|92|40.95
956|Login loop after update|23|8|Chat|Bug|Normal|Closed|2025-10-08|2025-10-10|1|52|63.56
957|Help importing our first data set|58|13|Chat|Onboarding|Low|Waiting on Customer|2025-02-11||1|37|
958|How do I schedule a report?|3|2|Web Form|How-To|Urgent|Closed|2026-05-10|2026-05-10|0|235|0.90
959|How do I share a dashboard?|5|5|Email|How-To|Normal|Resolved|2025-01-02|2025-01-03|0|18|29.27
960|Report export is empty|31|7|Web Form|Bug|Urgent|Closed|2026-06-15|2026-06-15|0|99|2.38
961|Server unreachable this morning|48|7|Chat|Outage|Normal|Closed|2026-04-27|2026-04-27|0|103|8.69
962|Kick-off call follow-up|9|5|Phone|Onboarding|Normal|Closed|2025-08-24|2025-08-24|0|58|8.41
963|Dark mode for the dashboards|58|6|Email|Feature Request|Normal|Closed|2025-03-07|2025-03-07|0|113|7.90
964|Invoice does not match the order|10|10|Email|Billing|Normal|Closed|2025-11-26|2025-11-27|0|47|24.20
965|How do I share a dashboard?|31|3|Web Form|How-To|High|Resolved|2025-01-29|2025-01-29|0|50|9.93
966|Please split this invoice|47|12|Phone|Billing|Normal|Closed|2025-10-03|2025-10-03|0|59|17.78
967|Totals differ from the source|20|8|Phone|Bug|Low|Closed|2025-07-30|2025-07-30|0|8|15.16
968|Dashboards time out|21|8|Web Form|Outage|Urgent|Closed|2026-08-10|2026-08-10|0|30|0.72
969|Login loop after update|39|5|Email|Bug|High|Open|2026-09-27||1|3|
970|Report export is empty|36||Web Form|Bug|Urgent|Open|2026-08-12||1||
971|How do I schedule a report?|30|3|Email|How-To|High|Closed|2026-05-03|2026-05-03|1|10|14.47
972|Report export is empty|17|14|Phone|Bug|Low|Closed|2025-05-13|2025-05-13|0|69|20.70
973|Kick-off call follow-up|17|15|Email|Onboarding|Normal|Closed|2025-09-19|2025-09-19|0|746|12.92
974|Training session request|60|15|Email|Onboarding|Normal|Closed|2026-06-17|2026-06-18|0|114|25.25
975|Filter by region|54|6|Email|Feature Request|Urgent|Closed|2026-01-01|2026-01-01|0|33|3.33
976|Please split this invoice|47|11|Email|Billing|High|Resolved|2025-09-30|2025-09-30|1|16|17.24
977|How do I share a dashboard?|1|2|Phone|How-To|Low|Closed|2026-02-10|2026-02-20|1|254|260.47
978|Login loop after update|19|9|Web Form|Bug|High|Closed|2025-12-04|2025-12-04|1|31|20.64
979|Database connection refused|36|10|Web Form|Outage|Low|Closed|2025-11-22|2025-11-25|0|103|82.30
980|More decimals in the pivot|2|7|Web Form|Feature Request|Low|Closed|2026-07-10|2026-07-11|0|58|30.92
981|How do I share a dashboard?|38|4|Email|How-To|Normal|Closed|2025-10-21|2025-10-22|0|60|27.85
982|Login loop after update|28|8|Web Form|Bug|Normal|Closed|2025-05-19|2025-05-19|0|94|12.34
983|Scheduler skipped a run|28|9|Web Form|Bug|Normal|Waiting on Customer|2025-07-25||1|46|
984|Dark mode for the dashboards|2|10|Web Form|Feature Request|Normal|Closed|2025-03-07|2025-03-07|0|81|23.16
985|Help importing our first data set|4|14|Chat|Onboarding|Low|Closed|2025-12-28|2025-12-28|0|55|8.60
986|Scheduler skipped a run|45|8|Chat|Bug|Low|Closed|2025-12-18|2025-12-21|0|23|76.81
987|Server unreachable this morning|38|9|Email|Outage|High|Closed|2026-04-29|2026-04-29|1|41|13.48
988|Invoice does not match the order|48|12|Email|Billing|Normal|Closed|2026-02-22|2026-02-22|0|82|13.94
989|Scheduler skipped a run|18|8|Web Form|Bug|Normal|Closed|2025-02-28|2025-03-01|0|69|42.21
990|Help importing our first data set|40|13|Phone|Onboarding|Low|Closed|2026-04-06|2026-04-08|0|5|63.21
991|Please split this invoice|16|12|Chat|Billing|Low|Closed|2026-03-03|2026-03-03|0|25|6.63
992|How do I add a second connection?|48|4|Email|How-To|Normal|Open|2026-09-29||0|92|
993|Please split this invoice|26|6|Email|Billing|High|Closed|2025-05-08|2025-05-08|0|116|9.28
994|Wrong VAT rate on the last bill|52|11|Email|Billing|Normal|Waiting on Customer|2026-01-26||1|26|
995|Scheduled jobs are queued|29|7|Email|Outage|Urgent|Closed|2025-07-05|2025-07-05|0|233|1.35
996|Credit note request|2|14|Email|Billing|High|Closed|2026-08-11|2026-08-11|0|43|4.43
997|Invoice does not match the order|41|10|Phone|Billing|Low|Resolved|2025-01-02|2025-01-05|0|31|78.91
998|Please split this invoice|58|10|Email|Billing|Normal|Closed|2025-04-06|2025-04-06|0|80|12.23
999|Report export is empty|43|8|Email|Bug|High|Closed|2025-12-15|2025-12-15|1|522|15.32
1000|More decimals in the pivot|14|8|Web Form|Feature Request|High|Resolved|2025-12-26|2025-12-26|0|6|1.79
1001|Help importing our first data set|60|1|Web Form|Onboarding|Normal|Closed|2025-11-03|2025-11-04|0|199|25.07
1002|Help importing our first data set|26|15|Phone|Onboarding|Low|Closed|2026-06-14|2026-06-15|0|26|43.72
1003|Please add a CSV export|8|9|Web Form|Feature Request|Low|Closed|2026-07-19|2026-07-21|0|176|71.37
1004|Totals differ from the source|13|8|Phone|Bug|Low|In Progress|2026-09-05||1|83|
