invoice_id|line_no|item|qty|unit_price|amount
514|1|Consulting Day|3|568.25|1704.75
514|2|Support Plan|5|2273.58|11367.90
515|1|Workshop|1|2361.17|2361.17
515|2|Support Plan|5|569.64|2848.20
516|1|Annual Maintenance|3|1526.40|4579.20
516|2|Onboarding Package|5|479.44|2397.20
517|1|Support Plan|1|1972.58|1972.58
517|2|Training Session|2|1757.54|3515.08
517|3|Licence Renewal|8|610.64|4885.12
517|4|Server Hardware|3|1318.16|3954.48
517|5|Integration Module|3|926.61|2779.83
518|1|Consulting Day|1|1016.67|1016.67
518|2|Licence Renewal|1|1959.35|1959.35
518|3|Performance Tuning|3|1403.08|4209.24
518|4|Training Session|1|1398.70|1398.70
519|1|Backup Service|5|1994.13|9970.65
519|2|Workshop|3|157.12|471.36
519|3|Support Plan|1|1145.44|1145.44
520|1|Backup Service|3|1188.59|3565.77
520|2|Performance Tuning|2|373.69|747.38
520|3|Software Licence|5|1388.63|6943.15
521|1|Managed Service|2|113.26|226.52
521|2|Implementation Hours|1|1493.76|1493.76
521|3|Backup Service|1|1791.82|1791.82
522|1|Annual Maintenance|1|649.62|649.62
523|1|Annual Maintenance|1|2218.58|2218.58
523|2|Data Migration|1|2052.76|2052.76
523|3|Custom Report Pack|1|1532.83|1532.83
524|1|Backup Service|2|2396.21|4792.42
524|2|Server Hardware|1|1160.74|1160.74
525|1|Software Licence|1|1182.39|1182.39
525|2|Premium SLA|1|640.43|640.43
526|1|Custom Report Pack|2|889.79|1779.58
526|2|Software Licence|10|1766.07|17660.70
527|1|Licence Renewal|2|1594.99|3189.98
528|1|Cloud Hosting|3|1994.06|5982.18
528|2|Backup Service|10|2386.70|23867.00
528|3|Premium SLA|2|1502.84|3005.68
528|4|Support Plan|5|478.61|2393.05
528|5|Performance Tuning|5|478.26|2391.30
529|1|Premium SLA|3|392.74|1178.22
529|2|Workshop|1|1599.87|1599.87
529|3|Annual Maintenance|10|882.81|8828.10
529|4|Software Licence|3|1431.33|4293.99
530|1|Software Licence|1|287.01|287.01
530|2|Integration Module|1|1187.67|1187.67
530|3|Integration Module|1|1941.34|1941.34
530|4|Audit Review|2|1777.09|3554.18
531|1|Custom Report Pack|1|1466.64|1466.64
532|1|Audit Review|1|2250.83|2250.83
533|1|Custom Report Pack|2|871.75|1743.50
533|2|Storage Expansion|1|2162.10|2162.10
533|3|Onboarding Package|1|1068.98|1068.98
533|4|Managed Service|1|603.90|603.90
534|1|Licence Renewal|1|1342.94|1342.94
534|2|Storage Expansion|1|2380.25|2380.25
534|3|Licence Renewal|1|631.59|631.59
534|4|Managed Service|1|1070.12|1070.12
534|5|Server Hardware|1|1674.49|1674.49
535|1|Server Hardware|2|1071.91|2143.82
535|2|Server Hardware|2|1650.01|3300.02
536|1|Workshop|3|2300.16|6900.48
536|2|Audit Review|5|685.77|3428.85
537|1|Managed Service|3|1488.76|4466.28
537|2|Support Plan|1|86.70|86.70
538|1|Premium SLA|1|2339.52|2339.52
538|2|Backup Service|1|2077.19|2077.19
539|1|Training Session|5|337.53|1687.65
540|1|Implementation Hours|1|1817.98|1817.98
540|2|Performance Tuning|3|2091.02|6273.06
540|3|Support Plan|10|951.96|9519.60
540|4|Data Migration|1|1189.53|1189.53
541|1|Server Hardware|2|2112.32|4224.64
541|2|Cloud Hosting|1|1891.46|1891.46
541|3|Consulting Day|1|1037.87|1037.87
542|1|Performance Tuning|2|1545.36|3090.72
542|2|Cloud Hosting|2|247.77|495.54
542|3|Server Hardware|2|1414.11|2828.22
542|4|Integration Module|2|2171.07|4342.14
542|5|Server Hardware|3|2032.36|6097.08
542|6|Annual Maintenance|2|246.58|493.16
543|1|Support Plan|1|1962.67|1962.67
543|2|Workshop|8|2000.34|16002.72
544|1|Cloud Hosting|1|1942.70|1942.70
544|2|Implementation Hours|1|1110.33|1110.33
544|3|Audit Review|3|2001.57|6004.71
544|4|Audit Review|3|1711.56|5134.68
544|5|Server Hardware|8|1669.81|13358.48
544|6|Implementation Hours|3|661.64|1984.92
545|1|Consulting Day|1|1751.70|1751.70
545|2|Support Plan|5|1489.18|7445.90
546|1|Managed Service|1|2259.90|2259.90
547|1|Implementation Hours|5|2357.22|11786.10
548|1|Server Hardware|2|770.78|1541.56
548|2|Managed Service|1|1099.22|1099.22
548|3|Licence Renewal|3|138.86|416.58
549|1|Support Plan|2|353.16|706.32
550|1|Managed Service|3|1400.92|4202.76
550|2|Integration Module|1|894.85|894.85
551|1|Audit Review|1|1556.23|1556.23
551|2|Licence Renewal|3|767.39|2302.17
552|1|Software Licence|2|1776.38|3552.76
552|2|Implementation Hours|2|1392.83|2785.66
552|3|Audit Review|2|479.37|958.74
553|1|Annual Maintenance|3|881.32|2643.96
553|2|Cloud Hosting|1|332.08|332.08
553|3|Server Hardware|2|727.33|1454.66
553|4|Software Licence|1|2299.93|2299.93
553|5|Support Plan|1|2246.05|2246.05
553|6|Backup Service|3|1939.54|5818.62
554|1|Implementation Hours|1|2221.30|2221.30
554|2|Cloud Hosting|3|112.69|338.07
554|3|Performance Tuning|1|2130.70|2130.70
554|4|Integration Module|5|1316.94|6584.70
554|5|Cloud Hosting|1|1948.08|1948.08
555|1|Training Session|1|1594.33|1594.33
555|2|Cloud Hosting|1|2040.43|2040.43
556|1|Performance Tuning|2|2129.70|4259.40
556|2|Software Licence|3|550.02|1650.06
556|3|Server Hardware|5|1430.84|7154.20
557|1|Data Migration|8|127.89|1023.12
558|1|Implementation Hours|2|2356.81|4713.62
559|1|Support Plan|1|350.59|350.59
559|2|Annual Maintenance|8|2313.87|18510.96
559|3|Backup Service|1|987.80|987.80
559|4|Custom Report Pack|1|2195.20|2195.20
559|5|Software Licence|8|1510.61|12084.88
560|1|Data Migration|2|431.32|862.64
561|1|Integration Module|1|695.16|695.16
561|2|Support Plan|2|2022.91|4045.82
561|3|Onboarding Package|8|1733.92|13871.36
561|4|Integration Module|1|941.95|941.95
562|1|Implementation Hours|3|1258.73|3776.19
562|2|Training Session|3|1240.28|3720.84
563|1|Backup Service|2|410.24|820.48
563|2|Onboarding Package|1|1362.18|1362.18
563|3|Backup Service|5|972.37|4861.85
563|4|Licence Renewal|1|1194.48|1194.48
563|5|Data Migration|1|1133.85|1133.85
563|6|Cloud Hosting|3|780.53|2341.59
564|1|Server Hardware|5|969.09|4845.45
564|2|Premium SLA|5|2107.72|10538.60
565|1|Licence Renewal|2|2223.43|4446.86
565|2|Premium SLA|2|717.47|1434.94
565|3|Cloud Hosting|10|2332.93|23329.30
566|1|Custom Report Pack|2|1849.29|3698.58
566|2|Audit Review|2|1267.58|2535.16
566|3|Storage Expansion|1|1663.77|1663.77
566|4|Onboarding Package|1|2049.86|2049.86
566|5|Training Session|2|874.91|1749.82
567|1|Custom Report Pack|3|1352.07|4056.21
567|2|Custom Report Pack|3|2289.69|6869.07
567|3|Training Session|2|1803.66|3607.32
568|1|Storage Expansion|1|483.03|483.03
568|2|Backup Service|1|1363.01|1363.01
569|1|Onboarding Package|1|689.08|689.08
569|2|Data Migration|1|829.92|829.92
570|1|Support Plan|3|1425.27|4275.81
571|1|Data Migration|1|409.59|409.59
571|2|Performance Tuning|8|1235.88|9887.04
572|1|Custom Report Pack|2|1086.80|2173.60
572|2|Storage Expansion|3|1080.35|3241.05
572|3|Performance Tuning|2|1189.36|2378.72
573|1|Managed Service|3|816.41|2449.23
573|2|Data Migration|1|2023.94|2023.94
573|3|Premium SLA|8|1400.63|11205.04
573|4|Cloud Hosting|1|1138.08|1138.08
573|5|Storage Expansion|1|491.06|491.06
573|6|Implementation Hours|1|777.58|777.58
574|1|Premium SLA|1|1745.61|1745.61
574|2|Server Hardware|2|667.57|1335.14
575|1|Cloud Hosting|10|322.39|3223.90
575|2|Onboarding Package|1|478.52|478.52
576|1|Integration Module|8|345.59|2764.72
577|1|Training Session|1|2248.50|2248.50
577|2|Onboarding Package|2|1049.20|2098.40
578|1|Support Plan|1|534.43|534.43
578|2|Storage Expansion|1|1209.58|1209.58
578|3|Audit Review|3|1821.43|5464.29
578|4|Integration Module|10|2290.92|22909.20
579|1|Licence Renewal|2|1815.42|3630.84
580|1|Integration Module|8|1858.06|14864.48
581|1|Managed Service|3|1102.61|3307.83
582|1|Integration Module|1|548.81|548.81
583|1|Annual Maintenance|10|1701.41|17014.10
584|1|Integration Module|8|1865.20|14921.60
585|1|Audit Review|2|2216.49|4432.98
585|2|Premium SLA|8|949.89|7599.12
586|1|Premium SLA|1|853.94|853.94
586|2|Consulting Day|3|1253.53|3760.59
587|1|Training Session|1|2179.35|2179.35
588|1|Audit Review|1|1088.41|1088.41
589|1|Workshop|5|1682.97|8414.85
589|2|Software Licence|1|1316.87|1316.87
589|3|Consulting Day|2|1483.28|2966.56
589|4|Onboarding Package|1|1881.78|1881.78
589|5|Licence Renewal|1|610.18|610.18
589|6|Licence Renewal|1|1208.29|1208.29
590|1|Managed Service|1|1162.30|1162.30
590|2|Data Migration|8|191.82|1534.56
591|1|Audit Review|2|808.10|1616.20
591|2|Backup Service|8|2230.21|17841.68
592|1|Backup Service|2|2124.03|4248.06
592|2|Data Migration|1|1865.67|1865.67
592|3|Data Migration|10|2215.22|22152.20
592|4|Premium SLA|1|1136.39|1136.39
593|1|Integration Module|1|604.45|604.45
594|1|Integration Module|8|857.79|6862.32
594|2|Licence Renewal|5|1799.12|8995.60
594|3|Workshop|10|1860.23|18602.30
594|4|Integration Module|3|1635.81|4907.43
595|1|Implementation Hours|1|822.56|822.56
595|2|Workshop|10|764.55|7645.50
595|3|Workshop|5|1393.29|6966.45
595|4|Support Plan|10|2336.34|23363.40
595|5|Storage Expansion|5|1216.84|6084.20
596|1|Backup Service|1|2300.57|2300.57
597|1|Performance Tuning|10|1066.86|10668.60
598|1|Consulting Day|3|318.28|954.84
598|2|Server Hardware|3|2035.62|6106.86
598|3|Premium SLA|2|1497.41|2994.82
599|1|Implementation Hours|8|1055.80|8446.40
599|2|Integration Module|3|1601.59|4804.77
599|3|Onboarding Package|5|1636.47|8182.35
599|4|Integration Module|3|1676.06|5028.18
600|1|Annual Maintenance|2|1385.79|2771.58
600|2|Premium SLA|1|1411.30|1411.30
600|3|Managed Service|1|992.97|992.97
600|4|Custom Report Pack|5|1722.06|8610.30
601|1|Performance Tuning|2|2248.59|4497.18
601|2|Storage Expansion|8|1363.28|10906.24
601|3|Performance Tuning|2|777.25|1554.50
602|1|Licence Renewal|2|2301.64|4603.28
602|2|Implementation Hours|5|950.13|4750.65
602|3|Server Hardware|2|1737.68|3475.36
602|4|Data Migration|1|568.61|568.61
603|1|Premium SLA|8|1317.21|10537.68
603|2|Annual Maintenance|1|371.15|371.15
603|3|Training Session|5|1423.37|7116.85
603|4|Onboarding Package|5|370.20|1851.00
603|5|Annual Maintenance|1|155.28|155.28
604|1|Audit Review|3|564.94|1694.82
604|2|Premium SLA|2|1223.28|2446.56
605|1|Training Session|1|1596.53|1596.53
606|1|Audit Review|2|367.22|734.44
606|2|Server Hardware|8|671.06|5368.48
606|3|Licence Renewal|1|2314.66|2314.66
607|1|Managed Service|3|440.71|1322.13
608|1|Workshop|2|2233.79|4467.58
608|2|Data Migration|1|2386.24|2386.24
609|1|Managed Service|5|1489.15|7445.75
609|2|Server Hardware|2|955.11|1910.22
610|1|Workshop|1|1910.62|1910.62
610|2|Storage Expansion|1|1556.72|1556.72
610|3|Cloud Hosting|1|944.11|944.11
611|1|Licence Renewal|2|477.97|955.94
611|2|Implementation Hours|2|1796.02|3592.04
611|3|Support Plan|8|1232.11|9856.88
611|4|Cloud Hosting|1|639.20|639.20
611|5|Onboarding Package|2|574.18|1148.36
611|6|Support Plan|2|1168.98|2337.96
612|1|Onboarding Package|2|2246.02|4492.04
612|2|Performance Tuning|1|907.16|907.16
613|1|Integration Module|1|759.95|759.95
613|2|Software Licence|3|1872.69|5618.07
613|3|Training Session|5|1664.62|8323.10
614|1|Data Migration|5|1512.90|7564.50
614|2|Performance Tuning|1|1829.46|1829.46
615|1|Storage Expansion|10|589.55|5895.50
616|1|Licence Renewal|2|884.61|1769.22
617|1|Premium SLA|1|341.83|341.83
617|2|Managed Service|5|1957.04|9785.20
618|1|Premium SLA|2|926.95|1853.90
618|2|Backup Service|2|1365.30|2730.60
618|3|Implementation Hours|10|1197.58|11975.80
618|4|Cloud Hosting|2|1703.91|3407.82
619|1|Cloud Hosting|2|1992.91|3985.82
619|2|Cloud Hosting|2|1376.46|2752.92
619|3|Cloud Hosting|3|982.09|2946.27
620|1|Cloud Hosting|1|2159.23|2159.23
620|2|Backup Service|3|428.74|1286.22
621|1|Implementation Hours|8|547.06|4376.48
621|2|Onboarding Package|2|1770.21|3540.42
621|3|Support Plan|1|242.96|242.96
622|1|Onboarding Package|1|1620.83|1620.83
622|2|Premium SLA|5|396.11|1980.55
623|1|Server Hardware|2|504.73|1009.46
623|2|Backup Service|1|2217.35|2217.35
624|1|Server Hardware|3|1540.12|4620.36
625|1|Licence Renewal|1|1862.48|1862.48
625|2|Implementation Hours|1|1052.13|1052.13
625|3|Audit Review|8|2107.65|16861.20
626|1|Performance Tuning|8|1661.56|13292.48
626|2|Licence Renewal|10|547.31|5473.10
626|3|Storage Expansion|1|697.68|697.68
626|4|Custom Report Pack|1|2369.45|2369.45
627|1|Premium SLA|1|211.57|211.57
627|2|Support Plan|1|330.20|330.20
627|3|Audit Review|1|1097.05|1097.05
627|4|Licence Renewal|5|2366.25|11831.25
628|1|Licence Renewal|1|1373.43|1373.43
628|2|Data Migration|2|725.73|1451.46
629|1|Backup Service|3|2019.00|6057.00
629|2|Audit Review|2|1515.32|3030.64
629|3|Premium SLA|8|241.48|1931.84
629|4|Data Migration|1|2183.57|2183.57
630|1|Storage Expansion|2|1093.73|2187.46
630|2|Annual Maintenance|1|1359.35|1359.35
630|3|Custom Report Pack|1|353.35|353.35
630|4|Integration Module|2|1653.09|3306.18
630|5|Consulting Day|1|749.78|749.78
630|6|Annual Maintenance|1|2228.52|2228.52
631|1|Workshop|3|552.12|1656.36
631|2|Managed Service|10|1231.53|12315.30
631|3|Cloud Hosting|1|1050.71|1050.71
632|1|Server Hardware|1|1651.49|1651.49
632|2|Managed Service|10|103.91|1039.10
632|3|Annual Maintenance|1|1642.93|1642.93
633|1|Cloud Hosting|1|447.45|447.45
633|2|Cloud Hosting|3|1069.34|3208.02
633|3|Premium SLA|1|2383.78|2383.78
633|4|Annual Maintenance|1|2208.86|2208.86
633|5|Server Hardware|1|2020.69|2020.69
634|1|Cloud Hosting|1|1017.11|1017.11
635|1|Training Session|5|1082.09|5410.45
635|2|Premium SLA|3|1821.29|5463.87
635|3|Integration Module|1|1897.64|1897.64
635|4|Cloud Hosting|1|923.03|923.03
635|5|Annual Maintenance|1|1997.38|1997.38
636|1|Licence Renewal|2|178.27|356.54
636|2|Backup Service|2|494.07|988.14
637|1|Server Hardware|1|768.08|768.08
637|2|Consulting Day|1|1957.66|1957.66
637|3|Audit Review|1|775.73|775.73
637|4|Data Migration|3|862.64|2587.92
638|1|Onboarding Package|5|1532.20|7661.00
638|2|Workshop|1|2102.79|2102.79
639|1|Audit Review|5|1418.92|7094.60
639|2|Annual Maintenance|1|2251.05|2251.05
639|3|Workshop|3|2362.01|7086.03
639|4|Server Hardware|1|1052.79|1052.79
640|1|Custom Report Pack|3|2044.44|6133.32
641|1|Server Hardware|2|1724.52|3449.04
641|2|Managed Service|1|971.96|971.96
642|1|Performance Tuning|8|943.25|7546.00
642|2|Data Migration|2|938.13|1876.26
642|3|Implementation Hours|1|1073.30|1073.30
643|1|Workshop|1|583.96|583.96
643|2|Custom Report Pack|8|320.65|2565.20
644|1|Cloud Hosting|5|1373.33|6866.65
644|2|Cloud Hosting|3|2164.55|6493.65
644|3|Premium SLA|2|1086.59|2173.18
644|4|Managed Service|1|1425.67|1425.67
644|5|Data Migration|5|1769.44|8847.20
645|1|Server Hardware|2|2057.67|4115.34
645|2|Consulting Day|1|833.11|833.11
645|3|Support Plan|1|1433.02|1433.02
645|4|Integration Module|1|1350.70|1350.70
645|5|Annual Maintenance|8|347.71|2781.68
646|1|Managed Service|10|2343.26|23432.60
646|2|Consulting Day|2|1720.06|3440.12
646|3|Custom Report Pack|2|683.55|1367.10
646|4|Annual Maintenance|3|1463.58|4390.74
647|1|Custom Report Pack|1|1958.32|1958.32
647|2|Annual Maintenance|1|2037.64|2037.64
648|1|Workshop|1|1572.50|1572.50
648|2|Custom Report Pack|2|141.10|282.20
649|1|Implementation Hours|1|686.15|686.15
649|2|Backup Service|1|2086.98|2086.98
649|3|Performance Tuning|8|1037.10|8296.80
650|1|Support Plan|8|1696.20|13569.60
651|1|Cloud Hosting|8|1871.69|14973.52
652|1|Custom Report Pack|1|2351.25|2351.25
652|2|Audit Review|5|1609.09|8045.45
652|3|Implementation Hours|1|208.29|208.29
653|1|Support Plan|1|2232.39|2232.39
654|1|Training Session|8|1703.84|13630.72
655|1|Premium SLA|10|1740.68|17406.80
655|2|Custom Report Pack|5|2082.56|10412.80
656|1|Performance Tuning|2|422.53|845.06
657|1|Integration Module|1|2067.25|2067.25
657|2|Workshop|2|2047.70|4095.40
657|3|Support Plan|5|412.16|2060.80
657|4|Onboarding Package|1|1963.43|1963.43
658|1|Implementation Hours|1|1825.64|1825.64
658|2|Storage Expansion|10|479.61|4796.10
658|3|Onboarding Package|10|1672.20|16722.00
658|4|Onboarding Package|1|1209.84|1209.84
659|1|Consulting Day|2|1974.25|3948.50
659|2|Performance Tuning|1|2374.65|2374.65
659|3|Integration Module|1|1229.14|1229.14
659|4|Cloud Hosting|2|1116.82|2233.64
660|1|Support Plan|2|724.87|1449.74
660|2|Audit Review|2|622.46|1244.92
660|3|Server Hardware|8|1245.18|9961.44
661|1|Workshop|5|1345.00|6725.00
661|2|Onboarding Package|2|2314.26|4628.52
661|3|Performance Tuning|2|2061.81|4123.62
662|1|Premium SLA|2|1271.84|2543.68
662|2|Support Plan|2|301.28|602.56
663|1|Implementation Hours|3|1050.97|3152.91
663|2|Implementation Hours|2|1499.68|2999.36
663|3|Workshop|1|269.76|269.76
664|1|Backup Service|1|620.04|620.04
664|2|Premium SLA|1|1915.86|1915.86
665|1|Implementation Hours|8|1750.97|14007.76
665|2|Implementation Hours|3|1620.19|4860.57
665|3|Licence Renewal|3|994.50|2983.50
666|1|Storage Expansion|1|107.44|107.44
666|2|Support Plan|2|503.99|1007.98
666|3|Consulting Day|3|1370.87|4112.61
667|1|Training Session|1|1947.28|1947.28
667|2|Software Licence|3|1729.64|5188.92
667|3|Backup Service|1|1395.14|1395.14
668|1|Licence Renewal|3|799.88|2399.64
668|2|Support Plan|2|706.70|1413.40
668|3|Storage Expansion|2|896.93|1793.86
669|1|Onboarding Package|2|1820.17|3640.34
669|2|Cloud Hosting|8|662.26|5298.08
670|1|Workshop|8|522.21|4177.68
671|1|Training Session|2|2228.53|4457.06
671|2|Premium SLA|1|2046.91|2046.91
672|1|Consulting Day|8|1773.41|14187.28
673|1|Consulting Day|1|1267.46|1267.46
674|1|Implementation Hours|1|552.42|552.42
674|2|Premium SLA|1|236.03|236.03
675|1|Custom Report Pack|1|942.15|942.15
675|2|Cloud Hosting|2|402.51|805.02
675|3|Storage Expansion|1|1283.16|1283.16
675|4|Software Licence|8|1479.24|11833.92
675|5|Server Hardware|1|2012.21|2012.21
676|1|Performance Tuning|5|461.01|2305.05
677|1|Support Plan|8|1756.69|14053.52
677|2|Workshop|1|2180.38|2180.38
677|3|Data Migration|1|2177.92|2177.92
678|1|Consulting Day|1|351.01|351.01
678|2|Managed Service|2|1509.81|3019.62
678|3|Software Licence|1|969.22|969.22
678|4|Support Plan|1|1168.51|1168.51
679|1|Custom Report Pack|8|328.11|2624.88
679|2|Consulting Day|2|2346.13|4692.26
679|3|Software Licence|5|1354.49|6772.45
679|4|Premium SLA|1|872.48|872.48
679|5|Audit Review|2|2297.57|4595.14
680|1|Workshop|1|434.71|434.71
680|2|Training Session|2|1444.86|2889.72
680|3|Premium SLA|1|1898.54|1898.54
681|1|Data Migration|1|2376.75|2376.75
682|1|Implementation Hours|8|1933.50|15468.00
682|2|Audit Review|3|626.74|1880.22
683|1|Onboarding Package|1|2236.20|2236.20
683|2|Annual Maintenance|3|2057.91|6173.73
683|3|Cloud Hosting|5|1366.78|6833.90
684|1|Onboarding Package|3|876.34|2629.02
685|1|Performance Tuning|2|170.90|341.80
686|1|Performance Tuning|3|859.21|2577.63
686|2|Consulting Day|1|1979.40|1979.40
686|3|Server Hardware|3|949.48|2848.44
686|4|Storage Expansion|8|306.93|2455.44
687|1|Licence Renewal|1|732.76|732.76
687|2|Training Session|1|883.68|883.68
687|3|Licence Renewal|8|580.63|4645.04
687|4|Custom Report Pack|1|1654.33|1654.33
687|5|Cloud Hosting|3|1672.24|5016.72
687|6|Data Migration|3|1188.56|3565.68
688|1|Implementation Hours|1|457.34|457.34
688|2|Cloud Hosting|3|217.01|651.03
688|3|Server Hardware|1|1020.18|1020.18
688|4|Server Hardware|2|799.65|1599.30
688|5|Data Migration|5|1347.32|6736.60
688|6|Performance Tuning|2|1689.58|3379.16
689|1|Managed Service|3|2296.22|6888.66
689|2|Software Licence|8|1341.54|10732.32
689|3|Annual Maintenance|1|103.97|103.97
689|4|Consulting Day|5|950.12|4750.60
689|5|Integration Module|3|1087.53|3262.59
689|6|Support Plan|8|1431.24|11449.92
690|1|Custom Report Pack|3|1874.66|5623.98
690|2|Data Migration|1|2083.89|2083.89
691|1|Storage Expansion|1|898.37|898.37
692|1|Consulting Day|1|115.48|115.48
692|2|Implementation Hours|2|1987.88|3975.76
692|3|Storage Expansion|8|414.21|3313.68
692|4|Server Hardware|1|1663.99|1663.99
693|1|Onboarding Package|1|120.77|120.77
693|2|Backup Service|3|452.84|1358.52
693|3|Cloud Hosting|5|384.22|1921.10
693|4|Cloud Hosting|3|1542.77|4628.31
693|5|Software Licence|5|1346.40|6732.00
693|6|Audit Review|1|1036.75|1036.75
694|1|Audit Review|5|1226.77|6133.85
695|1|Backup Service|2|473.12|946.24
695|2|Data Migration|1|1172.31|1172.31
695|3|Consulting Day|3|2383.26|7149.78
696|1|Annual Maintenance|2|1447.37|2894.74
697|1|Licence Renewal|2|2230.26|4460.52
697|2|Support Plan|2|808.26|1616.52
697|3|Managed Service|3|1967.37|5902.11
697|4|Premium SLA|5|416.46|2082.30
698|1|Software Licence|1|2394.86|2394.86
699|1|Annual Maintenance|1|2365.85|2365.85
699|2|Performance Tuning|3|1099.24|3297.72
699|3|Implementation Hours|1|1237.82|1237.82
699|4|Custom Report Pack|3|1465.74|4397.22
699|5|Implementation Hours|2|475.20|950.40
699|6|Server Hardware|1|1366.44|1366.44
700|1|Storage Expansion|1|1028.74|1028.74
700|2|Managed Service|1|1346.35|1346.35
700|3|Performance Tuning|1|2010.31|2010.31
701|1|Consulting Day|3|1838.86|5516.58
702|1|Server Hardware|8|2244.25|17954.00
702|2|Managed Service|2|343.68|687.36
702|3|Licence Renewal|2|2186.67|4373.34
702|4|Data Migration|5|1665.60|8328.00
702|5|Server Hardware|8|1274.75|10198.00
703|1|Storage Expansion|1|699.71|699.71
703|2|Onboarding Package|2|387.39|774.78
703|3|Consulting Day|3|160.29|480.87
704|1|Consulting Day|3|2289.05|6867.15
704|2|Support Plan|5|914.06|4570.30
705|1|Performance Tuning|8|681.16|5449.28
705|2|Data Migration|3|2138.30|6414.90
705|3|Licence Renewal|2|2196.77|4393.54
706|1|Support Plan|1|1276.96|1276.96
706|2|Cloud Hosting|1|615.54|615.54
706|3|Storage Expansion|1|1015.64|1015.64
707|1|Support Plan|1|1211.69|1211.69
708|1|Performance Tuning|8|1467.66|11741.28
709|1|Storage Expansion|2|1115.62|2231.24
710|1|Onboarding Package|8|2163.61|17308.88
711|1|Training Session|2|695.10|1390.20
712|1|Integration Module|5|921.98|4609.90
712|2|Backup Service|2|2365.35|4730.70
712|3|Managed Service|1|1263.33|1263.33
713|1|Support Plan|1|1925.48|1925.48
713|2|Premium SLA|3|619.12|1857.36
713|3|Annual Maintenance|2|1388.19|2776.38
714|1|Managed Service|5|525.21|2626.05
714|2|Annual Maintenance|2|810.82|1621.64
714|3|Backup Service|2|1819.25|3638.50
715|1|Workshop|2|1165.41|2330.82
715|2|Annual Maintenance|1|2081.87|2081.87
715|3|Software Licence|2|2118.39|4236.78
715|4|Support Plan|2|364.24|728.48
716|1|Custom Report Pack|1|2289.34|2289.34
716|2|Audit Review|2|268.30|536.60
716|3|Audit Review|3|976.87|2930.61
716|4|Implementation Hours|3|2159.62|6478.86
717|1|Consulting Day|1|1666.67|1666.67
717|2|Storage Expansion|3|210.88|632.64
717|3|Managed Service|2|880.10|1760.20
717|4|Onboarding Package|2|798.34|1596.68
718|1|Workshop|3|202.02|606.06
718|2|Custom Report Pack|5|253.27|1266.35
718|3|Training Session|3|1608.97|4826.91
718|4|Premium SLA|2|811.79|1623.58
719|1|Data Migration|1|1808.72|1808.72
719|2|Training Session|3|1269.07|3807.21
719|3|Support Plan|1|1917.24|1917.24
719|4|Annual Maintenance|5|1263.01|6315.05
720|1|Software Licence|1|509.43|509.43
720|2|Onboarding Package|8|1469.99|11759.92
720|3|Backup Service|5|2051.84|10259.20
721|1|Workshop|1|1796.45|1796.45
722|1|Server Hardware|1|1081.35|1081.35
723|1|Licence Renewal|2|1048.26|2096.52
723|2|Backup Service|5|604.48|3022.40
724|1|Audit Review|3|197.62|592.86
724|2|Integration Module|3|406.90|1220.70
725|1|Software Licence|2|1227.96|2455.92
726|1|Consulting Day|1|237.13|237.13
726|2|Storage Expansion|2|939.57|1879.14
726|3|Implementation Hours|1|2049.82|2049.82
726|4|Annual Maintenance|1|2073.67|2073.67
727|1|Storage Expansion|10|2220.08|22200.80
727|2|Consulting Day|2|2100.67|4201.34
727|3|Workshop|1|2337.14|2337.14
727|4|Performance Tuning|1|998.00|998.00
727|5|Managed Service|2|1467.88|2935.76
728|1|Licence Renewal|3|191.66|574.98
728|2|Backup Service|8|2053.07|16424.56
729|1|Storage Expansion|2|1663.82|3327.64
730|1|Integration Module|3|649.08|1947.24
730|2|Performance Tuning|3|305.79|917.37
731|1|Audit Review|10|2059.84|20598.40
732|1|Custom Report Pack|8|355.52|2844.16
732|2|Managed Service|5|350.72|1753.60
732|3|Consulting Day|3|1592.80|4778.40
733|1|Onboarding Package|1|135.89|135.89
733|2|Consulting Day|1|1184.57|1184.57
733|3|Software Licence|1|1420.64|1420.64
734|1|Custom Report Pack|1|314.39|314.39
734|2|Onboarding Package|3|1329.02|3987.06
734|3|Data Migration|1|2047.94|2047.94
734|4|Software Licence|5|2054.12|10270.60
735|1|Data Migration|1|866.43|866.43
735|2|Workshop|1|973.54|973.54
736|1|Consulting Day|8|2319.14|18553.12
736|2|Storage Expansion|1|177.98|177.98
736|3|Integration Module|1|347.50|347.50
736|4|Audit Review|8|1815.09|14520.72
736|5|Custom Report Pack|1|501.71|501.71
736|6|Premium SLA|5|1056.69|5283.45
737|1|Cloud Hosting|1|1370.44|1370.44
738|1|Onboarding Package|1|1902.72|1902.72
738|2|Integration Module|1|1082.83|1082.83
739|1|Licence Renewal|5|1708.43|8542.15
739|2|Implementation Hours|3|242.58|727.74
739|3|Storage Expansion|2|244.22|488.44
740|1|Integration Module|3|1517.93|4553.79
740|2|Licence Renewal|5|1274.81|6374.05
740|3|Software Licence|1|2285.65|2285.65
741|1|Annual Maintenance|1|2133.50|2133.50
741|2|Data Migration|3|458.43|1375.29
741|3|Support Plan|2|2395.66|4791.32
742|1|Backup Service|1|1257.06|1257.06
742|2|Data Migration|2|199.88|399.76
742|3|Server Hardware|1|602.53|602.53
743|1|Integration Module|8|2002.73|16021.84
743|2|Audit Review|1|469.63|469.63
744|1|Data Migration|5|221.88|1109.40
